OBJECTID,RouteIdentifier,BeginAccumulatedRouteMile,EndAccumulatedRouteMile,DividedIndicator,SnapshotDate,BeginStateRouteMilepost,BeginAheadBackIndicator,EndStateRouteMilepost,EndAheadBackIndicator,LRSDate,SHAPESTLength
1,005R514217i,0,0.660000026226044,N,2022/02/05 00:00:00+00,0,A,0.660000026226044,A,2021/12/31 00:00:00+00,3502.18336715021
2,005R512084i,0,0.25,N,2022/02/05 00:00:00+00,0,A,0.25,A,2021/12/31 00:00:00+00,1343.93630264505
3,005R510846i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1861.0467518954
4,005R509535i,0,0.400000005960464,N,2022/02/05 00:00:00+00,0,A,0.400000005960464,A,2021/12/31 00:00:00+00,2128.60957574358
5,005R500252i,0,0.300000011920929,N,2022/02/05 00:00:00+00,0,A,0.300000011920929,A,2021/12/31 00:00:00+00,1743.58910823937
6,005R303748i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1086.6574469522
7,005R219438i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1892.3498954416
8,005R217004i,0,0.170000001788139,N,2022/02/05 00:00:00+00,0,A,0.170000001788139,A,2021/12/31 00:00:00+00,1123.67999391385
9,005R216336i,0,0.349999994039536,N,2022/02/05 00:00:00+00,0,A,0.349999994039536,A,2021/12/31 00:00:00+00,1835.10817654975
10,005R215513i,0,0.540000021457672,N,2022/02/05 00:00:00+00,0,A,0.540000021457672,A,2021/12/31 00:00:00+00,3045.63145636138
11,005R215272i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1345.50420327094
12,005R213418i,0,0.490000009536743,N,2022/02/05 00:00:00+00,0,A,0.490000009536743,A,2021/12/31 00:00:00+00,2644.22645179256
13,005R210623i,0,0.5,N,2022/02/05 00:00:00+00,0,A,0.5,A,2021/12/31 00:00:00+00,2682.6943393408
14,005R203748i,0,0.479999989271164,N,2022/02/05 00:00:00+00,0,A,0.479999989271164,A,2021/12/31 00:00:00+00,2501.2206107334
15,005R127055i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1483.92142819112
16,005R126632i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1616.72646091269
17,005R126047i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1591.68437916147
18,005R125802i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1970.66640342087
19,005R125713i,0,0.200000002980232,N,2022/02/05 00:00:00+00,0,A,0.200000002980232,A,2021/12/31 00:00:00+00,1001.09748191711
20,005R125382i,0,0.150000005960464,N,2022/02/05 00:00:00+00,0,A,0.150000005960464,A,2021/12/31 00:00:00+00,803.519184936319
21,005R125098i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1133.38172836881
22,005R124622i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1133.57088252517
23,005R124119i,0,0.219999998807907,N,2022/02/05 00:00:00+00,0,A,0.219999998807907,A,2021/12/31 00:00:00+00,1188.83444335802
24,005R123661i,0,0.219999998807907,N,2022/02/05 00:00:00+00,0,A,0.219999998807907,A,2021/12/31 00:00:00+00,1181.47196942725
25,005R123031i,0,0.620000004768372,N,2022/02/05 00:00:00+00,0,A,0.620000004768372,A,2021/12/31 00:00:00+00,3227.08674179351
26,005R122913i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1387.38763896329
27,005R122803i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1542.037029799
28,005R122665i,0,0.219999998807907,N,2022/02/05 00:00:00+00,0,A,0.219999998807907,A,2021/12/31 00:00:00+00,1276.96778392913
29,005R122136i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1531.83527904095
30,005R121887i,0,0.300000011920929,N,2022/02/05 00:00:00+00,0,A,0.300000011920929,A,2021/12/31 00:00:00+00,1574.30695890501
31,005R121534i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1451.56893362941
32,005R121059i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1405.68001717477
33,005R120895i,0,0.25,N,2022/02/05 00:00:00+00,0,A,0.25,A,2021/12/31 00:00:00+00,1373.49513837441
34,005R120644i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2048.90458179548
35,005R120273i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1461.08153950928
36,005R119939i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1439.60865162048
37,005R119861i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,1988.26591325201
38,005R119294i,0,0.300000011920929,N,2022/02/05 00:00:00+00,0,A,0.300000011920929,A,2021/12/31 00:00:00+00,1649.22935439776
39,005R118927i,0,0.100000001490116,N,2022/02/05 00:00:00+00,0,A,0.100000001490116,A,2021/12/31 00:00:00+00,495.355770620892
40,005R118668i,0,0.310000002384186,N,2022/02/05 00:00:00+00,0,A,0.310000002384186,A,2021/12/31 00:00:00+00,1657.589565507
41,005R118319i,0,0.949999988079071,N,2022/02/05 00:00:00+00,0,A,0.949999988079071,A,2021/12/31 00:00:00+00,5114.13266152915
42,005R118259i,0,1.1599999666214,N,2022/02/05 00:00:00+00,0,A,1.1599999666214,A,2021/12/31 00:00:00+00,6107.75305802974
43,005R117952i,0,0.230000004172325,N,2022/02/05 00:00:00+00,0,A,0.230000004172325,A,2021/12/31 00:00:00+00,1349.71166893718
44,005R117875i,0,0.310000002384186,N,2022/02/05 00:00:00+00,0,A,0.310000002384186,A,2021/12/31 00:00:00+00,1701.37618580615
45,005R117294i,0,0.200000002980232,N,2022/02/05 00:00:00+00,0,A,0.200000002980232,A,2021/12/31 00:00:00+00,989.419689760877
46,005R117091i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1292.91363840723
47,005R116834i,0,0.230000004172325,N,2022/02/05 00:00:00+00,0,A,0.230000004172325,A,2021/12/31 00:00:00+00,1274.81472586462
48,005R513280i,0,0.419999986886978,N,2022/02/05 00:00:00+00,0,A,0.419999986886978,A,2021/12/31 00:00:00+00,2183.89296606982
49,005R116831i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,2308.68837236447
50,005R116721i,0,0.589999973773956,N,2022/02/05 00:00:00+00,0,A,0.589999973773956,A,2021/12/31 00:00:00+00,3174.6296704325
51,005R116720Ri,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1559.64614526056
52,005R116586i,0,0.400000005960464,N,2022/02/05 00:00:00+00,0,A,0.400000005960464,A,2021/12/31 00:00:00+00,2111.05638292705
53,005R116478i,0,0.150000005960464,N,2022/02/05 00:00:00+00,0,A,0.150000005960464,A,2021/12/31 00:00:00+00,836.074924543312
54,005R116460i,0,0.230000004172325,N,2022/02/05 00:00:00+00,0,A,0.230000004172325,A,2021/12/31 00:00:00+00,1285.52395241677
55,005R116348i,0,0.230000004172325,N,2022/02/05 00:00:00+00,0,A,0.230000004172325,A,2021/12/31 00:00:00+00,1274.58284095508
56,005R116336i,0,0.469999998807907,N,2022/02/05 00:00:00+00,0,A,0.469999998807907,A,2021/12/31 00:00:00+00,2487.13124075914
57,005R115826i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1365.60057466023
58,005R115767i,0,0.180000007152557,N,2022/02/05 00:00:00+00,0,A,0.180000007152557,A,2021/12/31 00:00:00+00,1011.508628159
59,005R115620i,0,0.189999997615814,N,2022/02/05 00:00:00+00,0,A,0.189999997615814,A,2021/12/31 00:00:00+00,1155.10105738344
60,005R115513i,0,0.430000007152557,N,2022/02/05 00:00:00+00,0,A,0.430000007152557,A,2021/12/31 00:00:00+00,2396.4926047134
61,005R115272i,0,0.409999996423721,N,2022/02/05 00:00:00+00,0,A,0.409999996423721,A,2021/12/31 00:00:00+00,2371.86923935671
62,005R114983i,0,0.610000014305115,N,2022/02/05 00:00:00+00,0,A,0.610000014305115,A,2021/12/31 00:00:00+00,3252.89874369404
63,005R114717i,0,0.349999994039536,N,2022/02/05 00:00:00+00,0,A,0.349999994039536,A,2021/12/31 00:00:00+00,1906.09023886626
64,005R114450i,0,0.699999988079071,N,2022/02/05 00:00:00+00,0,A,0.699999988079071,A,2021/12/31 00:00:00+00,3761.33575561563
65,005R113772i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1503.02597112065
66,005R113532i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1548.16112997071
67,005R113418i,0,0.589999973773956,N,2022/02/05 00:00:00+00,0,A,0.589999973773956,A,2021/12/31 00:00:00+00,3134.79635226877
68,005R113289i,0,1.08000004291534,N,2022/02/05 00:00:00+00,0,A,1.08000004291534,A,2021/12/31 00:00:00+00,5798.82800897237
69,005R113089i,0,0.189999997615814,N,2022/02/05 00:00:00+00,0,A,0.189999997615814,A,2021/12/31 00:00:00+00,981.456165747009
70,005R112806i,0,0.610000014305115,N,2022/02/05 00:00:00+00,0,A,0.610000014305115,A,2021/12/31 00:00:00+00,3273.53806266142
71,005R112615i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1308.03086617095
72,005R112493i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1512.71296402453
73,005R112116i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1529.3401649461
74,005R110774i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1978.2209486097
75,005R110623i,0,0.730000019073486,N,2022/02/05 00:00:00+00,0,A,0.730000019073486,A,2021/12/31 00:00:00+00,3851.24362162786
76,005R110435i,0,0.300000011920929,N,2022/02/05 00:00:00+00,0,A,0.300000011920929,A,2021/12/31 00:00:00+00,1502.27686747706
77,005R110303i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1656.06175836103
78,005R109958i,0,0.330000013113022,N,2022/02/05 00:00:00+00,0,A,0.330000013113022,A,2021/12/31 00:00:00+00,1758.83063316521
79,005R213000i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1623.39196491693
80,005R108882i,0,0.469999998807907,N,2022/02/05 00:00:00+00,0,A,0.469999998807907,A,2021/12/31 00:00:00+00,2518.78586486165
81,005R107307i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1484.4119269965
82,005R107141i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1770.66087893869
83,005R104839i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1994.2445284702
84,005R104649i,0,0.360000014305115,N,2022/02/05 00:00:00+00,0,A,0.360000014305115,A,2021/12/31 00:00:00+00,1921.19026101228
85,005R113280i,0,1.12999999523163,N,2022/02/05 00:00:00+00,0,A,1.12999999523163,A,2021/12/31 00:00:00+00,5803.81199556768
86,005R104300i,0,0.360000014305115,N,2022/02/05 00:00:00+00,0,A,0.360000014305115,A,2021/12/31 00:00:00+00,1779.01340427969
87,005R513065i,0,0.150000005960464,N,2022/02/05 00:00:00+00,0,A,0.150000005960464,A,2021/12/31 00:00:00+00,969.150254708823
88,005R104096i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1456.62380470222
89,005R104019i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1685.90855527889
90,005R103255i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1424.90697841366
91,005R102800i,0,0.280000001192093,N,2022/02/05 00:00:00+00,0,A,0.280000001192093,A,2021/12/31 00:00:00+00,1499.13542123773
92,005R100331i,0,0.409999996423721,N,2022/02/05 00:00:00+00,0,A,0.409999996423721,A,2021/12/31 00:00:00+00,2138.53138172001
93,005Q525410i,0,0.46000000834465,N,2022/02/05 00:00:00+00,0,A,0.46000000834465,A,2021/12/31 00:00:00+00,2518.12407929651
94,005Q523160i,0,0.560000002384186,N,2022/02/05 00:00:00+00,0,A,0.560000002384186,A,2021/12/31 00:00:00+00,3008.70804259547
95,005Q523058i,0,0.629999995231628,N,2022/02/05 00:00:00+00,0,A,0.629999995231628,A,2021/12/31 00:00:00+00,3297.85389641066
96,005R111458i,0,0.479999989271164,N,2022/02/05 00:00:00+00,0,A,0.479999989271164,A,2021/12/31 00:00:00+00,2561.55682360081
97,005Q518957i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,2019.58561675041
98,005Q517315i,0,0.360000014305115,N,2022/02/05 00:00:00+00,0,A,0.360000014305115,A,2021/12/31 00:00:00+00,1850.99397292739
99,005Q512746i,0,0.140000000596046,N,2022/02/05 00:00:00+00,0,A,0.140000000596046,A,2021/12/31 00:00:00+00,977.800950069024
100,005Q512087i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1256.94440839377
101,005R110162i,0,0.360000014305115,N,2022/02/05 00:00:00+00,0,A,0.360000014305115,A,2021/12/31 00:00:00+00,1842.99795058653
102,005Q510563i,0,0.409999996423721,N,2022/02/05 00:00:00+00,0,A,0.409999996423721,A,2021/12/31 00:00:00+00,2176.80886664999
103,005Q510317i,0,0.579999983310699,N,2022/02/05 00:00:00+00,0,A,0.579999983310699,A,2021/12/31 00:00:00+00,3100.1173325655
104,005Q509521i,0,0.180000007152557,N,2022/02/05 00:00:00+00,0,A,0.180000007152557,A,2021/12/31 00:00:00+00,1029.46337006007
105,005Q501201i,0,0.709999978542328,N,2022/02/05 00:00:00+00,0,A,0.709999978542328,A,2021/12/31 00:00:00+00,3812.50924297921
106,005Q219444i,0,0.219999998807907,N,2022/02/05 00:00:00+00,0,A,0.219999998807907,A,2021/12/31 00:00:00+00,1192.15423371217
107,005Q214276i,0,0.639999985694885,N,2022/02/05 00:00:00+00,0,A,0.639999985694885,A,2021/12/31 00:00:00+00,3363.64187596923
108,005Q213414i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1117.97876796571
109,005Q127085i,0,0.649999976158142,N,2022/02/05 00:00:00+00,0,A,0.649999976158142,A,2021/12/31 00:00:00+00,3432.81951929417
110,005Q126302i,0,0.469999998807907,N,2022/02/05 00:00:00+00,0,A,0.469999998807907,A,2021/12/31 00:00:00+00,2498.31376923413
111,005Q126056i,0,0.479999989271164,N,2022/02/05 00:00:00+00,0,A,0.479999989271164,A,2021/12/31 00:00:00+00,2617.78053305984
112,005Q125797i,0,0.330000013113022,N,2022/02/05 00:00:00+00,0,A,0.330000013113022,A,2021/12/31 00:00:00+00,1691.50863266125
113,005Q125334i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1173.48875351055
114,005Q125250i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,1988.42859331801
115,005Q124665i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1509.06103239805
116,005Q124136i,0,0.469999998807907,N,2022/02/05 00:00:00+00,0,A,0.469999998807907,A,2021/12/31 00:00:00+00,2435.42636487061
117,005Q122935i,0,0.509999990463257,N,2022/02/05 00:00:00+00,0,A,0.509999990463257,A,2021/12/31 00:00:00+00,2728.08891467168
118,005Q122817i,0,0.439999997615814,N,2022/02/05 00:00:00+00,0,A,0.439999997615814,A,2021/12/31 00:00:00+00,2274.80427624788
119,005Q121905i,0,0.519999980926514,N,2022/02/05 00:00:00+00,0,A,0.519999980926514,A,2021/12/31 00:00:00+00,2714.63741783307
120,005Q121551i,0,0.469999998807907,N,2022/02/05 00:00:00+00,0,A,0.469999998807907,A,2021/12/31 00:00:00+00,2484.50166798918
121,005Q121079i,0,0.5,N,2022/02/05 00:00:00+00,0,A,0.5,A,2021/12/31 00:00:00+00,2652.51676069317
122,005R111725i,0,0.560000002384186,N,2022/02/05 00:00:00+00,0,A,0.560000002384186,A,2021/12/31 00:00:00+00,2848.85675459028
123,005Q120660i,0,0.529999971389771,N,2022/02/05 00:00:00+00,0,A,0.529999971389771,A,2021/12/31 00:00:00+00,2843.88422138658
124,005Q119444i,0,0.550000011920929,N,2022/02/05 00:00:00+00,0,A,0.550000011920929,A,2021/12/31 00:00:00+00,2853.69737921516
125,005Q119293i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1491.1506286747
126,005Q118957i,0,0.490000009536743,N,2022/02/05 00:00:00+00,0,A,0.490000009536743,A,2021/12/31 00:00:00+00,2670.08710252301
127,005Q118447i,0,0.569999992847443,N,2022/02/05 00:00:00+00,0,A,0.569999992847443,A,2021/12/31 00:00:00+00,2931.8333421654
128,005Q118200i,0,0.400000005960464,N,2022/02/05 00:00:00+00,0,A,0.400000005960464,A,2021/12/31 00:00:00+00,2366.8336995162
129,005Q118131i,0,0.680000007152557,N,2022/02/05 00:00:00+00,0,A,0.680000007152557,A,2021/12/31 00:00:00+00,3573.10112619531
130,005R118097i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1790.90341065266
131,005Q117917i,0,0.730000019073486,N,2022/02/05 00:00:00+00,0,A,0.730000019073486,A,2021/12/31 00:00:00+00,3863.29766912515
132,005Q117806i,0,0.349999994039536,N,2022/02/05 00:00:00+00,0,A,0.349999994039536,A,2021/12/31 00:00:00+00,1740.92564786793
133,005Q117655i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2089.92492800314
134,005Q117315i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1966.01135844809
135,005Q117083i,0,0.189999997615814,N,2022/02/05 00:00:00+00,0,A,0.189999997615814,A,2021/12/31 00:00:00+00,1508.03254631426
136,005Q116818i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1976.81959651048
137,005Q116726Ri,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1518.66528564347
138,005Q116662i,0,0.400000005960464,N,2022/02/05 00:00:00+00,0,A,0.400000005960464,A,2021/12/31 00:00:00+00,2175.38568504843
139,005Q115518i,0,0.620000004768372,N,2022/02/05 00:00:00+00,0,A,0.620000004768372,A,2021/12/31 00:00:00+00,3417.06916904612
140,005Q115461i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2133.34666843498
141,005Q114457i,0,0.730000019073486,N,2022/02/05 00:00:00+00,0,A,0.730000019073486,A,2021/12/31 00:00:00+00,3862.71457060023
142,005Q114276i,0,0.839999973773956,N,2022/02/05 00:00:00+00,0,A,0.839999973773956,A,2021/12/31 00:00:00+00,4606.91545398547
143,005Q113804i,0,0.610000014305115,N,2022/02/05 00:00:00+00,0,A,0.610000014305115,A,2021/12/31 00:00:00+00,3214.02415455274
144,005Q112774i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,2136.55294003307
145,005Q112107i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1331.63013629735
146,005Q111938i,0,0.370000004768372,N,2022/02/05 00:00:00+00,0,A,0.370000004768372,A,2021/12/31 00:00:00+00,1946.12828768318
147,005Q111849i,0,0.569999992847443,N,2022/02/05 00:00:00+00,0,A,0.569999992847443,A,2021/12/31 00:00:00+00,2963.48976455333
148,005Q110789i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1757.29733440543
149,005Q110481i,0,0.449999988079071,N,2022/02/05 00:00:00+00,0,A,0.449999988079071,A,2021/12/31 00:00:00+00,2316.44691358517
150,005Q126414i,0,0.649999976158142,N,2022/02/05 00:00:00+00,0,A,0.649999976158142,A,2021/12/31 00:00:00+00,3422.91348408411
151,005Q110187i,0,0.560000002384186,N,2022/02/05 00:00:00+00,0,A,0.560000002384186,A,2021/12/31 00:00:00+00,2945.64201884712
152,005Q107839i,0,0.419999986886978,N,2022/02/05 00:00:00+00,0,A,0.419999986886978,A,2021/12/31 00:00:00+00,2162.12743739166
153,005Q107702i,0,0.490000009536743,N,2022/02/05 00:00:00+00,0,A,0.490000009536743,A,2021/12/31 00:00:00+00,2577.99900252045
154,005Q107535i,0,0.649999976158142,N,2022/02/05 00:00:00+00,0,A,0.649999976158142,A,2021/12/31 00:00:00+00,3353.18061714972
155,005Q107318i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2006.51478514991
156,005Q216336i,0,0.330000013113022,N,2022/02/05 00:00:00+00,0,A,0.330000013113022,A,2021/12/31 00:00:00+00,1781.5737746725
157,005Q106894i,0,0.529999971389771,N,2022/02/05 00:00:00+00,0,A,0.529999971389771,A,2021/12/31 00:00:00+00,2857.43845778387
158,005Q105966i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1157.64264818378
159,005Q105041i,0,0.550000011920929,N,2022/02/05 00:00:00+00,0,A,0.550000011920929,A,2021/12/31 00:00:00+00,2853.63558220693
160,005Q104025i,0,0.360000014305115,N,2022/02/05 00:00:00+00,0,A,0.360000014305115,A,2021/12/31 00:00:00+00,1911.53812548475
161,005Q103275i,0,0.479999989271164,N,2022/02/05 00:00:00+00,0,A,0.479999989271164,A,2021/12/31 00:00:00+00,2471.25585519692
162,005Q102219i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2056.35391818429
163,005Q101722i,0,0.439999997615814,N,2022/02/05 00:00:00+00,0,A,0.439999997615814,A,2021/12/31 00:00:00+00,2300.23546956204
164,005Q100994i,0,0.419999986886978,N,2022/02/05 00:00:00+00,0,A,0.419999986886978,A,2021/12/31 00:00:00+00,2236.18145340185
165,005Q116177i,0,0.829999983310699,N,2022/02/05 00:00:00+00,0,A,0.829999983310699,A,2021/12/31 00:00:00+00,4440.55134016917
166,005Q100580i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1891.37860915119
167,005Q100191i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1712.14474960479
168,005Q100132i,0,0.259999990463257,N,2022/02/05 00:00:00+00,0,A,0.259999990463257,A,2021/12/31 00:00:00+00,1490.41946076704
169,005P700039i,0,0.109999999403954,N,2022/02/05 00:00:00+00,0,A,0.109999999403954,A,2021/12/31 00:00:00+00,579.530205873246
170,005P526239i,0,0.300000011920929,N,2022/02/05 00:00:00+00,0,A,0.300000011920929,A,2021/12/31 00:00:00+00,1677.59607441309
171,005P517783i,0,0.119999997317791,N,2022/02/05 00:00:00+00,0,A,0.119999997317791,A,2021/12/31 00:00:00+00,773.954358111392
172,005R100138i,0,0.310000002384186,N,2022/02/05 00:00:00+00,0,A,0.310000002384186,A,2021/12/31 00:00:00+00,1704.91467052839
173,005P515804i,0,0.209999993443489,N,2022/02/05 00:00:00+00,0,A,0.209999993443489,A,2021/12/31 00:00:00+00,1250.33053189516
174,005Q100250i,0,0.180000007152557,N,2022/02/05 00:00:00+00,0,A,0.180000007152557,A,2021/12/31 00:00:00+00,1020.93753348585
175,005P514922i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1473.90168460425
176,005P513605i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1536.93199901272
177,005Q113284i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2110.82785571494
178,005P513129i,0,0.270000010728836,N,2022/02/05 00:00:00+00,0,A,0.270000010728836,A,2021/12/31 00:00:00+00,1456.18094623023
179,005P511778i,0,0.540000021457672,N,2022/02/05 00:00:00+00,0,A,0.540000021457672,A,2021/12/31 00:00:00+00,2949.16475628227
180,005P510793i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1354.1259647871
181,005Q112295i,0,0.28999999165535,N,2022/02/05 00:00:00+00,0,A,0.28999999165535,A,2021/12/31 00:00:00+00,1542.4573315084
182,005Q112620i,0,0.379999995231628,N,2022/02/05 00:00:00+00,0,A,0.379999995231628,A,2021/12/31 00:00:00+00,1990.26981436905
183,005P500039i,0,0.550000011920929,N,2022/02/05 00:00:00+00,0,A,0.550000011920929,A,2021/12/31 00:00:00+00,2821.45823013403
184,005R111225i,0,0.319999992847443,N,2022/02/05 00:00:00+00,0,A,0.319999992847443,A,2021/12/31 00:00:00+00,1604.26223330802
185,005P225554i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1241.61862660976
186,005P218811i,0,0.239999994635582,N,2022/02/05 00:00:00+00,0,A,0.239999994635582,A,2021/12/31 00:00:00+00,1324.87780563722
187,005Q103744i,0,0.129999995231628,N,2022/02/05 00:00:00+00,0,A,0.129999995231628,A,2021/12/31 00:00:00+00,609.668239598712
188,005P218205i,0,0.730000019073486,N,2022/02/05 00:00:00+00,0,A,0.730000019073486,A,2021/12/31 00:00:00+00,4347.30550945801
189,005P216257i,0,0.340000003576279,N,2022/02/05 00:00:00+00,0,A,0.340000003576279,A,2021/12/31 00:00:00+00,1792.26113785681
190,005Q100472i,0,0.330000013113022,N,2022/02/05 00:00:00+00,0,A,0.330000013113022,A,2021/12/31 00:00:00+00,1814.3381752997
191,005P215405i,0,0.389999985694885,N,2022/02/05 00:00:00+00,0,A,0.389999985694885,A,2021/12/31 00:00:00+00,2076.4207293242
192,005P213316i,0,0.180000007152557,N,2022/02/05 00:00:00+00,0,A,0.180000007152557,A,2021/12/31 00:00:00+00,919.420308930983
