Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
Electricity Powered,15 ISLAND,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,394,0,0,0,0,0,0,0,0,0,3,0,412
Electricity Powered,16 JEFFERSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,1,0,0,224,0,0,0,0,0,0,0,0,0,0,0,232
Electricity Powered,17 KING,0,0,0,0,0,78,0,0,0,0,0,0,0,4,44,0,0,1,21,47,0,18,116,3,82,17,5,32129,0,0,0,0,0,1,0,0,0,117,4,32687
Electricity Powered,18 KITSAP,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,12,0,6,1,2,1560,0,0,0,0,0,0,0,0,0,8,4,1616
Electricity Powered,19 KITTITAS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,3,0,0,92,0,0,0,0,0,0,0,0,0,1,2,106
Electricity Powered,20 KLICKITAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,32
Electricity Powered,21 LEWIS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,90,0,0,0,0,0,0,0,0,0,4,0,103
Electricity Powered,22 LINCOLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7
Electricity Powered,23 MASON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,2,0,2,0,0,133,0,0,0,0,0,0,0,0,0,2,1,146
Electricity Powered,24 OKANOGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,40,0,0,0,0,0,0,0,0,0,3,0,48
Electricity Powered,25 PACIFIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,26
Electricity Powered,26 PEND OREILLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10
Electricity Powered,27 PIERCE,0,0,0,0,0,10,0,0,0,0,0,0,0,2,14,0,0,0,5,37,0,4,24,3,7,2,2,2787,0,0,0,0,0,0,0,0,0,80,0,2977
Electricity Powered,28 SAN JUAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,3,0,13,0,0,307,0,0,0,0,0,0,0,0,0,1,4,336
Electricity Powered,29 SKAGIT,0,0,0,0,0,6,0,0,0,1,0,0,0,0,6,0,0,0,1,3,0,2,2,1,12,0,0,524,0,0,0,0,0,0,0,0,0,6,2,566
Electricity Powered,30 SKAMANIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,40
Electricity Powered,31 SNOHOMISH,0,0,0,0,0,10,0,0,0,0,0,0,0,1,38,0,0,0,8,33,0,3,64,1,24,12,4,5580,0,0,0,0,0,0,0,0,0,72,1,5851
Electricity Powered,32 SPOKANE,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,1,14,3,1,813,0,0,0,0,0,0,0,0,0,21,0,896
Electricity Powered,33 STEVENS,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,2,0,53
Electricity Powered,34 THURSTON,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,3,4,0,4,13,1,7,0,0,1021,0,0,0,0,0,0,0,0,0,6,0,1075
Electricity Powered,35 WAHKIAKUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5
Electricity Powered,36 WALLA WALLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1,0,80
Electricity Powered,37 WHATCOM,1,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,14,8,0,2,0,7,1153,0,0,0,0,0,0,0,0,0,13,0,1220
Electricity Powered,38 WHITMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,1,0,55
Electricity Powered,39 YAKIMA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,5,0,0,127,0,0,0,0,0,0,0,0,0,3,1,146
Electricity Powered,40 STATE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,147
Gas Powered,01 ADAMS,65,0,0,3,2,395,0,0,246,23,0,0,1,1,11,0,0,0,0,0,0,8,343,147,0,0,145,15018,0,121,0,1,0,0,1,0,0,5260,328,22119
Gas Powered,02 ASOTIN,51,0,0,0,0,256,0,0,43,1,0,0,0,0,18,0,0,0,0,0,0,7,896,267,0,0,366,14522,0,155,0,3,0,0,0,0,0,5852,759,23196
Gas Powered,03 BENTON,973,0,0,1,3,4028,0,0,367,30,4,0,18,14,108,0,0,0,0,0,0,110,6377,1829,0,0,1466,135080,0,617,2,10,0,12,7,0,0,35390,2512,188958
Gas Powered,04 CHELAN,413,0,0,1,5,1462,0,0,155,15,0,0,4,31,35,0,0,0,0,0,0,87,4105,783,0,0,738,53419,1,1807,0,17,1,7,3,0,0,19055,1680,83824
Gas Powered,05 CLALLAM,362,0,0,0,3,1316,0,0,43,8,1,0,5,8,39,0,0,3,0,0,0,73,2742,1267,0,0,525,48729,0,25,0,0,1,3,6,0,0,18746,633,74538
Gas Powered,06 CLARK,1360,0,0,0,7,8652,0,0,107,26,5,0,17,83,205,0,0,0,0,0,0,394,14153,2923,0,0,1804,327159,3,1200,0,7,0,21,5,0,0,74488,2256,434875
Gas Powered,07 COLUMBIA,38,0,0,1,0,94,0,0,85,12,0,0,3,0,9,0,0,0,0,0,0,5,274,67,0,0,139,2933,0,172,0,3,0,0,1,0,0,1527,172,5535
Gas Powered,08 COWLITZ,738,0,0,0,2,2254,0,0,66,24,0,0,3,25,38,0,0,1,0,0,0,104,4319,1102,0,0,670,72997,0,348,0,0,0,31,3,0,0,25159,995,108879
Gas Powered,09 DOUGLAS,200,0,0,2,3,798,0,0,153,35,0,0,4,8,34,0,0,0,0,0,0,9,1555,412,0,0,352,26798,0,455,0,1,0,0,0,0,0,10009,732,41560
Gas Powered,10 FERRY,20,0,0,0,0,74,0,0,21,40,0,0,0,0,2,0,0,0,0,0,0,2,197,72,0,0,54,2849,0,79,0,0,0,0,2,0,0,2157,345,5914
Gas Powered,11 FRANKLIN,319,0,0,5,7,2490,0,0,438,67,0,0,9,7,39,0,0,0,0,0,0,35,2757,682,0,0,792,65043,0,357,0,1,0,5,4,0,0,18480,1602,93139
Gas Powered,12 GARFIELD,10,0,0,1,0,27,0,0,81,11,0,0,1,0,6,0,0,0,0,0,0,0,66,28,0,0,156,1303,0,114,0,7,0,0,0,0,0,682,46,2539
Gas Powered,13 GRANT,523,0,0,14,12,1701,0,0,587,57,17,0,22,7,131,0,0,0,0,0,0,37,2910,883,0,0,805,57566,4,496,0,2,0,4,5,0,0,20853,2611,89247
Gas Powered,14 GRAYS HARBOR,293,0,0,0,3,1105,0,0,60,13,0,0,2,25,39,0,0,0,0,0,0,257,2328,814,0,0,636,43935,0,45,0,0,0,21,2,0,0,17738,397,67713
Gas Powered,15 ISLAND,347,0,0,0,4,1164,0,0,54,9,1,0,9,5,40,0,0,0,0,0,0,95,4326,997,0,0,433,61392,0,162,0,3,0,8,0,0,0,18351,510,87910
Gas Powered,16 JEFFERSON,137,0,0,0,1,377,0,0,17,13,0,0,2,3,17,0,0,0,0,0,0,45,1120,467,0,0,75,19229,0,18,0,0,0,0,0,0,0,6687,109,28317
Gas Powered,17 KING,4785,0,0,0,63,44315,0,0,119,41,35,0,39,986,768,0,0,0,0,0,0,1696,46412,6409,0,0,6327,1372473,129,4311,0,23,6,137,69,0,0,178592,5669,1673404
Gas Powered,18 KITSAP,1367,0,0,0,4,4583,0,0,47,7,0,0,11,33,77,0,0,0,0,0,0,264,12557,2480,0,0,2048,205303,7,344,0,1,2,23,7,0,0,53198,1845,284208
Gas Powered,19 KITTITAS,411,0,0,1,8,1254,0,0,201,21,1,0,11,2,26,0,0,0,0,0,0,100,2767,583,0,0,895,27761,0,2370,0,20,0,9,6,0,0,11067,1847,49361
Gas Powered,20 KLICKITAT,39,0,0,1,0,265,0,0,106,20,0,0,1,0,11,0,0,0,0,0,0,11,707,178,0,0,145,9977,0,103,0,2,0,1,2,0,0,4622,120,16311
Gas Powered,21 LEWIS,693,0,0,0,3,1308,0,0,208,74,1,0,11,7,66,0,0,2,0,0,0,81,2846,895,0,0,689,46694,1,149,0,0,0,26,6,1,0,19350,1007,74118
Gas Powered,22 LINCOLN,60,0,0,1,1,336,0,0,318,44,0,0,3,0,14,0,0,0,0,0,0,14,470,169,0,0,189,7549,0,144,0,1,0,0,1,0,0,3921,362,13597
Gas Powered,23 MASON,420,0,0,0,1,787,0,0,33,13,0,0,6,14,40,0,0,0,0,0,0,52,2686,938,0,0,739,40243,0,76,0,4,0,7,2,0,0,16248,496,62805
Gas Powered,24 OKANOGAN,224,0,0,4,4,616,0,0,342,5,0,0,9,2,23,0,0,0,0,0,0,30,1532,440,0,0,346,26020,1,1038,0,7,0,16,1,0,0,13468,1514,45642
Gas Powered,25 PACIFIC,124,0,0,0,0,220,0,0,42,2,0,0,1,0,13,0,0,0,0,0,0,40,735,298,0,0,125,13578,0,3,0,0,0,1,3,0,0,6050,164,21399
Gas Powered,26 PEND OREILLE,77,0,0,0,0,176,0,0,38,0,0,0,3,0,9,0,0,0,0,0,0,2,555,203,0,0,181,8000,0,208,0,0,0,0,0,0,0,4083,765,14300
Gas Powered,27 PIERCE,4013,0,0,3,44,17023,0,0,162,43,1,0,29,224,301,0,0,0,0,0,0,731,27575,5481,0,0,5294,573728,21,1692,0,7,0,47,30,0,0,132163,5149,773761
Gas Powered,28 SAN JUAN,65,0,0,0,0,527,0,0,37,3,0,0,3,10,8,0,0,0,0,0,0,184,774,165,0,0,37,11632,0,10,0,0,0,6,3,0,0,4553,67,18084
Gas Powered,29 SKAGIT,711,0,0,3,11,3400,0,0,234,35,0,0,4,29,96,0,0,0,0,0,0,224,6698,1560,0,0,1597,96824,3,543,0,6,0,16,4,0,0,29649,1940,143587
Gas Powered,30 SKAMANIA,74,0,0,0,1,151,0,0,13,4,0,0,0,0,9,0,0,0,0,0,0,6,602,156,0,0,86,8733,0,100,0,0,0,1,3,0,0,3370,105,13414
Gas Powered,31 SNOHOMISH,2946,0,0,0,40,26301,0,0,145,29,2,0,79,219,346,0,0,0,0,0,0,540,28749,5792,0,0,5060,593079,40,2766,0,17,0,58,20,0,0,116235,6048,788511
Gas Powered,32 SPOKANE,2038,0,0,2,21,14353,0,0,465,60,22,0,15,66,157,0,0,0,0,0,0,162,17672,4736,0,0,4731,340970,21,1856,0,20,0,52,26,1,0,94056,8531,490033
Gas Powered,33 STEVENS,317,0,0,2,2,615,0,0,268,36,0,0,5,0,33,0,0,1,0,0,0,12,1688,611,0,0,553,25513,0,577,0,5,0,0,4,0,0,13113,2976,46331
Gas Powered,34 THURSTON,1410,0,0,1,16,4065,0,0,186,70,0,0,11,137,481,0,0,0,0,0,0,221,12242,2463,0,0,2469,198645,2,357,18,6,1,21,10,0,0,53071,2773,278676
Gas Powered,35 WAHKIAKUM,27,0,0,0,0,67,0,0,13,1,0,0,2,0,3,0,0,0,0,0,0,7,128,58,0,0,36,2642,0,10,0,0,0,0,0,0,0,1312,69,4375
Gas Powered,36 WALLA WALLA,196,0,0,2,2,930,0,0,171,29,0,0,12,16,16,0,0,0,0,0,0,161,1901,459,0,0,412,31726,1,178,0,3,0,2,1,0,0,10283,597,47098
Gas Powered,37 WHATCOM,994,0,0,0,5,5676,0,0,89,127,3,0,6,38,78,0,0,0,0,0,0,260,7614,2644,0,0,973,153324,1,539,0,1,7,15,3,0,0,37930,982,211309
Gas Powered,38 WHITMAN,142,0,0,4,1,589,0,0,567,44,0,0,0,2,35,0,0,0,0,0,0,33,1051,266,0,0,459,22234,0,150,0,2,0,6,4,0,0,7623,283,33495
Gas Powered,39 YAKIMA,1179,0,0,14,15,6172,0,0,854,239,1,0,12,77,123,0,0,0,0,0,0,143,5917,2212,0,0,1500,179241,5,1792,0,31,0,13,13,0,0,58219,3742,261514
Gas Powered,40 STATE,48,0,0,0,1,226,0,0,3,0,0,0,1,5,4,0,0,0,0,0,0,16,607,196,0,0,56,13776,0,6,0,2,0,0,0,0,0,2980,39,17966
non-Gas Powered,01 ADAMS,1,0,0,232,446,339,0,0,246,62,0,0,2,4,9,0,0,0,0,0,0,0,0,40,0,0,0,440,1,1,0,0,0,0,3,0,0,872,2,2700
non-Gas Powered,02 ASOTIN,2,0,0,23,14,212,0,0,60,5,0,0,1,0,3,0,0,0,0,0,0,0,1,66,0,0,0,713,0,0,0,0,0,0,1,0,0,1534,2,2637
non-Gas Powered,03 BENTON,9,0,0,102,289,2618,0,0,195,40,1,0,52,2,73,0,0,0,0,0,0,1,5,524,0,0,14,6658,1,3,0,0,0,3,24,0,0,8714,7,19335
non-Gas Powered,04 CHELAN,11,0,0,52,387,1029,0,0,122,6,0,0,21,3,19,0,0,4,0,0,0,0,1,255,0,0,18,2047,3,5,0,0,0,0,8,0,0,4023,3,8017
non-Gas Powered,05 CLALLAM,4,0,0,2,286,1010,0,0,28,7,0,0,14,7,36,0,0,121,0,0,0,0,3,414,0,0,1,2978,2,0,0,0,0,0,15,0,0,3998,3,8929
non-Gas Powered,06 CLARK,16,0,0,12,437,6794,0,0,82,14,2,0,82,33,121,0,0,12,0,0,0,5,20,1264,0,0,14,22316,5,4,0,0,0,1,47,0,0,16840,8,48129
non-Gas Powered,07 COLUMBIA,0,0,0,124,34,112,0,0,135,8,0,0,4,0,3,0,0,0,0,0,0,0,0,25,0,0,0,122,0,0,0,0,0,0,7,0,0,472,2,1048
non-Gas Powered,08 COWLITZ,13,0,0,18,182,1735,0,0,53,10,0,0,23,4,48,0,0,92,0,0,0,0,7,428,0,0,11,3580,4,0,0,0,0,2,12,0,0,6166,4,12392
non-Gas Powered,09 DOUGLAS,1,0,0,83,210,645,0,0,119,4,0,0,14,0,13,0,0,0,0,0,0,0,2,108,0,0,6,1054,0,0,0,0,0,0,7,0,0,2216,0,4482
non-Gas Powered,10 FERRY,0,0,0,1,38,62,0,0,12,2,0,0,0,0,4,0,0,4,0,0,0,0,0,24,0,0,0,124,0,0,0,0,0,0,1,0,0,627,0,899
non-Gas Powered,11 FRANKLIN,1,0,0,371,370,2139,0,0,532,119,0,0,65,3,24,0,0,0,0,0,0,0,3,203,0,0,7,2681,0,3,0,0,0,0,13,0,0,4358,6,10898
non-Gas Powered,12 GARFIELD,0,0,0,75,13,41,0,0,95,7,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,70,0,1,0,0,0,0,0,0,0,311,0,626
non-Gas Powered,13 GRANT,5,0,0,613,723,1587,0,0,593,87,0,0,60,5,57,0,0,0,0,0,0,0,1,277,0,0,4,2488,1,1,0,0,0,0,24,0,0,4836,10,11372
non-Gas Powered,14 GRAYS HARBOR,4,0,0,8,499,861,0,0,38,4,0,0,13,0,25,0,0,144,0,0,0,3,2,188,0,0,3,2217,0,0,0,0,1,0,13,0,0,2785,5,6813
non-Gas Powered,15 ISLAND,5,0,0,9,183,875,0,0,42,1,0,0,15,2,18,0,0,5,0,0,0,0,3,395,0,0,0,3626,0,1,0,0,0,0,6,0,0,3792,0,8978
non-Gas Powered,16 JEFFERSON,7,0,0,2,56,301,0,0,12,10,0,0,4,0,10,0,0,1,0,0,0,0,1,211,0,0,0,1604,0,0,0,0,0,0,4,0,0,1155,0,3378
non-Gas Powered,17 KING,107,0,0,18,5496,25828,0,0,82,22,1,0,268,495,437,0,0,18,0,0,0,4,75,2361,0,0,32,94482,140,10,0,0,5,628,312,0,0,23856,21,154698
non-Gas Powered,18 KITSAP,13,0,0,2,356,2869,0,0,26,11,0,0,49,9,50,0,0,11,0,0,0,0,10,856,0,0,13,14882,8,0,0,0,1,2,29,0,0,9970,11,29178
non-Gas Powered,19 KITTITAS,11,0,0,59,396,1118,0,0,104,15,0,0,23,1,13,0,0,6,0,0,0,0,1,211,0,0,4,1346,0,5,0,0,0,0,20,0,0,3602,8,6943
non-Gas Powered,20 KLICKITAT,0,0,0,23,97,318,0,0,102,6,0,0,7,1,14,0,0,15,0,0,0,0,1,72,0,0,1,661,0,1,0,0,0,0,0,0,0,1579,2,2900
non-Gas Powered,21 LEWIS,17,0,0,29,351,1120,0,0,108,26,0,0,33,1,53,0,0,134,0,0,0,0,4,222,0,0,5,2361,0,0,0,0,0,0,12,0,0,4612,11,9099
non-Gas Powered,22 LINCOLN,2,0,0,199,97,392,0,0,303,25,0,0,2,0,13,0,0,1,0,0,0,0,1,45,0,0,2,338,2,1,0,0,0,0,4,0,0,1346,4,2777
non-Gas Powered,23 MASON,8,0,0,9,181,732,0,0,42,7,0,0,10,4,17,0,0,21,0,0,0,1,2,300,0,0,4,2151,0,0,0,0,0,0,7,0,0,3094,1,6591
non-Gas Powered,24 OKANOGAN,3,0,0,78,218,714,0,0,304,6,0,0,14,2,28,0,0,34,0,0,0,0,3,103,0,0,1,1008,0,2,0,0,0,2,19,0,0,3658,9,6206
non-Gas Powered,25 PACIFIC,3,0,0,4,44,230,0,0,32,1,0,0,0,0,3,0,0,15,0,0,0,1,1,95,0,0,1,847,0,0,0,0,0,0,5,0,0,1159,3,2444
non-Gas Powered,26 PEND OREILLE,0,0,0,2,31,221,0,0,24,0,0,0,8,0,7,0,0,20,0,0,0,0,0,66,0,0,0,367,0,0,0,0,0,0,4,0,0,1105,9,1864
non-Gas Powered,27 PIERCE,52,0,0,38,3552,13011,0,0,104,10,0,0,174,223,319,0,0,46,0,0,0,1,25,1678,0,0,38,30408,26,3,0,0,3,15,145,0,0,24831,26,74728
non-Gas Powered,28 SAN JUAN,3,0,0,0,67,360,0,0,22,2,0,0,12,7,3,0,0,4,0,0,0,0,0,82,0,0,0,758,0,0,0,0,0,0,3,0,0,634,1,1958
non-Gas Powered,29 SKAGIT,16,0,0,47,478,2300,0,0,263,29,0,0,20,1,43,0,0,50,0,0,0,0,0,574,0,0,13,4784,10,2,0,0,0,1,25,0,0,6207,5,14868
non-Gas Powered,30 SKAMANIA,5,0,0,1,35,198,0,0,16,3,0,0,2,0,4,0,0,10,0,0,0,0,0,64,0,0,1,550,0,0,0,0,0,0,1,0,0,864,2,1756
non-Gas Powered,31 SNOHOMISH,39,0,0,30,2307,14920,0,0,135,22,1,0,243,90,404,0,0,31,0,0,0,3,27,2191,0,0,40,30825,14,3,0,2,0,39,143,0,0,22901,23,74433
non-Gas Powered,32 SPOKANE,27,0,0,112,946,8470,0,0,258,37,14,0,118,57,84,0,0,14,0,0,0,0,18,1189,0,0,21,15553,27,7,0,0,0,20,70,0,0,18792,34,45868
non-Gas Powered,33 STEVENS,4,0,0,27,186,647,0,0,159,18,0,0,11,2,18,0,0,90,0,0,0,0,3,174,0,0,2,1121,0,1,0,0,0,1,8,0,0,3732,22,6226
non-Gas Powered,34 THURSTON,28,0,0,44,513,2910,0,0,149,22,0,0,60,36,320,0,0,73,0,0,0,0,19,741,0,0,25,12843,0,2,0,0,4,3,35,0,0,9276,15,27118
non-Gas Powered,35 WAHKIAKUM,1,0,0,0,30,81,0,0,17,1,0,0,1,0,5,0,0,5,0,0,0,0,0,32,0,0,0,167,0,0,0,0,0,0,0,0,0,363,0,703
non-Gas Powered,36 WALLA WALLA,5,0,0,97,41,653,0,0,185,28,0,0,25,7,11,0,0,1,0,0,0,1,2,118,0,0,1,1576,4,0,0,0,0,0,4,0,0,2099,4,4862
non-Gas Powered,37 WHATCOM,37,0,0,43,683,3224,0,0,145,78,0,0,46,15,46,0,0,22,0,0,0,0,6,632,0,0,11,9948,21,0,0,0,6,0,20,0,0,7614,4,22601
non-Gas Powered,38 WHITMAN,6,0,0,527,108,509,0,0,599,35,0,0,6,0,20,0,0,0,0,0,0,0,3,87,0,0,9,1377,0,3,0,0,0,2,5,0,0,2012,11,5319
non-Gas Powered,39 YAKIMA,14,0,0,703,1591,3512,0,0,497,147,1,0,72,65,68,0,0,17,0,0,0,0,9,475,0,0,18,6018,11,3,0,0,0,1,54,0,0,9602,7,22885
non-Gas Powered,40 STATE,1,0,0,1,5,117,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,1316,0,0,0,0,0,0,1,0,0,486,1,2033
None,01 ADAMS,0,0,34,0,164,403,0,0,0,12,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,471,0,0,3431
None,02 ASOTIN,0,0,89,0,12,159,1,0,0,0,0,0,0,0,3,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3378,1183,0,0,4837
None,03 BENTON,0,5,821,0,141,2799,0,0,0,7,3,0,0,0,8,0,74,0,0,0,2,0,19,0,0,0,0,7,0,0,0,0,0,0,0,20113,7364,1,0,31364
None,04 CHELAN,0,4,437,0,51,1419,0,0,0,4,1,0,0,0,20,0,43,10,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11654,2789,1,0,16462
None,05 CLALLAM,0,2,361,0,89,982,1,0,0,4,7,0,0,0,13,0,33,181,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,11315,3139,0,0,16130
None,06 CLARK,0,5,892,0,1110,4424,0,0,0,10,0,0,0,0,20,1,163,57,0,0,3,0,37,0,0,0,1,22,0,0,0,0,0,0,0,32621,11472,5,0,50843
None,07 COLUMBIA,0,0,37,0,13,144,0,0,0,3,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,335,0,0,1754
None,08 COWLITZ,0,3,433,0,122,1783,2,0,0,9,0,0,0,0,18,0,65,259,0,0,1,0,7,0,0,0,0,7,0,0,0,0,0,0,0,14657,4689,0,0,22055
None,09 DOUGLAS,0,2,200,0,51,740,0,0,0,3,8,0,0,0,23,0,14,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5705,1422,0,0,8175
None,10 FERRY,0,0,69,0,2,67,0,0,0,2,0,0,0,0,1,0,12,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1513,294,0,0,1970
None,11 FRANKLIN,0,4,278,0,389,1879,0,0,0,19,0,0,0,0,14,0,26,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,9277,3525,2,0,15419
None,12 GARFIELD,0,0,15,0,14,38,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,232,0,0,965
None,13 GRANT,0,7,375,0,333,1723,0,0,0,13,0,0,0,0,18,0,48,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,13657,3100,1,0,19280
None,14 GRAYS HARBOR,0,2,249,0,97,764,0,0,0,3,0,0,0,0,15,0,34,197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8629,2243,2,0,12237
