Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
None,16 JEFFERSON,0,1,198,0,6,281,0,0,0,4,0,0,0,0,6,0,20,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4311,1200,0,0,6034
None,17 KING,2,41,2531,0,1450,12282,0,0,0,8,13,2,0,0,145,0,411,37,0,0,10,0,78,0,0,0,0,47,0,0,0,0,0,0,0,71401,19051,13,0,107522
None,18 KITSAP,0,12,840,0,44,1836,0,0,0,2,2,0,0,0,31,0,59,28,0,0,1,0,22,0,0,0,1,9,0,0,0,0,0,0,0,23924,6887,3,0,33701
None,19 KITTITAS,0,12,396,0,99,1164,1,0,0,5,0,0,0,0,12,0,26,36,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,8416,2062,0,0,12265
None,20 KLICKITAT,0,0,111,0,17,315,0,0,0,2,0,0,0,0,2,0,12,49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3186,921,1,0,4618
None,21 LEWIS,0,4,354,0,130,1542,1,0,0,10,0,0,0,0,25,0,40,225,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,13839,3332,3,0,19518
None,22 LINCOLN,0,0,118,0,24,393,0,0,0,3,0,0,0,0,6,0,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3544,642,0,0,4744
None,23 MASON,0,7,276,0,16,707,0,0,0,3,0,0,0,0,17,0,47,37,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,9964,2203,1,0,13293
None,24 OKANOGAN,0,6,341,0,46,598,0,0,0,0,0,0,0,0,7,0,19,66,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,7864,1942,0,0,10892
None,25 PACIFIC,0,1,78,0,0,202,0,0,0,1,0,0,0,0,7,0,6,33,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2898,829,2,0,4065
None,26 PEND OREILLE,0,0,105,0,6,177,0,0,0,0,0,0,0,0,8,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076,629,0,0,4033
None,27 PIERCE,0,18,2368,0,1482,8523,4,0,0,12,6,0,0,0,46,0,260,106,0,0,10,0,40,0,0,0,0,25,0,0,0,0,0,0,0,55006,18763,6,0,86675
None,28 SAN JUAN,0,0,59,0,6,269,0,0,0,2,0,0,0,0,3,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,240,0,0,2611
None,29 SKAGIT,0,8,616,0,96,1994,0,0,0,7,0,0,0,0,30,0,45,79,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,16193,5115,1,0,24191
None,30 SKAMANIA,0,4,69,0,7,144,0,0,0,1,0,0,0,0,3,0,6,29,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1627,489,0,0,2383
None,31 SNOHOMISH,0,17,2257,0,357,9994,1,0,0,6,1,0,0,0,72,0,256,76,0,0,5,0,34,0,0,0,0,14,0,0,0,0,0,0,0,53080,16794,5,0,82969
None,32 SPOKANE,0,12,1848,0,938,7565,0,0,0,19,9,0,0,0,38,0,244,35,0,0,1,0,26,0,0,0,0,27,0,0,0,0,0,0,0,53535,15848,7,1,80153
None,33 STEVENS,0,1,335,0,44,599,1,0,0,5,1,0,0,0,4,0,35,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10475,2026,0,0,13694
None,34 THURSTON,0,14,807,0,258,10534,486,0,0,29,0,0,0,0,225,0,106,96,0,0,3,0,13,0,0,0,0,10,0,0,0,0,0,0,0,31907,7185,2,0,51675
None,35 WAHKIAKUM,0,0,26,0,3,66,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,965,157,0,0,1235
None,36 WALLA WALLA,0,1,192,0,111,1057,0,0,0,8,0,0,0,0,7,0,24,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,5331,1418,2,0,8158
None,37 WHATCOM,0,8,758,0,553,3944,0,0,0,19,5,0,0,0,21,0,31,58,0,0,1,0,25,0,0,0,0,3,0,0,0,0,0,0,0,19329,5363,2,0,30120
None,38 WHITMAN,0,0,123,0,175,663,0,0,0,2,0,0,0,0,12,0,19,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4132,1102,0,0,6231
None,39 YAKIMA,0,8,984,0,678,3034,0,0,0,28,2,0,0,0,18,0,37,25,0,0,1,0,10,0,0,0,0,9,0,0,0,0,0,0,0,21273,6123,3,0,32233
None,40 STATE,0,0,63,0,0,344,1,0,0,0,2,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2037,622,0,0,3107
,,27738,210,20597,3833,31976,328984,497,0,12923,2426,176,2,1814,4097,8603,4,2168,2998,52,208,53,6626,229889,67040,253,45,42485,5219996,472,22235,13,211,55,1722,1283,572465,164544,1318562,52242,8149497
