Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
Gas Powered,16 JEFFERSON,207,0,0,0,1,373,0,0,16,25,0,0,2,4,25,0,0,0,0,0,0,51,1183,508,0,0,75,19959,0,16,0,0,0,1,1,0,0,6988,105,29540
Gas Powered,17 KING,4862,0,0,0,60,41431,0,0,117,17,47,0,34,1470,865,0,0,0,0,0,0,1874,47683,6329,0,0,6534,1385141,109,3929,0,26,7,192,59,0,0,173461,5092,1679339
Gas Powered,18 KITSAP,1357,0,0,0,6,3860,0,0,48,16,0,0,13,34,99,0,0,0,0,0,0,298,12391,2527,0,0,2004,202958,7,310,0,2,3,34,6,0,0,51654,1579,279206
Gas Powered,19 KITTITAS,356,0,0,1,6,1043,0,0,176,15,1,0,7,7,30,0,0,0,0,0,0,105,2505,539,0,0,858,26832,0,1868,2,15,0,15,10,0,0,10635,1605,46631
Gas Powered,20 KLICKITAT,92,0,0,1,0,281,0,0,102,20,0,0,1,1,22,0,0,0,0,0,0,7,766,206,0,0,174,10601,0,99,0,1,0,1,1,0,0,4855,105,17336
Gas Powered,21 LEWIS,660,0,0,1,3,1266,0,0,211,91,0,0,6,3,65,0,0,2,0,0,0,75,2925,914,0,0,739,48524,1,122,0,0,0,22,3,1,0,19573,835,76042
Gas Powered,22 LINCOLN,58,0,0,2,1,304,0,0,324,36,0,0,3,1,15,0,0,0,0,0,0,14,424,177,0,0,207,7191,0,142,0,2,0,0,1,0,0,3575,312,12789
Gas Powered,23 MASON,380,0,0,0,1,712,0,0,37,13,0,0,3,12,37,0,0,0,0,0,0,50,2539,887,0,0,765,38393,0,50,0,3,0,7,1,0,0,15219,325,59434
Gas Powered,24 OKANOGAN,204,0,0,3,2,619,0,0,318,8,0,0,11,4,44,0,0,0,0,0,0,24,1415,476,0,0,348,25474,0,878,0,10,0,16,2,0,0,13024,1374,44254
Gas Powered,25 PACIFIC,132,0,0,0,0,234,0,0,50,9,0,0,0,0,21,0,0,0,0,0,0,54,768,310,0,0,110,13786,0,3,0,0,0,1,4,0,0,5928,143,21553
Gas Powered,26 PEND OREILLE,65,0,0,0,0,245,0,0,33,2,0,0,2,0,23,0,0,0,0,0,0,4,526,201,0,0,182,7828,0,160,0,0,0,0,1,0,0,3911,647,13830
Gas Powered,27 PIERCE,3645,0,0,1,39,15532,0,0,133,34,2,0,26,341,334,0,0,0,0,0,0,818,26182,5334,0,0,4839,559504,23,1518,3,12,0,58,27,0,0,126125,3786,748316
Gas Powered,28 SAN JUAN,84,0,0,0,1,472,0,0,29,2,0,0,5,16,9,0,0,0,0,0,0,141,753,145,0,0,46,11191,0,12,0,0,0,5,3,0,0,4333,56,17303
Gas Powered,29 SKAGIT,781,0,0,3,11,3382,0,0,233,41,0,0,5,20,116,0,0,1,0,0,0,207,6711,1625,0,0,1337,98313,3,544,0,5,0,25,3,0,0,29197,1511,144074
Gas Powered,30 SKAMANIA,83,0,0,0,1,119,0,0,9,8,0,0,0,0,17,0,0,0,0,0,0,10,626,158,0,0,91,9144,0,74,0,0,0,1,2,0,0,3404,98,13845
Gas Powered,31 SNOHOMISH,3008,0,0,0,39,25358,0,0,155,42,1,0,83,264,462,0,0,0,0,0,0,508,28607,5917,0,0,4739,587626,42,2458,0,16,0,86,23,0,0,110870,5090,775394
Gas Powered,32 SPOKANE,1855,0,0,2,13,12234,0,0,473,58,14,0,14,78,183,0,0,0,0,0,0,172,17055,4445,0,0,4283,329163,24,1653,0,17,0,84,34,0,0,88350,7362,467566
Gas Powered,33 STEVENS,254,0,0,2,2,554,0,0,239,32,0,0,3,0,19,0,0,0,0,0,0,13,1649,649,0,0,539,24970,0,525,1,9,0,2,4,0,0,12536,2636,44638
Gas Powered,34 THURSTON,1338,0,0,2,11,3951,0,0,153,50,0,0,12,143,667,0,0,0,0,0,0,216,11212,2435,0,0,2275,200365,2,285,6,11,6,25,7,0,0,51246,1935,276353
Gas Powered,35 WAHKIAKUM,34,0,0,0,0,65,0,0,16,5,0,0,0,0,4,0,0,0,0,0,0,9,147,66,0,0,28,2581,0,3,0,0,0,0,0,0,0,1263,49,4270
Gas Powered,36 WALLA WALLA,230,0,0,2,1,875,0,0,151,24,0,0,10,21,24,0,0,0,0,0,0,185,1858,449,0,0,411,31528,1,152,0,2,0,1,2,0,0,10013,462,46402
Gas Powered,37 WHATCOM,980,0,0,0,5,5368,0,0,95,85,0,0,7,45,93,0,0,0,0,0,0,294,7396,2855,0,0,923,153017,1,490,0,1,7,19,5,0,0,36717,732,209135
Gas Powered,38 WHITMAN,136,0,0,6,1,413,0,0,534,44,0,0,0,1,41,0,0,0,0,0,0,47,1009,236,0,0,458,22584,0,137,1,0,0,11,3,0,0,7134,208,33004
Gas Powered,39 YAKIMA,1008,0,0,9,15,5747,0,0,758,204,1,0,11,94,122,0,0,0,0,0,0,128,5688,2156,0,0,1364,172190,8,1421,0,30,0,16,11,0,0,54450,3089,248520
Gas Powered,40 STATE,20,0,0,2,4,403,0,0,24,0,0,0,3,4,10,0,0,0,0,0,0,20,689,238,0,0,102,15313,0,34,0,0,0,0,1,0,0,3634,128,20629
non-Gas Powered,01 ADAMS,2,0,0,264,472,351,0,0,246,32,0,0,2,3,11,0,0,0,0,0,0,0,0,35,0,0,0,348,1,0,0,0,0,0,5,0,0,822,2,2596
non-Gas Powered,02 ASOTIN,0,0,0,26,30,215,0,0,59,2,0,0,2,0,1,0,0,0,0,0,0,0,0,67,0,0,0,579,0,0,0,0,0,0,1,0,0,1440,3,2425
non-Gas Powered,03 BENTON,9,0,0,162,299,2566,0,0,253,65,1,0,47,1,73,0,0,1,0,0,0,2,3,501,0,0,1,5952,0,0,0,0,0,2,29,0,0,8345,7,18319
non-Gas Powered,04 CHELAN,8,0,0,51,366,964,0,0,117,2,0,0,20,3,40,0,0,7,0,0,0,0,0,245,0,0,0,1711,2,3,0,0,0,0,11,0,0,3710,3,7263
non-Gas Powered,05 CLALLAM,9,0,0,3,297,894,0,0,19,1,0,0,22,7,24,0,0,119,0,0,0,0,1,366,0,0,0,2546,3,0,0,0,0,0,20,0,0,3626,3,7960
non-Gas Powered,06 CLARK,20,0,0,14,398,6009,0,0,76,18,1,0,64,38,167,0,0,12,0,0,0,1,12,1088,0,0,2,19367,7,0,0,0,0,2,34,0,0,15269,5,42604
non-Gas Powered,07 COLUMBIA,0,0,0,114,34,102,0,0,146,13,0,0,4,0,9,0,0,1,0,0,0,0,2,16,0,0,0,93,0,0,0,0,0,0,5,0,0,426,2,967
non-Gas Powered,08 COWLITZ,3,0,0,8,212,1466,0,0,33,2,0,0,29,3,49,0,0,82,0,0,0,0,3,349,0,0,2,2875,4,0,0,0,0,2,10,0,0,5559,9,10700
non-Gas Powered,09 DOUGLAS,9,0,0,80,214,546,0,0,98,4,0,0,13,0,24,0,0,0,0,0,0,0,0,104,0,0,1,751,1,0,0,0,0,0,3,0,0,1986,0,3834
non-Gas Powered,10 FERRY,0,0,0,2,45,60,0,0,8,2,0,0,2,0,4,0,0,2,0,0,0,0,0,22,0,0,1,99,0,0,0,0,0,0,1,0,0,558,0,806
non-Gas Powered,11 FRANKLIN,5,0,0,434,344,1789,0,0,602,77,0,0,55,1,49,0,0,0,0,0,0,0,2,184,0,0,4,1889,0,4,0,0,0,2,15,0,0,3459,3,8918
non-Gas Powered,12 GARFIELD,1,0,0,73,13,38,0,0,95,7,0,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,59,0,0,0,0,0,0,0,0,0,281,0,579
non-Gas Powered,13 GRANT,8,0,0,615,668,1467,0,0,568,83,0,0,64,9,63,0,0,0,0,0,0,0,0,250,0,0,1,1892,1,0,0,0,0,0,23,0,0,4280,9,10001
non-Gas Powered,14 GRAYS HARBOR,2,0,0,6,437,727,0,0,33,5,0,0,13,0,31,0,0,139,0,0,0,2,4,197,0,0,2,1803,0,0,0,0,1,0,13,0,0,2491,4,5910
non-Gas Powered,15 ISLAND,6,0,0,7,188,789,0,0,36,0,0,0,20,3,31,0,0,3,0,0,0,0,4,365,0,0,0,3070,0,0,0,0,0,1,4,0,0,3487,0,8014
non-Gas Powered,16 JEFFERSON,11,0,0,0,59,300,0,0,12,5,0,0,5,0,12,0,0,1,0,0,0,0,1,204,0,0,0,1434,0,0,0,0,0,0,5,0,0,1120,0,3169
non-Gas Powered,17 KING,99,0,0,15,5479,24428,0,0,62,9,6,0,247,712,744,0,0,21,0,0,0,3,56,2032,0,0,6,87468,124,5,0,0,4,858,272,0,0,22126,12,144788
non-Gas Powered,18 KITSAP,15,0,0,4,342,2514,0,0,29,4,0,0,37,38,72,0,0,13,0,0,0,2,5,740,0,0,2,12657,3,0,0,0,0,6,28,0,0,8948,9,25468
non-Gas Powered,19 KITTITAS,7,0,0,42,407,950,0,0,81,9,0,0,24,1,19,0,0,11,0,0,0,0,2,174,0,0,1,1076,0,2,0,0,0,0,27,0,0,3208,8,6049
non-Gas Powered,20 KLICKITAT,6,0,0,26,91,309,0,0,105,11,0,0,8,0,16,0,0,20,0,0,0,0,1,68,0,0,1,549,0,3,0,0,0,0,0,0,0,1539,2,2755
non-Gas Powered,21 LEWIS,13,0,0,27,381,1021,0,0,108,48,0,0,32,1,50,0,0,121,0,0,0,0,5,213,0,0,4,2038,0,0,0,0,0,1,14,0,0,4335,6,8418
non-Gas Powered,22 LINCOLN,2,0,0,178,97,341,0,0,291,14,0,0,5,0,15,0,0,0,0,0,0,0,1,43,0,0,2,257,1,0,0,0,0,0,2,0,0,1181,4,2434
non-Gas Powered,23 MASON,6,0,0,9,171,656,0,0,27,5,0,0,10,4,44,0,0,16,0,0,0,1,1,254,0,0,3,1659,0,0,0,0,0,0,8,0,0,2575,2,5451
non-Gas Powered,24 OKANOGAN,5,0,0,81,248,659,0,0,284,5,0,0,10,1,18,0,0,37,0,0,0,0,1,93,0,0,1,829,0,1,0,0,0,1,23,0,0,3268,4,5569
non-Gas Powered,25 PACIFIC,4,0,0,2,42,236,0,0,27,2,0,0,0,0,8,0,0,22,0,0,0,1,1,84,0,0,1,704,0,0,0,0,0,0,4,0,0,1065,5,2208
non-Gas Powered,26 PEND OREILLE,1,0,0,3,35,207,0,0,24,3,0,0,7,0,8,0,0,16,0,0,0,0,0,68,0,0,0,281,0,0,0,0,0,0,4,0,0,964,4,1625
non-Gas Powered,27 PIERCE,59,0,0,23,3240,11369,0,0,88,19,2,0,166,193,465,0,0,54,0,0,0,2,21,1531,0,0,4,26394,24,6,0,0,5,25,126,0,0,22670,15,66501
non-Gas Powered,28 SAN JUAN,1,0,0,0,78,329,0,0,16,1,0,0,13,7,0,0,0,1,0,0,0,0,0,74,0,0,0,603,0,0,0,0,0,1,3,0,0,578,0,1705
non-Gas Powered,29 SKAGIT,11,0,0,41,463,2112,0,0,254,37,0,0,29,2,60,0,0,49,0,0,0,0,6,558,0,0,4,4173,5,2,0,0,0,1,19,0,0,5873,6,13705
non-Gas Powered,30 SKAMANIA,1,0,0,1,33,162,0,0,14,4,0,0,1,0,9,0,0,13,0,0,0,0,0,65,0,0,0,501,0,0,0,0,0,0,0,0,0,824,2,1630
non-Gas Powered,31 SNOHOMISH,42,0,0,30,2289,13775,0,0,124,25,0,0,208,84,406,0,0,31,0,0,0,0,14,1883,0,0,5,27381,12,4,0,0,0,33,124,0,0,20387,21,66878
non-Gas Powered,32 SPOKANE,13,0,0,121,886,6787,0,0,254,21,10,0,117,50,160,0,0,11,0,0,0,0,10,1026,0,0,9,13463,26,7,0,0,0,17,64,0,0,16545,35,39632
non-Gas Powered,33 STEVENS,1,0,0,21,184,573,0,0,135,15,0,0,14,2,19,0,0,116,0,0,0,0,2,163,0,0,1,929,0,0,0,0,0,0,10,0,0,3343,12,5540
non-Gas Powered,34 THURSTON,20,0,0,48,530,2593,0,0,139,30,0,0,49,34,512,0,0,54,0,0,0,0,13,660,0,0,5,11363,0,0,0,0,9,3,31,0,0,8426,19,24538
non-Gas Powered,35 WAHKIAKUM,2,0,0,0,25,68,0,0,15,1,0,0,0,0,2,0,0,7,0,0,0,0,0,26,0,0,0,138,0,0,0,0,0,0,0,0,0,306,0,590
non-Gas Powered,36 WALLA WALLA,3,0,0,94,56,546,0,0,169,21,0,0,26,8,24,0,0,1,0,0,0,0,1,108,0,0,1,1350,4,0,0,0,0,0,3,0,0,1910,5,4330
non-Gas Powered,37 WHATCOM,25,0,0,39,681,2877,0,0,131,75,0,0,45,6,58,0,0,18,0,0,0,0,1,639,0,0,2,8815,19,0,0,0,11,1,27,0,0,6906,3,20379
non-Gas Powered,38 WHITMAN,5,0,0,468,111,397,0,0,526,35,0,0,3,0,23,0,0,0,0,0,0,0,2,71,0,0,4,1150,0,2,0,0,0,5,7,0,0,1776,5,4590
non-Gas Powered,39 YAKIMA,21,0,0,626,1511,2996,0,0,459,111,0,0,52,65,72,0,0,14,0,0,0,0,4,424,0,0,3,5031,9,2,0,0,0,0,43,0,0,8107,11,19561
non-Gas Powered,40 STATE,0,0,0,8,14,183,0,0,17,0,0,0,3,1,0,0,0,0,0,0,0,1,3,90,0,0,0,1272,0,0,0,0,0,0,4,0,0,645,0,2241
None,01 ADAMS,0,0,45,0,228,336,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,449,0,0,3364
None,02 ASOTIN,0,1,123,0,10,156,1,0,0,4,0,0,0,0,2,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3239,1210,0,0,4753
None,03 BENTON,0,9,838,0,157,2701,0,0,0,12,2,0,0,0,24,1,53,0,0,0,2,0,15,0,0,0,0,10,0,0,0,0,0,0,0,20128,7452,0,0,31404
None,04 CHELAN,0,5,459,0,31,1330,0,0,0,4,8,0,0,0,19,0,24,15,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11263,2757,1,0,15940
None,05 CLALLAM,1,0,341,0,57,906,1,0,0,1,7,0,0,0,10,0,27,205,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,10909,3130,0,0,15603
None,06 CLARK,0,6,894,0,2229,4188,0,0,0,14,2,0,0,0,29,1,128,55,0,0,5,0,34,0,0,0,1,27,0,0,0,0,0,0,0,32170,10807,9,0,50599
None,07 COLUMBIA,0,0,37,0,17,142,0,0,0,3,0,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,298,0,0,1646
None,08 COWLITZ,0,2,428,0,93,1516,0,0,0,1,0,0,0,0,24,1,50,242,0,0,2,0,6,0,0,0,0,7,0,0,0,0,0,0,0,13473,4134,1,0,19980
None,09 DOUGLAS,0,2,204,0,55,699,0,0,0,0,0,0,0,0,8,0,5,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,5246,1434,0,0,7662
None,10 FERRY,0,0,73,0,2,74,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469,288,0,0,1918
None,11 FRANKLIN,0,4,274,0,365,1611,0,0,0,11,1,0,0,0,11,0,17,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,8116,3658,2,0,14079
None,12 GARFIELD,0,1,14,0,10,32,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,205,0,0,894
None,13 GRANT,0,2,385,0,342,1643,0,0,0,21,0,0,0,0,27,0,17,2,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,12661,2953,0,0,18074
None,14 GRAYS HARBOR,0,0,258,0,52,715,0,0,0,5,0,0,0,0,14,0,21,203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8604,2137,2,0,12012
None,15 ISLAND,0,3,371,0,28,972,0,0,0,4,0,0,0,0,8,1,31,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11804,2689,1,0,15919
