Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
non-Gas Powered,24 OKANOGAN,3,0,0,85,254,665,0,0,292,7,0,0,11,1,32,0,0,36,0,0,0,0,0,89,0,0,0,666,0,1,0,0,0,2,23,0,0,3304,4,5475
non-Gas Powered,25 PACIFIC,1,0,0,3,49,205,0,0,21,2,0,0,1,0,16,0,0,21,0,0,0,1,1,92,0,0,0,554,0,0,0,0,0,0,6,0,0,985,0,1958
non-Gas Powered,26 PEND OREILLE,0,0,0,3,44,248,0,0,19,0,0,0,7,0,13,0,0,16,0,0,0,0,0,72,0,0,0,237,0,0,0,0,0,0,4,0,0,927,4,1594
non-Gas Powered,27 PIERCE,62,0,0,23,3144,10317,0,0,82,15,4,0,161,137,330,0,0,53,0,0,0,3,16,1409,0,0,6,22640,25,5,0,0,1,26,109,0,0,21580,14,60162
non-Gas Powered,28 SAN JUAN,4,0,0,0,65,293,0,0,20,3,0,0,9,5,7,0,0,2,0,0,0,0,0,74,0,0,0,544,0,0,0,0,0,1,3,0,0,559,0,1589
non-Gas Powered,29 SKAGIT,20,0,0,56,473,2105,0,0,267,41,0,0,29,5,95,0,0,49,0,0,0,0,2,563,0,0,2,3473,7,1,0,0,0,0,22,0,0,5439,3,12652
non-Gas Powered,30 SKAMANIA,2,0,0,0,40,159,0,0,17,4,0,0,3,0,6,0,0,16,0,0,0,0,1,68,0,0,0,437,0,0,0,0,0,0,2,0,0,747,2,1504
non-Gas Powered,31 SNOHOMISH,40,0,0,30,2337,12254,0,0,112,14,3,0,248,75,425,0,0,28,0,0,0,1,11,1804,0,0,5,22014,15,1,0,1,1,34,132,0,0,19306,11,58902
non-Gas Powered,32 SPOKANE,20,0,0,117,856,6213,0,0,255,30,7,0,105,51,129,0,0,11,0,0,0,0,11,1001,0,0,10,10323,24,6,0,2,0,19,81,0,0,15425,27,34723
non-Gas Powered,33 STEVENS,1,0,0,19,189,567,0,0,131,10,0,0,14,1,26,0,0,107,0,0,0,0,2,164,0,0,0,737,0,0,0,0,0,0,9,0,0,3105,11,5093
non-Gas Powered,34 THURSTON,21,0,0,48,523,2532,0,0,135,33,0,0,41,26,517,0,0,64,0,0,0,1,8,626,0,0,4,9740,0,1,0,0,7,1,39,0,0,7857,24,22248
non-Gas Powered,35 WAHKIAKUM,1,0,0,0,24,77,0,0,14,1,0,0,0,0,3,0,0,6,0,0,0,0,0,24,0,0,0,83,0,0,0,0,0,0,0,0,0,290,0,523
non-Gas Powered,36 WALLA WALLA,3,0,0,84,72,552,0,0,184,17,0,0,21,7,18,0,0,0,0,0,0,0,1,96,0,0,2,1128,5,0,0,0,0,0,4,0,0,1762,2,3958
non-Gas Powered,37 WHATCOM,31,0,0,33,696,2764,0,0,170,86,1,0,40,8,70,0,0,16,0,0,0,0,3,701,0,0,2,7578,19,0,0,0,15,3,28,0,0,6526,2,18792
non-Gas Powered,38 WHITMAN,17,0,0,375,137,421,0,0,518,34,0,0,4,0,40,0,0,0,0,0,0,0,5,67,0,0,6,964,0,5,0,0,0,5,7,0,0,1715,3,4323
non-Gas Powered,39 YAKIMA,9,0,0,616,1479,3016,0,0,462,147,1,0,56,42,79,0,0,16,0,0,0,0,4,408,0,0,3,3880,9,1,0,0,0,0,42,0,0,7651,3,17924
non-Gas Powered,40 STATE,0,0,0,1,6,150,0,0,6,0,0,0,4,1,0,0,0,0,0,0,0,0,0,56,0,0,0,929,1,0,0,0,0,0,0,0,0,424,1,1579
None,01 ADAMS,0,0,43,0,172,363,0,0,0,6,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,467,0,0,3390
None,02 ASOTIN,0,0,121,0,13,137,3,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3406,1251,0,0,4939
None,03 BENTON,0,2,901,0,160,2450,0,0,0,10,1,0,0,0,18,1,39,1,0,0,2,0,6,0,0,0,0,11,0,0,0,0,0,0,0,20455,7504,0,0,31561
None,04 CHELAN,0,5,476,0,48,1239,0,0,0,8,8,0,0,0,12,0,12,18,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,11413,2624,1,0,15878
None,05 CLALLAM,0,2,373,0,90,836,0,0,0,0,6,0,0,0,16,0,13,199,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11012,3022,0,0,15577
None,06 CLARK,0,1,932,0,5151,3866,2,0,0,21,0,0,0,0,30,1,61,59,0,0,4,0,40,0,0,0,1,31,0,0,0,0,0,0,0,32629,10792,9,0,53630
None,07 COLUMBIA,0,0,40,0,20,138,0,0,0,5,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1110,305,0,0,1628
None,08 COWLITZ,0,3,421,0,129,1416,0,0,0,3,0,0,0,0,12,1,16,246,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,13491,3979,2,0,19732
None,09 DOUGLAS,0,0,198,0,51,598,0,0,0,7,0,0,0,0,7,0,5,1,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,5211,1348,0,0,7442
None,10 FERRY,0,0,53,0,5,78,0,0,0,2,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,294,0,0,1934
None,11 FRANKLIN,0,2,293,0,345,1558,0,0,0,9,1,0,0,0,11,0,16,0,0,0,2,0,7,0,0,0,0,4,0,0,0,0,0,0,0,8120,3669,2,0,14039
None,12 GARFIELD,0,0,15,0,12,29,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,212,0,0,915
None,13 GRANT,0,5,398,0,336,1553,0,0,0,35,0,0,0,0,26,0,7,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,12628,2883,1,0,17883
