Fuel Type,County,Antique,Antique Travel Trailer,Camper,Combination Farm,Combination Non Farm,Commercial,Commercial Motorcycle Trailer,Converter Gear,Farm,Farm Exempt,Federal,Federal Motorcycle Trailer,Fixed Load,For Hire,Government Exempt,House Dolly,Intermittent Trailer,Logging,Medium Electric Passenger,Medium Electric Truck,Mobile Home,Moped,Motorcycle,Motorhome,Neighborhood Electric Passenger,Neighborhood Electric Truck,Off Road Vehicle,Passenger Vehicle,Private School,Snowmobile,Snowmobile Exempt,Snowmobile Vintage,Stage,Taxi Cab,Tow Truck,Trailer,Travel Trailer,Truck,WATV,Total
Electricity Powered,31 SNOHOMISH,0,0,0,0,0,30,0,0,1,0,0,0,0,0,14,0,0,0,5,27,0,5,92,3,26,12,3,7064,0,0,0,0,0,0,0,0,0,51,2,7335
Electricity Powered,32 SPOKANE,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,1,22,0,0,16,1,14,1,1,1142,0,0,0,0,0,0,0,0,0,11,3,1230
Electricity Powered,33 STEVENS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,52,0,0,0,0,0,0,0,0,0,1,0,59
Electricity Powered,34 THURSTON,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,7,0,6,19,1,6,0,1,1427,0,1,0,0,0,0,0,0,0,6,5,1488
Electricity Powered,35 WAHKIAKUM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8
Electricity Powered,36 WALLA WALLA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,2,0,2,0,0,109,0,0,0,0,0,0,0,0,0,0,0,121
Electricity Powered,37 WHATCOM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,2,3,0,11,15,0,4,0,9,1495,0,0,0,0,0,0,0,0,0,7,0,1556
Electricity Powered,38 WHITMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,61
Electricity Powered,39 YAKIMA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,4,211,0,0,0,0,0,0,0,0,0,1,0,226
Electricity Powered,40 STATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,191
Gas Powered,01 ADAMS,91,0,0,4,4,387,0,0,273,31,0,0,1,1,27,0,0,0,0,0,0,12,333,140,0,0,111,15385,0,93,0,1,0,0,1,0,0,5351,343,22589
Gas Powered,02 ASOTIN,65,0,0,0,0,268,0,0,35,3,0,0,0,0,10,0,0,0,0,0,0,11,961,265,0,0,308,14417,0,126,0,1,0,0,0,0,0,5882,809,23161
Gas Powered,03 BENTON,1029,0,0,3,3,3876,0,0,355,29,10,0,17,19,81,0,0,0,0,0,0,110,6340,1855,0,0,1244,136205,0,549,0,6,0,12,5,0,0,35348,2552,189648
Gas Powered,04 CHELAN,485,0,0,1,5,1546,0,0,168,19,0,0,5,37,57,0,0,0,0,0,0,97,4075,803,0,0,767,53977,1,1774,3,18,0,8,4,0,0,19258,1880,84988
Gas Powered,05 CLALLAM,484,0,0,0,2,1273,0,0,44,12,1,0,6,9,22,0,0,3,0,0,0,68,2826,1185,0,0,534,48357,0,35,0,0,1,0,5,0,0,18461,715,74043
Gas Powered,06 CLARK,1620,0,0,1,4,9361,0,0,91,15,2,0,15,82,142,0,0,0,0,0,0,371,14021,2864,0,0,1798,321345,1,1103,0,4,1,21,5,0,0,72508,2393,427768
Gas Powered,07 COLUMBIA,38,0,0,1,0,78,0,0,88,10,0,0,2,1,2,0,0,0,0,0,0,7,245,68,0,0,134,3009,0,114,0,0,0,0,1,0,0,1477,196,5471
Gas Powered,08 COWLITZ,938,0,0,0,2,2177,0,0,76,37,0,0,2,25,60,0,0,2,0,0,0,106,4382,1089,0,0,591,71769,0,301,0,0,0,30,5,0,0,24896,1084,107572
Gas Powered,09 DOUGLAS,253,0,0,1,4,654,0,0,132,11,0,0,4,4,24,0,0,0,0,0,0,8,1487,420,0,0,318,26090,0,487,0,3,0,1,1,0,0,9544,797,40243
Gas Powered,10 FERRY,30,0,0,0,0,71,0,0,16,26,0,0,0,0,4,0,0,0,0,0,0,1,190,68,0,0,53,2885,0,79,0,0,0,0,2,0,0,2026,336,5787
Gas Powered,11 FRANKLIN,399,0,0,5,4,2506,0,0,421,73,0,0,6,6,44,0,0,0,0,0,0,27,2601,673,0,0,682,64858,0,358,0,0,0,4,4,0,0,18167,1674,92512
Gas Powered,12 GARFIELD,21,0,0,1,0,24,0,0,77,3,0,0,1,0,2,0,0,0,0,0,0,2,73,36,0,0,147,1256,0,120,0,2,0,0,0,0,0,717,58,2540
Gas Powered,13 GRANT,596,0,0,14,9,1668,0,0,554,101,16,0,18,6,118,0,0,0,0,0,0,46,2939,909,0,0,791,58119,2,495,0,2,0,3,8,0,0,20939,2688,90041
Gas Powered,14 GRAYS HARBOR,340,0,0,0,5,1095,0,0,54,17,0,0,2,29,43,0,0,0,0,0,0,223,2564,800,0,0,650,44857,0,49,0,0,0,14,2,0,0,17809,494,69047
Gas Powered,15 ISLAND,402,0,0,0,6,1172,0,0,42,6,1,0,6,7,27,0,0,0,0,0,0,91,4291,975,0,0,392,60777,0,147,0,2,0,6,0,0,0,18310,586,87246
Gas Powered,16 JEFFERSON,132,0,0,0,1,377,0,0,16,10,0,0,3,0,6,0,0,0,0,0,0,43,1094,468,0,0,85,18906,0,28,0,0,0,4,0,0,0,6464,125,27762
Gas Powered,17 KING,5090,0,0,0,52,42747,0,0,91,35,2,0,32,1084,540,0,0,0,0,0,0,1554,43741,6208,0,0,5657,1338959,111,3873,4,25,12,109,60,0,0,170827,6027,1626840
Gas Powered,18 KITSAP,1555,0,0,0,2,4036,0,0,53,16,0,0,12,41,67,0,0,0,0,0,0,270,12376,2459,0,0,1931,204543,5,300,0,3,1,23,10,0,0,52555,1916,282174
Gas Powered,19 KITTITAS,408,0,0,2,4,1208,0,0,183,39,0,0,7,4,24,0,0,0,0,0,0,99,2614,593,0,0,765,27219,0,2183,0,19,0,12,7,0,0,10807,1971,48168
Gas Powered,20 KLICKITAT,64,0,0,1,1,214,0,0,102,17,0,0,1,0,13,0,0,0,0,0,0,10,730,187,0,0,133,10031,0,85,2,0,0,0,1,0,0,4690,150,16432
Gas Powered,21 LEWIS,764,0,0,2,6,1361,0,0,235,80,0,0,6,7,50,0,0,2,0,0,0,65,3031,905,0,0,636,45582,1,164,0,3,0,24,2,1,0,18830,1169,72926
Gas Powered,22 LINCOLN,92,0,0,1,0,271,0,0,323,24,0,0,3,0,26,0,0,0,0,0,0,9,477,184,0,0,176,7540,0,150,0,1,0,0,0,0,0,3880,391,13548
Gas Powered,23 MASON,473,0,0,0,1,827,0,0,32,12,0,0,4,19,19,0,0,0,0,0,0,64,2829,946,0,0,728,40620,0,77,0,1,0,3,1,0,0,16356,647,63659
Gas Powered,24 OKANOGAN,229,0,0,2,4,591,0,0,320,15,0,0,8,2,33,0,0,0,0,0,0,36,1516,446,0,0,337,26214,1,989,1,14,0,12,0,0,0,13351,1524,45645
Gas Powered,25 PACIFIC,181,0,0,0,1,258,0,0,45,13,0,0,1,2,13,0,0,0,0,0,0,43,754,316,0,0,139,13950,0,5,0,0,0,1,2,0,0,6129,233,22086
Gas Powered,26 PEND OREILLE,52,0,0,0,0,171,0,0,39,4,0,0,4,0,13,0,0,0,0,0,0,4,560,201,0,0,172,8069,0,165,2,1,0,1,0,0,0,4066,831,14355
Gas Powered,27 PIERCE,4178,0,0,1,41,16377,0,0,143,41,0,0,24,221,259,0,0,0,0,0,0,665,27051,5438,0,0,4821,560591,23,1600,1,6,0,40,29,0,0,127447,5507,754504
Gas Powered,28 SAN JUAN,85,0,0,0,1,521,0,0,30,7,0,0,2,8,6,0,0,0,0,0,0,148,774,177,0,0,35,11554,0,15,0,0,0,6,3,0,0,4517,74,17963
Gas Powered,29 SKAGIT,754,0,0,1,14,3254,0,0,224,37,0,0,6,23,92,0,0,0,0,0,0,217,6641,1467,0,0,1370,94551,3,499,0,6,0,10,5,0,0,28682,2095,139951
Gas Powered,30 SKAMANIA,113,0,0,0,0,164,0,0,8,2,0,0,0,0,9,0,0,0,0,0,0,9,698,149,0,0,86,9093,0,119,0,0,0,0,3,0,0,3555,121,14129
Gas Powered,31 SNOHOMISH,3166,0,0,0,44,29476,0,0,143,45,13,0,72,253,246,0,0,0,0,0,0,455,27655,5762,0,0,4592,581739,40,2589,0,17,0,41,22,0,0,113327,6286,775983
Gas Powered,32 SPOKANE,2219,0,0,2,20,12751,0,0,443,54,49,0,16,83,103,0,0,0,0,0,0,135,17552,4681,0,0,4377,339791,22,1637,0,24,0,53,33,2,0,92750,8667,485464
Gas Powered,33 STEVENS,362,0,0,2,1,583,0,0,261,33,0,0,5,1,25,0,0,1,0,0,0,17,1838,622,0,0,527,25907,0,480,2,8,0,0,1,0,0,13352,2946,46974
Gas Powered,34 THURSTON,1480,0,0,2,10,3997,0,0,155,60,0,0,9,109,561,0,0,1,0,0,0,218,11586,2361,0,0,2250,194888,2,282,11,6,2,18,11,0,0,50830,3073,271922
Gas Powered,35 WAHKIAKUM,35,0,0,0,0,65,0,0,10,5,0,0,0,0,8,0,0,0,0,0,0,6,154,66,0,0,34,2560,0,8,0,0,0,0,0,0,0,1311,74,4336
Gas Powered,36 WALLA WALLA,248,0,0,1,2,933,0,0,121,24,1,0,12,20,12,0,0,0,0,0,0,162,1961,426,0,0,368,31686,1,187,0,4,0,1,2,0,0,10390,644,47206
Gas Powered,37 WHATCOM,1111,0,0,0,6,5359,0,0,78,107,1,0,6,40,81,0,0,0,0,0,0,285,7629,2623,0,0,911,149909,1,439,2,0,7,16,6,0,0,36897,1084,206598
Gas Powered,38 WHITMAN,151,0,0,6,1,606,0,0,512,35,0,0,0,0,19,0,0,0,0,0,0,43,1016,253,0,0,479,21990,0,138,0,1,0,5,3,0,0,7499,347,33104
Gas Powered,39 YAKIMA,1280,0,0,11,15,6113,0,0,813,174,1,0,10,107,101,0,0,0,0,0,0,128,5871,2165,0,0,1423,180287,8,1614,0,30,0,14,13,0,0,58000,3872,262050
Gas Powered,40 STATE,47,0,0,0,0,247,0,0,3,0,0,0,2,4,3,0,0,0,0,0,0,15,538,158,0,0,57,12907,2,8,0,1,0,0,0,0,0,2907,39,16938
non-Gas Powered,01 ADAMS,2,0,0,244,445,356,0,0,271,57,0,0,4,2,7,0,0,0,0,0,0,0,0,41,0,0,1,527,0,1,0,0,0,0,4,0,0,951,2,2915
non-Gas Powered,02 ASOTIN,3,0,0,27,19,258,0,0,60,3,0,0,1,0,5,0,0,0,0,0,0,0,2,76,0,0,1,791,0,0,0,0,0,0,1,0,0,1567,2,2816
non-Gas Powered,03 BENTON,19,0,0,119,329,2735,0,0,196,66,1,0,61,2,30,0,0,0,0,0,0,0,10,563,0,0,18,7684,0,2,0,0,0,8,33,0,0,9190,9,21075
non-Gas Powered,04 CHELAN,14,0,0,52,349,1205,0,0,125,6,0,0,27,3,32,0,0,3,0,0,0,0,10,306,0,0,14,2608,3,5,0,0,0,0,9,0,0,4361,6,9138
non-Gas Powered,05 CLALLAM,11,0,0,2,303,1059,0,0,29,9,0,0,17,12,23,0,0,105,0,0,0,0,6,411,0,0,2,3397,2,0,0,0,0,0,16,0,0,4208,7,9619
non-Gas Powered,06 CLARK,14,0,0,13,443,7438,0,0,88,12,7,0,92,29,205,0,0,12,0,0,0,4,32,1454,0,0,20,25366,7,6,0,0,0,0,36,0,0,17232,6,52516
non-Gas Powered,07 COLUMBIA,0,0,0,127,26,121,0,0,131,13,0,0,4,0,6,0,0,1,0,0,0,0,3,17,0,0,0,126,0,0,0,0,0,0,6,0,0,498,2,1081
non-Gas Powered,08 COWLITZ,12,0,0,18,179,1870,0,0,41,11,0,0,20,4,26,0,0,90,0,0,0,2,14,432,0,0,7,4176,3,1,0,0,0,2,12,0,0,6471,9,13400
non-Gas Powered,09 DOUGLAS,4,0,0,71,204,581,0,0,110,8,0,0,12,1,15,0,0,0,0,0,0,0,0,109,0,0,4,1150,0,0,0,0,0,0,2,0,0,2249,1,4521
non-Gas Powered,10 FERRY,2,0,0,1,56,81,0,0,13,10,0,0,1,0,4,0,0,1,0,0,0,0,0,37,0,0,1,143,0,0,0,0,0,0,1,0,0,639,1,991
non-Gas Powered,11 FRANKLIN,4,0,0,397,397,2321,0,0,611,89,0,0,77,1,11,0,0,0,0,0,0,0,5,203,0,0,6,3019,2,3,0,0,0,0,11,0,0,4656,7,11820
non-Gas Powered,12 GARFIELD,0,0,0,70,14,44,0,0,102,8,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,0,1,72,0,0,0,0,0,0,0,0,0,310,0,639
non-Gas Powered,13 GRANT,9,0,0,645,738,1637,0,0,586,97,0,0,75,23,33,0,0,0,0,0,0,0,2,286,0,0,7,2785,1,1,0,0,0,0,30,0,0,5177,14,12146
non-Gas Powered,14 GRAYS HARBOR,7,0,0,11,438,924,0,0,29,5,0,0,13,1,32,0,0,113,0,0,0,2,7,223,0,0,5,2552,0,1,0,0,1,0,10,0,0,2986,5,7365
non-Gas Powered,15 ISLAND,2,0,0,7,182,971,0,0,35,6,0,0,21,7,19,0,0,3,0,0,0,0,2,419,0,0,3,4044,1,0,0,0,0,0,5,0,0,3941,0,9668
non-Gas Powered,16 JEFFERSON,6,0,0,1,45,318,0,0,9,6,0,0,1,0,3,0,0,1,0,0,0,0,1,238,0,0,0,1776,0,0,0,0,0,2,4,0,0,1211,0,3622
non-Gas Powered,17 KING,123,0,0,16,5243,25962,0,0,77,21,3,0,238,787,382,0,0,20,0,0,0,14,74,2743,0,0,54,104258,142,9,0,0,8,422,308,0,0,24691,23,165618
non-Gas Powered,18 KITSAP,15,0,0,4,328,2871,0,0,31,4,0,0,52,34,46,0,0,11,0,0,0,0,10,911,0,0,9,17163,6,0,0,0,0,4,19,0,0,10862,12,32392
non-Gas Powered,19 KITTITAS,8,0,0,43,394,1123,0,0,93,10,0,0,24,1,7,0,0,6,0,0,0,0,0,246,0,0,2,1476,0,4,0,0,0,1,28,0,0,3748,7,7221
non-Gas Powered,20 KLICKITAT,1,0,0,24,60,321,0,0,111,9,0,0,7,1,11,0,0,14,0,0,0,0,2,60,0,0,2,744,0,1,0,0,0,0,0,0,0,1637,1,3006
non-Gas Powered,21 LEWIS,11,0,0,47,391,1230,0,0,106,46,0,0,35,0,59,0,0,140,0,0,0,0,3,221,0,0,3,2707,0,0,0,0,0,3,17,0,0,4848,10,9877
non-Gas Powered,22 LINCOLN,2,0,0,178,59,359,0,0,273,22,0,0,2,0,19,0,0,0,0,0,0,0,2,48,0,0,1,376,1,2,0,0,0,0,6,0,0,1391,7,2748
non-Gas Powered,23 MASON,17,0,0,10,172,767,0,0,26,3,0,0,7,2,27,0,0,23,0,0,0,1,5,309,0,0,8,2404,0,1,0,0,0,0,6,0,0,3267,1,7056
non-Gas Powered,24 OKANOGAN,4,0,0,83,254,710,0,0,302,14,0,0,10,0,19,0,0,35,0,0,0,0,2,106,0,0,5,1178,0,3,0,0,0,1,22,0,0,3710,5,6463
non-Gas Powered,25 PACIFIC,4,0,0,3,46,248,0,0,25,7,0,0,1,0,6,0,0,21,0,0,0,1,1,99,0,0,1,977,0,0,0,0,0,0,2,0,0,1264,4,2710
non-Gas Powered,26 PEND OREILLE,3,0,0,3,30,243,0,0,18,0,0,0,10,0,13,0,0,24,0,0,0,0,0,63,0,0,0,416,0,0,0,0,0,0,3,0,0,1144,4,1974
non-Gas Powered,27 PIERCE,65,0,0,26,3388,13514,0,0,106,27,1,0,176,214,250,0,0,49,0,0,0,6,40,1713,0,0,30,34232,24,2,0,0,0,14,129,0,0,25957,32,79995
non-Gas Powered,28 SAN JUAN,2,0,0,0,79,400,0,0,22,0,0,0,10,7,5,0,0,4,0,0,0,0,0,104,0,0,0,884,0,0,0,0,0,0,4,0,0,668,1,2190
non-Gas Powered,29 SKAGIT,17,0,0,42,479,2338,0,0,242,42,0,0,23,1,22,0,0,42,0,0,0,0,3,603,0,0,8,5599,7,1,0,0,0,0,25,0,0,6334,7,15835
non-Gas Powered,30 SKAMANIA,1,0,0,1,28,215,0,0,14,4,0,0,0,0,4,0,0,9,0,0,0,0,2,77,0,0,2,680,0,0,0,0,0,0,2,0,0,974,3,2016
non-Gas Powered,31 SNOHOMISH,46,0,0,36,2277,17206,0,0,122,38,2,0,234,109,245,0,0,26,0,0,0,4,30,2315,0,0,33,35630,10,4,0,0,1,36,121,0,0,23239,25,81789
non-Gas Powered,32 SPOKANE,27,0,0,122,964,7995,0,0,286,31,13,0,125,53,102,0,0,10,0,0,0,0,31,1287,0,0,35,17496,29,5,0,0,0,22,70,0,0,19648,36,48387
non-Gas Powered,33 STEVENS,8,0,0,27,212,696,0,0,155,5,0,0,13,3,35,0,0,98,0,0,0,0,0,200,0,0,2,1361,0,0,0,0,0,0,8,0,0,4022,15,6860
non-Gas Powered,34 THURSTON,25,0,0,58,502,3041,0,0,143,26,0,0,56,30,177,0,0,75,0,0,0,0,19,791,0,0,12,14552,0,0,0,0,7,3,35,0,0,9466,25,29043
non-Gas Powered,35 WAHKIAKUM,0,0,0,0,27,75,0,0,16,2,0,0,1,0,3,0,0,7,0,0,0,0,1,32,0,0,0,178,0,0,0,0,0,0,0,0,0,381,0,723
non-Gas Powered,36 WALLA WALLA,2,0,0,85,54,688,0,0,164,18,0,0,25,11,10,0,0,1,0,0,0,5,3,125,0,0,3,1890,4,0,0,0,0,0,3,0,0,2233,3,5327
non-Gas Powered,37 WHATCOM,34,0,0,36,659,3255,0,0,136,78,0,0,44,13,56,0,0,19,0,0,0,0,6,709,0,0,7,10648,21,1,0,0,6,3,20,0,0,7706,7,23464
non-Gas Powered,38 WHITMAN,7,0,0,504,131,531,0,0,559,32,0,0,10,0,15,0,0,0,0,0,0,0,0,83,0,0,9,1540,0,3,0,0,0,4,3,0,0,2128,12,5571
non-Gas Powered,39 YAKIMA,20,0,0,721,1538,3585,0,0,506,110,0,0,66,107,40,0,0,22,0,0,0,0,12,552,0,0,18,7168,8,4,0,0,0,0,49,0,0,10105,17,24648
non-Gas Powered,40 STATE,1,0,0,0,8,173,0,0,6,0,0,0,1,21,2,0,0,0,0,0,0,0,0,63,0,0,1,1363,0,0,0,0,0,0,1,0,0,465,1,2106
None,01 ADAMS,0,1,37,0,214,413,0,0,0,6,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2344,526,0,0,3546
None,02 ASOTIN,0,1,91,0,10,206,1,0,0,0,0,0,0,0,4,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3339,1186,0,0,4845
None,03 BENTON,0,12,790,0,154,2893,0,0,0,5,1,0,0,0,16,0,73,0,0,0,2,0,12,0,0,0,0,6,0,0,0,0,0,0,0,20087,7697,1,0,31749
None,04 CHELAN,0,15,470,0,39,1545,0,0,0,9,0,0,0,0,15,0,62,7,0,0,1,0,48,0,0,0,0,1,0,0,0,0,0,0,0,11882,2969,1,0,17064
None,05 CLALLAM,0,4,352,0,89,997,3,0,0,4,0,0,0,0,23,0,41,168,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,11361,3355,0,0,16401
None,06 CLARK,0,1,835,0,1208,5264,0,0,0,15,0,0,0,0,18,1,167,54,0,0,1,0,26,0,0,0,1,20,0,0,0,0,0,0,0,31688,12002,6,0,51307
None,07 COLUMBIA,0,1,32,0,11,146,0,0,0,4,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,336,0,0,1720
None,08 COWLITZ,0,3,392,0,148,1706,1,0,0,7,0,0,0,0,11,0,58,266,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,14605,4982,1,0,22203
None,09 DOUGLAS,0,2,184,0,41,832,0,0,0,12,0,0,0,0,5,0,15,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5630,1483,0,0,8220
None,10 FERRY,0,0,64,0,4,102,0,0,0,1,0,1,0,0,1,0,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1483,306,0,0,1975
None,11 FRANKLIN,0,6,270,0,388,1925,0,0,0,22,0,0,0,0,10,0,17,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,9169,3560,1,0,15387
None,12 GARFIELD,0,0,17,0,5,56,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,236,0,0,1041
None,13 GRANT,0,5,365,0,392,1823,1,0,0,15,1,0,0,0,23,0,48,0,0,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,13836,3248,1,0,19765
None,14 GRAYS HARBOR,0,3,265,0,60,798,0,0,0,3,0,0,0,0,5,0,45,160,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9039,2552,1,0,12934
