,gas_key,gas_name,gas_lat,gas_long,attr_cnt_1mile,attr_cnt_5mile,attr_name,attr_lat,attr_long,distance_to_nearest_attr,crime_coord,crime_county,crime_population,violent_crime,murder_nonnegligent_manslaughter,Rape1,Robbery,aggravated_assault,property_crime,Burglary,larceny_theft,motor_vehicle_theft,Arson,total_crime,exit_name,exit_lat,exit_long,distance_to_nearest_exit,highway,num_EV_in_2_miles_of_gas,num_EV_in_5_miles_of_gas,num_EV_in_10_miles_of_gas,num_EV_in_20_miles_of_gas,num_EV_in_50_miles_of_gas,Closest_EV_Station_name,Closest_EV_Station_lat,Closest_EV_Station_long,distance_to_closest_ev_station,nri_geoid,nri_county,nri_population,nri_build_value,nri_agri_value,nri_area,nri_risk_score,nri_risk_rating,nri_intpt_lat,nri_intpt_long,nri_zipcode,census_tract_area,census_tract_category,traff_cnt_10m_avg,traff_cnt_10m_max,traff_cnt_5m_avg,traff_cnt_5m_max,num_ev_fast_charger_cnt_5mile,num_ev_2_charger_cnt_5mile
0,0,24 Hour Express Fuel,48.3937602975452,-122.3298055,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,1.102,"48.3937602975452,-122.3298055",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0,225,48.395399,-122.3304605,0.1173,I5,3,14,16,36,291,IBEW Local 191,48.399012,-122.333583,0.4026,53057952600.0,Skagit,3821.0,440632000.0,4995570.341433937,6.549787995759998,25.815694940178297,Relatively High,48.4048148,-122.3405544,98273.0,0.002190669233,2.0,21209.85915492957,72000,23733.802816901407,72000,5,24
1,1,76,47.1917122975452,-120.916225,0,1,KBHR Set,47.2232412,-120.9932245,4.2247,"47.1917122975452,-120.916225",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0,85,47.1848016,-120.907187,0.6395,I90,2,4,4,4,67,Cle Elum,47.188833,-120.903139,0.6466,53037975103.0,,,,,,,,,,,0.0005839356224999,2.0,11678.727272727272,36000,9901.02564102564,34000,14,4
2,2,76,47.2387038975452,-122.3575768,0,4,Wagon Trail,47.2754374,-122.3088968,3.4174,"47.2387038975452,-122.3575768",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,137,47.2405897,-122.3632091,0.2949,I5,2,49,125,241,500,BJ's Bingo & Gaming,47.2439401,-122.3698252,0.6797,53053940002.0,Pierce,3945.0,942609000.0,230639.9110298663,5.154739307338,35.3607136207458,Relatively High,47.2491493,-122.3641906,98424.0,0.0016138094644999,2.0,39766.9,219000,43117.857142857145,219000,15,94
3,3,76,48.4352268975452,-122.2913239,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,2.92,"48.4352268975452,-122.2913239",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0,,,,,,5,14,16,35,233,Skagit Valley College,48.436733,-122.312699,0.9865,53057952304.0,,,,,,,,,,,0.001532870277,2.0,20470.068493150684,72000,23101.204819277107,72000,5,24
4,4,76,47.8396080975452,-120.014523,0,0,,,,,"47.8396080975452,-120.014523",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0,,,,,,2,4,7,11,49,City of Chelan,47.840838,-120.018402,0.1992,53007960302.0,,,,,,,,,,,0.0183310110789994,0.0,5653.9473684210525,12000,6723.076923076923,12000,0,5
5,5,76,47.1395415975452,-122.0973429,0,1,Caboose,47.1033388,-122.0453014,3.5029,"47.1395415975452,-122.0973429",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,1,15,128,500,Bonney Lake Village Center Shopping Center,47.1665599,-122.1452964,2.9293,53053070204.0,Pierce,3598.0,173495000.0,277333.06606652244,1.998821868554,26.6108745155548,Relatively High,47.1424677,-122.1276898,98391.0,0.0006222093749999,2.0,27157.016129032258,104000,15800.0,44000,0,2
6,6,76,47.2347702975452,-122.5046745,0,11,The Eagles Nest,47.2212237,-122.534157,1.6721,"47.2347702975452,-122.5046745",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,21,77,100,219,500,TAC ES - SWM R & T CENTER 01,47.228029,-122.499407,0.5279,53053062801.0,Pierce,6130.0,503932000.0,1006.346039858234,1.451914563186,34.4568064289553,Relatively High,47.2220513,-122.4973661,98409.0,0.0004469477299998,2.0,41485.22857142857,219000,46624.71698113208,219000,15,153
7,7,76,47.5442952975452,-122.0365967,0,1,Fantastic Erratic,47.5302635,-122.0803656,2.2627,"47.5442952975452,-122.0365967",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,17,47.5428659,-122.0411447,0.2342,I90,22,30,257,500,500,Fred Meyer - Tesla Supercharger,47.548081,-122.039955,0.3052,53033032220.0,,,,,,,,,,,0.0007304701295,2.0,39040.77669902913,185000,32267.83333333333,111000,11,59
8,8,76,47.6060395975452,-122.3241049,13,18,Sky View Observatory,47.6045393,-122.3308714,0.3322,"47.6060395975452,-122.3241049",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,165,47.6037532,-122.3268247,0.2027,I5,220,276,500,500,500,600NINTH 600NINTH,47.605888,-122.324733,0.0311,53033008500.0,King,4341.0,1087730000.0,0.0,0.183133584028,41.01693720339456,Very High,47.6049717,-122.3249555,98104.0,5.449766199999237e-05,2.0,47235.4,240000,63841.824817518245,240000,81,609
9,9,76,47.6716835975452,-122.1148925,0,40,Microsoft Visitor Center,47.6426765,-122.1367218,2.2495,"47.6716835975452,-122.1148925",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,20,113,343,500,500,Hilton Garden Inn Redmond,47.6733025,-122.1186641,0.2083,53033032331.0,,,,,,,,,,,0.0001713409185,2.0,43532.03125,193000,47565.05882352941,181000,27,220
10,10,76,47.9224274975452,-122.2998584,0,0,,,,,"47.9224274975452,-122.2998584",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,3,14,69,252,500,Walgreens #6307,47.905376,-122.293871,1.2117,53061041301.0,Snohomish,5117.0,673176000.0,6448.103390391148,1.749941291558001,23.57669539323997,Relatively Moderate,47.9331011,-122.3015587,98275.0,0.000569411619496,2.0,33358.42253521127,187000,33292.380952380954,182000,17,18
11,11,76,48.2412269975452,-122.3739625,0,0,,,,,"48.2412269975452,-122.3739625",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,0,2,4,42,500,Covered space,48.2325756,-122.3291167,2.151,53061053301.0,Snohomish,6273.0,740438000.0,8267697.286107792,9.524663365049992,54.7342310960166,Very High,48.2560314,-122.3660164,98292.0,0.0032461208832139,1.0,24151.28205128205,86000,25142.85714285714,60000,0,6
12,12,76,48.3405951975452,-122.3318182,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,4.688,"48.3405951975452,-122.3318182",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0,221,48.3373548,-122.3344939,0.2557,I5,0,1,17,42,464,IBEW Local 191,48.399012,-122.333583,4.0415,53057952700.0,Skagit,3674.0,421560000.0,38788953.62662663,63.02695186854607,39.94470503143092,Very High,48.3366692,-122.3101376,98273.0,0.0205638310514599,0.0,22447.727272727272,80000,23911.944444444445,66000,0,1
13,13,76,48.3408742975452,-122.3410856,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,4.6534,"48.3408742975452,-122.3410856",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0,221,48.3453352,-122.3362734,0.3797,I5,0,1,17,42,462,IBEW Local 191,48.399012,-122.333583,4.0362,53057952700.0,Skagit,3674.0,421560000.0,38788953.62662663,63.02695186854607,39.94470503143092,Very High,48.3366692,-122.3101376,98273.0,0.0205638310514599,0.0,22386.36363636364,80000,25946.36363636364,66000,0,1
14,14,76,46.2875508975452,-119.3490955,0,0,,,,,"46.2875508975452,-119.3490955",Benton,164317.0,375.0,4.0,83.0,61.0,227.0,3913.0,634.0,3008.0,271.0,26.0,8602.0,102,46.2530177,-119.3756282,2.7047,I82,0,8,14,23,34,Richland,46.26024,-119.309695,2.6678,53005010708.0,Benton,2440.0,189564000.0,528711.9837563175,3.295461265317999,12.770705651428909,Relatively Low,46.2931585,-119.3527554,99353.0,0.0008128772879999,2.0,16848.137931034482,75000,16040.32258064516,72000,3,16
15,15,76,47.0829085975452,-119.8600033,0,0,,,,,"47.0829085975452,-119.8600033",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0,149,47.0813853,-119.8657172,0.289,I90,0,0,1,3,47,Cave B Estate Winery & Resort - Tesla Destination,47.097647,-119.984624,5.9568,53025010700.0,Grant,2755.0,240849000.0,255675913.05264765,329.5852093206482,27.159839541139,Relatively High,47.0474885,-119.6084876,99357.0,0.1096591533989988,0.0,5819.75,16000,5685.172413793103,16000,0,0
16,16,76,46.7012351975452,-122.957653,0,0,,,,,"46.7012351975452,-122.957653",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,81,46.6994002,-122.9713656,0.6628,I5,3,4,5,6,194,TWIN TRANSIT MELLEN ST. 2,46.711291,-122.976524,1.1336,53041970700.0,Lewis,4184.0,393549000.0,509829.7260092134,4.957542730163995,35.433334771943365,Relatively High,46.7044996,-122.9284675,98531.0,0.0015109325240001,2.0,20729.61165048544,75000,20963.01587301588,75000,22,3
17,17,76,47.2130806975452,-123.0998193,0,0,,,,,"47.2130806975452,-123.0998193",Mason,10432.0,53.0,0.0,20.0,5.0,28.0,583.0,66.0,485.0,32.0,1.0,1273.0,,,,,,0,0,3,57,500,The Ridge Motorsports Park - Tesla Destination,47.254363,-123.196815,5.3766,53045960800.0,Mason,4014.0,421405000.0,655839.161073003,5.236561657076001,28.42553150861273,Relatively High,47.2328952,-123.0912417,98584.0,0.001794468775,2.0,10877.551020408164,29000,11903.57142857143,29000,0,0
18,18,76,48.9203725975452,-122.3223483,0,0,,,,,"48.9203725975452,-122.3223483",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,,,,,,0,0,1,30,78,Porch Swing Properties,48.942575,-122.455243,6.2313,53073010201.0,,,,,,,,,,,0.00996951513,1.0,6789.4915254237285,21000,5456.25,10000,0,0
19,19,76,48.7567705975452,-122.4602115,0,1,Mindport Exhibits,48.7508811,-122.4806741,1.0182,"48.7567705975452,-122.4602115",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,254,48.7566236,-122.4617918,0.0728,I5,15,27,27,44,96,Bellingham Nissan,48.755607,-122.454132,0.2887,53073000700.0,Whatcom,6489.0,583892000.0,1338.3895309169463,1.219622086415999,28.06462818200677,Relatively High,48.7639099,-122.449936,98226.0,0.000385565398,2.0,20920.99236641221,69000,23464.634146341465,69000,15,63
20,20,76,48.7732270975452,-122.4570005,0,1,Mindport Exhibits,48.7508811,-122.4806741,1.8853,"48.7732270975452,-122.4570005",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,255,48.7681611,-122.4622283,0.4238,I5,11,27,27,42,93,BARKLEY VILLAGE CORNERSTONE 1,48.772296,-122.443265,0.6295,53073000803.0,Whatcom,6275.0,652578000.0,21188.30705841451,1.771882309912,25.446908127281656,Relatively High,48.7710274,-122.4330105,98226.0,0.000570367469,2.0,20518.75,69000,24015.853658536584,69000,15,63
21,21,76,48.7173990975452,-122.502472,0,1,Mindport Exhibits,48.7508811,-122.4806741,2.5204,"48.7173990975452,-122.502472",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,,,,,,6,25,27,49,101,SEHOME HS SEHOME HIGH #1,48.727512,-122.48124,1.195,53073001101.0,,,,,,,,,,,0.0005401292816846,2.0,21849.495798319327,69000,23163.24675324676,69000,13,57
22,22,76,48.7646144975452,-122.4858024,1,1,Mindport Exhibits,48.7508811,-122.4806741,0.9783,"48.7646144975452,-122.4858024",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0,255,48.7681611,-122.4622283,1.1024,I5,19,27,27,46,93,Hotel Bellwether - Tesla Destination,48.754134,-122.497055,0.8882,53073000401.0,,,,,,,,,,,0.0003534350459998,2.0,21123.046875,69000,23002.272727272728,69000,15,63
23,23,76,47.6251788975452,-122.3203029,1,19,Mystery Coke Machine,47.6200011,-122.3199008,0.3586,"47.6251788975452,-122.3203029",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,166,47.623249,-122.3287142,0.4142,I5,218,273,500,500,500,Broadway Market,47.622046,-122.321607,0.2251,53033006500.0,King,4157.0,578037000.0,0.0,0.443097605036,22.029892704879344,Relatively Moderate,47.6309633,-122.3177579,98102.0,0.0001385016924999,2.0,48975.62,240000,58660.06369426752,240000,75,615
24,24,76,47.3155676975452,-122.2142107,0,2,Kent Event Center,47.3696931,-122.2039437,3.7747,"47.3155676975452,-122.2142107",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,7,26,90,324,500,Walgreens #7594,47.320611,-122.220406,0.454,53033030504.0,King,4484.0,309280000.0,0.0,0.588506707052,34.738392540460865,Relatively High,47.3211155,-122.2135048,98002.0,0.0001849006234999,2.0,36703.88261851016,217000,36204.137931034486,185000,34,44
25,25,76,47.2938204975452,-122.2286604,0,2,Wagon Trail,47.2754374,-122.3088968,3.9738,"47.2938204975452,-122.2286604",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,10,21,74,287,500,Walgreens #7480,47.293477,-122.212944,0.7377,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0,0.0001849263274999,2.0,38296.35103926097,219000,36113.08641975309,186000,31,34
26,26,76,48.0029776975452,-122.1077834,2,2,Abby Lola Bertain Memorial Wishing Well,48.0089435,-122.1157481,0.5533,"48.0029776975452,-122.1077834",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,1,11,30,128,500,"Target T1331 - Lake Stevens, WA",47.998233,-122.100638,0.4659,53061052706.0,Snohomish,5311.0,535855000.0,74108.19125919683,1.924567118016,19.961667783598216,Relatively Moderate,48.0086872,-122.1211573,98205.0,0.0006010032670002,2.0,31305.35269709544,182000,32935.66371681416,173000,8,28
27,27,76,47.6436760975452,-122.3041808,2,18,Three Brick Monoliths,47.6562225,-122.309832,0.9069,"47.6436760975452,-122.3041808",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,168 A,47.6461934,-122.3229546,0.8921,I5,38,292,500,500,500,University of Washington - Husky Stadium,47.648934,-122.302389,0.3732,53033006200.0,King,3848.0,640383000.0,787.033111508427,1.053340696382,29.72308575082276,Relatively High,47.6391316,-122.3012264,98112.0,0.0003214242709999,2.0,48154.22,240000,53440.77844311377,240000,99,639
28,28,76,47.8341683975452,-122.1256246,0,3,Efeste Winery,47.7747672,-122.1471672,4.229,"47.8341683975452,-122.1256246",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,2,15,108,500,500,Albertsons 17520 SR 9 SE,47.838858,-122.1248,0.3266,53061052108.0,Snohomish,5814.0,730915000.0,475650.81740695966,9.034694907724004,20.2284658088344,Relatively Moderate,47.8311543,-122.1027753,98296.0,0.0028186520635002,1.0,37141.586021505376,187000,26660.377358490565,123000,3,26
29,29,76,47.7910271975452,-122.3629663,0,0,,,,,"47.7910271975452,-122.3629663",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,9,34,147,500,500,PCC NATURAL PCC EDMONDS,47.791134,-122.36613,0.1472,53061050800.0,Snohomish,6090.0,660304000.0,0.0,1.232902064706,26.59374721254743,Relatively High,47.793236,-122.3490897,98020.0,0.000385706269,2.0,40506.65841584159,199000,36459.333333333336,187000,6,70
30,30,76,47.4111952975452,-120.303316,1,2,Great Northern Steam Locomotive,47.4101891,-120.3007704,0.138,"47.4111952975452,-120.303316",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0,,,,,,11,14,16,18,54,Confluence Health - Central Washington Hospital,47.406469,-120.322576,0.959,53007961101.0,,,,,,,,,,,0.000181708485,2.0,14769.39024390244,56000,15028.6301369863,56000,3,31
31,31,76,45.8260948975452,-120.8052204,0,0,,,,,"45.8260948975452,-120.8052204",Klickitat,6903.0,10.0,0.0,1.0,1.0,8.0,173.0,31.0,124.0,18.0,1.0,367.0,,,,,,2,2,2,2,9,KCPW STATION 2,45.821535,-120.822781,0.9033,53039950103.0,,,,,,,,,,,0.0478838834724846,0.0,3604.814814814815,7200,4507.692307692308,7200,0,2
32,32,76,46.5475775975452,-122.8791994,0,1,World's Largest Egg,46.4933269,-122.9378909,4.6782,"46.5475775975452,-122.8791994",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,68,46.5427855,-122.876513,0.3553,I5,0,0,0,7,107,TWIN TRANSIT MELLEN ST. 2,46.711291,-122.976524,12.2314,53041971300.0,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0,0.0125072474115001,0.0,18119.90099009901,75000,17712.972972972973,61000,0,0
33,33,76,46.5844371975452,-122.8853267,0,0,,,,,"46.5844371975452,-122.8853267",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0,71,46.579128,-122.8839875,0.3727,I5,0,0,2,6,129,TWIN TRANSIT MELLEN ST. 2,46.711291,-122.976524,9.7849,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0,0.006476834751,1.0,18439.622641509435,75000,20191.35135135135,64000,0,0
34,34,76,46.8879567975452,-122.3009198,0,1,Northwest Trek Wildlife Park,46.9201796,-122.2781829,2.4744,"46.8879567975452,-122.3009198",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,0,0,15,469,Safeway 1109 E.Yelm Ave,46.9340594,-122.5939509,14.209,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0,0.0659518848244999,0.0,6101.363636363636,13000,3975.4545454545455,8900,0,0
35,35,76,47.4055262975452,-120.2888516,1,2,Great Northern Steam Locomotive,47.4101891,-120.3007704,0.6445,"47.4055262975452,-120.2888516",Douglas,14293.0,8.0,1.0,0.0,1.0,6.0,192.0,13.0,171.0,8.0,1.0,401.0,,,,,,7,14,16,18,54,Town Nissan,47.400783,-120.279071,0.5633,53017950500.0,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0,0.0003244828685,2.0,14655.432098765432,56000,15088.42857142857,56000,3,31
36,36,76,47.6255786975452,-120.2276378,0,0,,,,,"47.6255786975452,-120.2276378",Douglas,14293.0,8.0,1.0,0.0,1.0,6.0,192.0,13.0,171.0,8.0,1.0,401.0,,,,,,0,1,3,28,55,Shell Gas Station/BJ's - Tesla Supercharger,47.684802,-120.206922,4.2087,53017950101.0,,,,,,,,,,,0.0703392933614996,0.0,4782.5,10000,4661.111111111111,7300,8,0
37,37,76,47.8615956975452,-121.9776053,0,0,,,,,"47.8615956975452,-121.9776053",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0,,,,,,4,4,17,331,500,Fred Meyer - Tesla Supercharger,47.862572,-121.976585,0.0825,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0,0.0020787896475,2.0,17246.024096385543,51000,20952.63157894737,46000,15,5
38,38,76,47.1180105975452,-122.2938197,0,0,,,,,"47.1180105975452,-122.2938197",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,1,15,30,154,500,Meridian Town Center,47.135208,-122.294419,1.1899,53053073120.0,Pierce,3412.0,301664000.0,1753.089453949428,1.275464404778,28.32422967103552,Relatively High,47.1162168,-122.300881,98375.0,0.000393076432,2.0,37854.16666666666,200000,34776.086956521736,97000,4,28
39,39,76,47.1585153975452,-122.039416,0,2,Caboose,47.1033388,-122.0453014,3.8266,"47.1585153975452,-122.039416",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,1,3,91,500,Safeway 152 Roosevelt Ave E,47.1985455,-121.9797153,3.9428,53053070207.0,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0,0.0039726796835,1.0,15807.58064516129,61000,10537.037037037036,27000,0,2
40,40,76,47.1774151975452,-122.1848508,0,3,Jumping Juniors,47.201951,-122.2192284,2.3434,"47.1774151975452,-122.1848508",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,0,8,32,197,500,Bonney Lake Village Center Shopping Center,47.1665599,-122.1452964,2.0058,53053070308.0,Pierce,3782.0,390542000.0,509.93774624653446,1.243500178504,22.14060145535579,Relatively Moderate,47.1825206,-122.1769497,98391.0,0.000388945783,2.0,32356.23188405797,188000,35304.6875,104000,0,16
41,41,76,47.1453002975452,-122.258855,0,3,Paintball Sports Park,47.2006919,-122.2776687,3.9323,"47.1453002975452,-122.258855",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,,,,,7,17,31,167,500,GROUPHEALTH PYP KP PUYALLUP #5,47.155304,-122.280655,1.2371,53053071211.0,,,,,,,,,,,0.0002510515454999,2.0,38703.187250996016,219000,35348.54368932039,104000,7,27
42,42,76,47.1638282975452,-122.4841219,0,9,,47.1317937,-122.4819816,2.2181,"47.1638282975452,-122.4841219",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,,47.1634222,-122.4791185,0.237,I5,4,31,108,175,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,1.1903,53053071807.0,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0,0.0005016686680001,2.0,42573.07486631016,219000,47727.63157894737,190000,4,64
43,43,76,47.2433837975452,-122.3565415,0,4,Wagon Trail,47.2754374,-122.3088968,3.1494,"47.2433837975452,-122.3565415",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,137,47.2411216,-122.351387,0.2882,I5,2,47,125,244,500,BJ's Bingo & Gaming,47.2439401,-122.3698252,0.625,53053940002.0,Pierce,3945.0,942609000.0,230639.9110298663,5.154739307338,35.3607136207458,Relatively High,47.2491493,-122.3641906,98424.0,0.0016138094644999,2.0,39663.1,219000,43690.50632911392,219000,15,92
44,44,76,47.2419124975452,-122.4153676,0,5,Pacific Grill Events Center,47.2483674,-122.4377775,1.1431,"47.2419124975452,-122.4153676",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,134,47.238458,-122.416415,0.244,I5,36,74,127,231,500,Central WW Treatment Plant,47.2478256,-122.4141119,0.4132,53053060200.0,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0,0.0022924089825009,2.0,40617.78,219000,44955.333333333336,219000,16,147
45,45,76,47.0938385975452,-122.6257477,0,0,,,,,"47.0938385975452,-122.6257477",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,119,47.0911975,-122.6305634,0.2912,I5,2,3,24,174,500,DuPont Grocery Inc.,47.093942,-122.6260623,0.0165,53053072802.0,,,,,,,,,,,0.0005131445264999,2.0,43645.833333333336,170000,42267.46031746032,146000,0,6
46,46,76,47.1385048975452,-122.5255984,0,8,Canadian Vickers SA-10A Catalina,47.1309154,-122.4838118,2.0351,"47.1385048975452,-122.5255984",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0,124,47.1394716,-122.5206519,0.2422,I5,3,13,87,180,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,1.4364,53053071901.0,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0,0.0004960336439999,2.0,45064.24242424242,219000,44000.970873786406,170000,0,25
47,47,76,47.2752862975452,-122.1555212,0,0,,,,,"47.2752862975452,-122.1555212",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,0,14,44,260,500,Four Lakes Apartments,47.2474554,-122.200549,2.859,53033031202.0,King,6401.0,711287000.0,21602144.13964964,25.65564353357801,35.15989709445552,Relatively High,47.2520052,-122.0674874,98092.0,0.0080349455315,1.0,34973.512064343166,196000,29993.043478260868,129000,16,23
48,48,76,47.3872546975452,-122.1658606,0,6,Kent Event Center,47.3696931,-122.2039437,2.1581,"47.3872546975452,-122.1658606",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,3,31,118,500,500,KENT YMCA KENT YMCA #2,47.380592,-122.19517,1.448,53033029406.0,King,5004.0,449558000.0,18510.38623423885,1.010338972234,29.290286305693087,Relatively High,47.3974254,-122.1786815,98031.0,0.0003237132015,2.0,38728.78,220000,37660.86956521739,128000,10,61
49,49,76,47.4624242975452,-122.1017014,0,5,Metropolitan Banquet Hall,47.4892912,-122.1204866,2.0555,"47.4624242975452,-122.1017014",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,,,,,,1,13,145,500,500,Wonderland Estates,47.465678,-122.142289,1.9113,53033031906.0,King,3594.0,482389000.0,170518.57960965668,4.173834048870001,25.154546092672053,Relatively High,47.4368923,-122.0929679,98058.0,0.001330663211,2.0,42587.79342723005,220000,45371.79487179488,163000,0,24
