gas_key,gas_name_x,gas_lat,gas_long,attr_cnt_1mile_x,attr_cnt_5mile_x,attr_name_x,attr_lat_x,attr_long_x,distance_to_nearest_attr_x,crime_coord_x,crime_county_x,crime_population_x,violent_crime_x,murder_nonnegligent_manslaughter_x,Rape1_x,Robbery_x,aggravated_assault_x,property_crime_x,Burglary_x,larceny_theft_x,motor_vehicle_theft_x,Arson_x,total_crime_x,exit_name_x,exit_lat_x,exit_long_x,distance_to_nearest_exit_x,exit_x,num_EV_in_2_miles_of_gas_x,num_EV_in_5_miles_of_gas_x,num_EV_in_10_miles_of_gas_x,num_EV_in_20_miles_of_gas_x,num_EV_in_50_miles_of_gas_x,Closest_EV_Station_name_x,Closest_EV_Station_lat_x,Closest_EV_Station_long_x,distance_to_closest_ev_station_x,nri_geoid_x,nri_county_x,nri_population_x,nri_build_value_x,nri_agri_value_x,nri_area_x,nri_risk_score_x,nri_risk_rating_x,nri_intpt_lat_x,nri_intpt_long_x,nri_zipcode_x,census_tract_area_x,census_tract_category_x,traff_cnt_10m_avg_x,traff_cnt_10m_max_x,traff_cnt_5m_avg_x,traff_cnt_5m_max_x,num_ev_2_charger_cnt_5mile,num_ev_fast_charger_cnt_5mile
690,,47.0609684,-122.7653078,0,0,,,,,"47.0609683975452,-122.7653078",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,111,47.0643741,-122.7590318,0.3781,I5,5,17,56,120,500,NWHD CHARGING DCFAST HOG,47.061674,-122.770859,0.2661,53067011500,Thurston,5759,522436000,5464.989117,1.72019638,23.90205434,Relatively Moderate,47.0528069,-122.7795308,98503,0.000525698,2,34926.4881,133000,39418.75,132000,34,23
691,,47.0489484,-122.8237825,0,0,,,,,"47.0489483975452,-122.8237825",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,109,47.046987,-122.8221884,0.1551,I5,12,42,57,79,500,WSSDA 225 COLLEGE NE,47.050128,-122.823353,0.0841,53067012224,,,,,,,,,,,0.00067951,2,33975.22727,133000,38632.09877,133000,73,29
710,,46.3298725,-120.0185777,0,0,,,,,"46.3298724975452,-120.0185777",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,67,46.3062666,-120.0131528,1.6533,I82,2,2,2,6,44,SS Central Park,46.3227794,-120.015553,0.5115,53077002003,,,,,,,,,,,0.000627098,2,9736.071429,28000,9875.714286,28000,8,0
714,,47.0385627,-122.8235545,0,0,,,,,"47.0385626975452,-122.8235545",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,109,47.046987,-122.8221884,0.5863,I5,12,43,56,73,500,Lacey,47.042017,-122.825899,0.2633,53067011200,Thurston,4960,707363000,46543.00098,2.615936803,31.41347133,Relatively High,47.0464928,-122.816103,98503,0.000806903,2,34187.36842,133000,36435.55556,133000,75,29
715,,47.0462111,-122.8722631,0,0,,,,,"47.0462110975452,-122.8722631",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,105 AB,47.0367972,-122.8754285,0.668,I5,23,49,54,68,500,Intercity Transit,47.045574,-122.857714,0.6872,53067010300,Thurston,5064,689203000,6792.921554,1.532849651,25.03815966,Relatively High,47.0447883,-122.8734533,98506,0.000469539,2,32971.0559,133000,35903.22581,133000,81,35
719,,47.8204401,-122.2703084,0,0,,,,,"47.8204400975452,-122.2703084",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,,47.8232296,-122.2759209,0.3243,I5,22,47,139,500,500,Whole Foods Lynnwood,47.820256,-122.271361,0.0505,53061051930,,,,,,,,,,,0.000369703,2,39270.63205,199000,42236.38889,187000,91,21
724,,46.3162843,-120.008324,0,0,,,,,"46.3162842975452,-120.008324",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,67,46.3062666,-120.0131528,0.7303,I82,2,2,2,6,44,SS Central Park,46.3227794,-120.015553,0.5667,53077002005,,,,,,,,,,,0.000528366,2,9457.241379,28000,10500.68966,28000,8,0
725,,46.4009056,-120.2586085,0,0,,,,,"46.4009055975452,-120.2586085",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,52,46.4023596,-120.2723381,0.6626,I82,2,2,5,14,39,CITY OF ZILLAH P&R SOUTH,46.405006,-120.270737,0.6443,53077002201,,,,,,,,,,,0.007168527,1,10428.125,29000,11408.10811,29000,4,0
729,,47.0482401,-122.822874,0,0,,,,,"47.0482400975452,-122.822874",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,109,47.046987,-122.8221884,0.0925,I5,12,42,57,79,500,WSSDA 225 COLLEGE NE,47.050128,-122.823353,0.1325,53067012224,,,,,,,,,,,0.00067951,2,33975.22727,133000,37842.16867,133000,73,29
734,,47.0528017,-122.7831121,0,0,,,,,"47.0528016975452,-122.7831121",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,111,47.0597314,-122.7878727,0.5292,I5,8,22,57,100,500,"Walmart 3531 - Lacey, WA",47.059659,-122.77201,0.7062,53067011500,Thurston,5759,522436000,5464.989117,1.72019638,23.90205434,Relatively Moderate,47.0528069,-122.7795308,98503,0.000525698,2,34119.2,133000,42751.92308,132000,42,27
735,,47.0356747,-122.8229706,0,0,,,,,"47.0356746975452,-122.8229706",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,109,47.046987,-122.8221884,0.7833,I5,12,43,56,73,500,Lacey,47.042017,-122.825899,0.4599,53067011200,Thurston,4960,707363000,46543.00098,2.615936803,31.41347133,Relatively High,47.0464928,-122.816103,98503,0.000806903,2,34187.36842,133000,36435.55556,133000,74,30
736,,47.0181111,-122.8989945,0,0,,,,,"47.0181110975452,-122.8989945",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,104,47.0171169,-122.9058685,0.3314,I5,23,47,54,63,500,Safeway 500 Cleveland,47.0187168,-122.8976864,0.0746,53067010400,Thurston,3513,456294000,658.8445875,1.580704291,19.5486884,Relatively Moderate,47.0242809,-122.8842817,98501,0.00050194,2,31326.94611,133000,32551.44144,133000,79,36
737,,47.1591736,-122.4883414,0,9,,47.1317937,-122.4819816,1.9174,"47.1591735975452,-122.4883414",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,127,47.1589487,-122.4839759,0.2059,I5,4,31,107,168,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,0.8455,53053071807,Pierce,3480,581020000,989.4513843,1.599631783,34.03839902,Relatively High,47.1696254,-122.4954777,98499,0.000501669,2,42730.40984,219000,46816.26016,190000,64,4
738,,47.5172394,-122.3543845,0,1,Seattle Escape Games,47.5570432,-122.338531,2.851,"47.5172393975452,-122.3543845",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,161,47.5421855,-122.3038874,2.9223,I90,6,30,411,500,500,"Walgreens - Seattle, WA #6259 |P894",47.517917,-122.354531,0.0474,53033026500,King,3459,294823000,1617.366823,0.769808237,37.95506867,Very High,47.5130046,-122.3382273,98146,0.000243415,2,49846.68058,240000,39047.82895,240000,37,36
741,,46.2621349,-119.4877889,0,0,,,,,"46.2621348975452,-119.4877889",Benton,164317,375,4,83,61,227,3913,634,3008,271,26,8602,96,46.2520833,-119.4819453,0.7493,I82,0,1,5,25,33,Hamilton Cellars - Tesla Destination,46.293791,-119.451533,2.7927,53005011900,Benton,5808,345815000,39426941.3,63.75798041,17.06512609,Relatively Low,46.3233057,-119.5822333,99320,0.019421219,0,11785.60976,57000,8302.692308,27000,3,0
742,,47.116495,-118.3898777,0,0,,,,,"47.1164949975452,-118.3898777",Adams,10033,8,0,3,1,4,202,45,129,28,1,421,,47.1127993,-118.3838983,0.3802,I90,3,3,3,4,14,Best Western Plus Bronco Inn - Tesla Supercharger,47.116294,-118.368328,1.0145,53001950100,Adams,2447,312057000,109382706.1,623.6732892,24.7620338,Relatively Moderate,47.1505125,-118.3983272,99169,0.19261715,0,6533.478261,21000,6722.1875,21000,0,9
750,,46.1997359,-119.180577,0,2,9/11 WTC Memorial Kennewick,46.1790511,-119.1854199,1.4494,"46.1997358975452,-119.180577",Benton,164317,375,4,83,61,227,3913,634,3008,271,26,8602,113,46.1647442,-119.2024323,2.637,I82,4,13,20,23,45,Fred Meyer - Tesla Supercharger,46.198035,-119.162687,0.8646,53005010902,Benton,4907,346153000,2530.101395,0.989802593,14.94472263,Relatively Low,46.2077293,-119.1925833,99336,0.00036492,2,16906.40316,75000,18607.05882,75000,16,14
751,,46.3256793,-119.9952295,0,0,,,,,"46.3256792975452,-119.9952295",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,69,46.3060765,-119.9861759,1.4232,I82,2,2,2,6,44,Sunnyside High School,46.3232859,-119.993958,0.1763,53077002003,,,,,,,,,,,0.000627098,2,9457.241379,28000,10500.68966,28000,8,0
756,,47.6682914,-117.1541367,1,2,Evergreen Railroad Modelers,47.6596042,-117.1597741,0.6558,"47.6682913975452,-117.1541367",Spokane,354635,1905,7,292,405,1201,18291,2362,14228,1701,51,40443,293,47.6656999,-117.1506839,0.2408,I90,6,15,19,68,74,LONE WOLF H-D DCFAST HOG,47.667469,-117.149304,0.2322,53063013101,,,,,,,,,,,0.001024704,2,28187.24138,122000,27725.71429,106000,22,24
757,,47.6641882,-117.2664883,0,2,Vercler Castle,47.6660716,-117.2339144,1.523,"47.6641881975452,-117.2664883",Spokane,354635,1905,7,292,405,1201,18291,2362,14228,1701,51,40443,289,47.6745425,-117.2573388,0.8334,I90,1,12,51,68,74,Montgomery East Commercial Center - Tesla Destination,47.677198,-117.248519,1.229,53063012000,Spokane,3973,441729000,139.1792486,1.224502802,14.21222318,Relatively Low,47.6658881,-117.2719325,99212,0.000380862,2,26895.28139,122000,30464.5977,122000,22,9
759,,47.1026018,-119.3148145,0,0,,,,,"47.1026017975452,-119.3148145",Grant,22162,44,0,10,4,30,680,186,421,73,2,1450,176,47.1006542,-119.3098556,0.2696,I90,1,4,4,5,16,Lep Re Kon Harvest Foods - Tesla Supercharger,47.103514,-119.310208,0.2259,53025011102,,,,,,,,,,,0.00061883,2,10474.81013,29000,12704.31373,29000,2,14
760,,47.1382275,-119.2788166,0,0,,,,,"47.1382274975452,-119.2788166",Grant,22162,44,0,10,4,30,680,186,421,73,2,1450,176,47.1006542,-119.3098556,2.9814,I90,2,4,4,6,15,EN Moses Lake,47.12852,-119.281584,0.684,53025010904,,,,,,,,,,,0.001902627,2,10835.92105,29000,12615.4717,29000,2,14
766,,46.3296096,-120.0125136,0,0,,,,,"46.3296095975452,-120.0125136",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,67,46.3062666,-120.0131528,1.6149,I82,2,2,2,6,44,SS Central Park,46.3227794,-120.015553,0.4943,53077002003,,,,,,,,,,,0.000627098,2,9736.071429,28000,9875.714286,28000,8,0
767,,46.3421691,-120.1949414,0,0,,,,,"46.3421690975452,-120.1949414",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,58,46.3492096,-120.1829591,0.7513,I82,0,0,4,7,44,CITY OF ZILLAH P&R SOUTH,46.405006,-120.270737,5.6548,53077002104,,,,,,,,,,,0.004572725,1,10244.41176,29000,9828.571429,26000,0,0
768,,46.5773685,-120.492165,0,1,Yakima Ice Rink,46.5964985,-120.4801896,1.4405,"46.5773684975452,-120.492165",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,34,46.5813427,-120.4718152,1.0058,I82,5,7,13,16,29,Valley Nissan,46.590246,-120.500687,0.9786,53077001400,Yakima,3444,423321000,144239.8595,2.138905466,23.10802033,Relatively Moderate,46.5616817,-120.4803555,98902,0.000648392,2,14195.03356,51000,15570.36697,51000,11,13
769,,46.6047503,-120.494242,1,1,Yakima Ice Rink,46.5964985,-120.4801896,0.8785,"46.6047502975452,-120.494242",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,33 B,46.6075314,-120.4880037,0.3534,I82,6,7,11,16,31,Holiday Inn Downtown Yakima - Tesla Destination,46.604581,-120.494951,0.0357,53077000100,Yakima,3095,770671000,1264.071316,1.136201274,29.88816481,Relatively High,46.6030436,-120.5074959,98902,0.000261033,2,14455.35211,51000,15420.45455,51000,11,13
770,,46.5854559,-120.5202561,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.052,"46.5854558975452,-120.5202561",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,33,46.6010707,-120.4823456,2.1009,I82,4,9,11,16,31,Valley Nissan,46.590246,-120.500687,0.9875,53077000700,Yakima,7072,655121000,0,1.131283107,24.85853722,Relatively High,46.5920019,-120.5185173,98902,0.000343539,2,14336.27586,51000,15843.45794,51000,13,13
771,,46.5856516,-120.5587721,0,1,Yakima Ice Rink,46.5964985,-120.4801896,3.8099,"46.5856515975452,-120.5587721",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,3.6755,I82,2,9,11,16,32,Y.V.M.H. NORTH PARKING-2,46.593746,-120.547564,0.7729,53077001000,Yakima,5885,532584000,32568.95043,1.004221186,19.6032509,Relatively Moderate,46.5890308,-120.551337,98902,0.000305226,2,14431.14286,51000,17260.70588,51000,13,13
772,,46.5922987,-120.5718514,0,1,Yakima Ice Rink,46.5964985,-120.4801896,4.3665,"46.5922986975452,-120.5718514",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,3.7265,I82,3,9,11,16,32,Y.V.M.H. NORTH PARKING-2,46.593746,-120.547564,1.1588,53077001000,Yakima,5885,532584000,32568.95043,1.004221186,19.6032509,Relatively Moderate,46.5890308,-120.551337,98902,0.000305226,2,14431.14286,51000,16288.10127,51000,13,13
774,,46.6087027,-120.5308568,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.5516,"46.6087026975452,-120.5308568",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,1.6229,I82,5,9,10,16,31,Y.V.M.H. NORTH PARKING-2,46.593746,-120.547564,1.3041,53077000500,Yakima,5202,524191000,0,0.960525637,23.75825554,Relatively Moderate,46.6048935,-120.5440076,98902,0.000292152,2,14431.14286,51000,16837.34043,51000,13,13
775,,46.6095018,-120.5183147,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.0228,"46.6095017975452,-120.5183147",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6236592,-120.5013238,1.2691,I82,7,9,11,16,31,3rd Street Parking,46.603762,-120.503347,0.8146,53077000600,Yakima,6953,300262000,0,0.590908261,21.27654608,Relatively Moderate,46.6074848,-120.5226786,98902,0.000179603,2,14431.14286,51000,16546.02041,51000,13,13
776,,46.6128033,-120.5308503,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.6586,"46.6128032975452,-120.5308503",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,1.3768,I82,4,9,11,16,32,3rd Street Parking,46.603762,-120.503347,1.4489,53077000301,,,,,,,,,,,0.0004969,2,14431.14286,51000,16180.51546,51000,13,13
777,,46.6145917,-120.5302061,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.6862,"46.6145916975452,-120.5302061",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,1.2568,I82,4,10,11,16,32,3rd Street Parking,46.603762,-120.503347,1.4799,53077000301,,,,,,,,,,,0.0004969,2,14431.14286,51000,15862.47525,51000,14,14
778,,46.6128192,-120.537171,0,1,Yakima Ice Rink,46.5964985,-120.4801896,2.9338,"46.6128191975452,-120.537171",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,31,46.6295568,-120.5152038,1.5587,I82,2,9,11,16,32,Y.V.M.H. NORTH PARKING-2,46.593746,-120.547564,1.4087,53077000301,,,,,,,,,,,0.0004969,2,14431.14286,51000,16460.10526,51000,13,13
779,,46.5998347,-120.5836388,0,1,Yakima Ice Rink,46.5964985,-120.4801896,4.9221,"46.5998346975452,-120.5836388",Yakima,149495,531,11,58,123,339,4736,694,3289,753,17,10551,30,46.6348173,-120.5228929,3.7663,I82,3,9,11,14,32,LODGES CHARGER GARAGES,46.588986,-120.60055,1.0996,53077000903,,,,,,,,,,,0.000325343,2,14551.88406,51000,14845,51000,13,13
780,,46.9759501,-120.4128974,0,0,,,,,"46.9759500975452,-120.4128974",Kittitas,24313,50,0,12,6,32,729,96,602,31,3,1561,115,46.9717185,-120.4073255,0.3935,I90,0,0,5,6,59,Holiday Inn Express - Tesla Supercharger,46.976918,-120.54162,6.0754,53037975700,Kittitas,4255,411374000,25329295.33,410.1771485,24.40257496,Relatively Moderate,46.8620898,-120.2290825,98901,0.127898423,0,10607.2093,33000,8472.857143,19000,0,0
782,,46.1199233,-122.8989767,0,11,Sun,46.1273343,-122.9416357,2.1084,"46.1199232975452,-122.8989767",Cowlitz,62162,149,2,48,25,74,1772,259,1373,140,14,3856,36 AB,46.113428,-122.8837037,0.8592,I5,3,3,4,6,83,Three Rivers Mall,46.139875,-122.901263,1.3844,53015001100,Cowlitz,5856,544724000,12348.27072,2.525631407,29.78061961,Relatively High,46.1280522,-122.9079652,98609,0.00085135,2,18995.32847,72000,17204.59184,72000,1,16
785,,46.1396699,-122.9134192,0,11,Nutty Narrows Bridge,46.1414132,-122.9403767,1.2976,"46.1396698975452,-122.9134192",Cowlitz,62162,149,2,48,25,74,1772,259,1373,140,14,3856,39,46.140454,-122.8976073,0.7598,I5,3,3,5,6,83,Three Rivers Mall,46.139875,-122.901263,0.5828,53015001100,Cowlitz,5856,544724000,12348.27072,2.525631407,29.78061961,Relatively High,46.1280522,-122.9079652,98609,0.00085135,2,18224.3662,72000,17381.86275,72000,1,16
787,,46.1668123,-122.911614,0,11,Nutty Narrows Bridge,46.1414132,-122.9403767,2.2329,"46.1668122975452,-122.911614",Cowlitz,62162,149,2,48,25,74,1772,259,1373,140,14,3856,40,46.1606476,-122.9031227,0.5893,I5,2,3,4,6,83,Panera Bread - Tesla Supercharger,46.143261,-122.898533,1.7455,53015001300,Cowlitz,3606,230952000,10380.0168,3.812939104,19.44598819,Relatively Moderate,46.1770179,-122.8873119,98626,0.001245829,2,17425.73333,72000,16256.01852,59000,1,16
816,,47.1615672,-122.4668741,0,7,,47.1317937,-122.4819816,2.1786,"47.1615671975452,-122.4668741",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,,47.1634222,-122.4791185,0.59,I5,5,31,110,174,500,PACIFIC LUTH U STATION 1,47.145087,-122.438886,1.7415,53053071704,Pierce,4360,294105000,0,0.522249673,32.66664696,Relatively High,47.1638216,-122.4667714,98444,0.000160496,2,42827.85714,219000,45786.02941,190000,64,4
817,,47.1614528,-122.4838952,0,9,,47.1317937,-122.4819816,2.0535,"47.1614527975452,-122.4838952",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,,47.1607735,-122.4816961,0.1136,I5,4,31,107,170,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,1.1055,53053071807,Pierce,3480,581020000,989.4513843,1.599631783,34.03839902,Relatively High,47.1696254,-122.4954777,98499,0.000501669,2,42683.72654,219000,46081.25,190000,64,4
818,,47.1796728,-122.4835025,0,9,Bradley BlockHouse & Flett House,47.1865766,-122.5185923,1.7174,"47.1796727975452,-122.4835025",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,127,47.170112,-122.4728734,0.8289,I5,4,44,113,183,500,TACOMA PARKS STAR CENTER #1,47.198314,-122.489257,1.3175,53053071808,Pierce,3920,252609000,1510.769572,0.75495914,34.33677587,Relatively High,47.1783805,-122.4746903,98413,0.000245703,2,41886.57143,219000,47726.9186,219000,90,9
821,,47.2428676,-122.3714251,0,7,Pacific Grill Events Center,47.2483674,-122.4377775,3.1388,"47.2428675975452,-122.3714251",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,136,47.2409478,-122.3796371,0.4079,I5,3,52,125,243,500,BJ's Bingo & Gaming,47.2439401,-122.3698252,0.1056,53053940002,Pierce,3945,942609000,230639.911,5.154739307,35.36071362,Relatively High,47.2491493,-122.3641906,98424,0.001613809,2,40002.18,219000,42406.62651,219000,102,15
823,,47.2291387,-122.4079782,0,5,Pacific Grill Events Center,47.2483674,-122.4377775,1.9307,"47.2291386975452,-122.4079782",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,135,47.2390248,-122.4109751,0.6982,I5,18,69,124,226,500,Portland Ave and 31st St,47.234632,-122.409949,0.3911,53053940007,Pierce,3150,200201000,1371.392584,0.96375731,32.39828459,Relatively High,47.232117,-122.4011947,98424,0.000299007,2,39565.18,219000,46344.03509,219000,138,16
824,,47.2435331,-122.449429,1,6,Pacific Grill Events Center,47.2483674,-122.4377775,0.6412,"47.2435330975452,-122.449429",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,,47.2469349,-122.4356094,0.6903,I5,50,80,115,238,500,COMMUNITY HOUSE COMMUNITY #3,47.248898,-122.453094,0.4091,53053061700,Pierce,4578,431744000,0,1.019874147,29.60535186,Relatively High,47.2386879,-122.4578238,98405,0.000313593,2,41343.76906,219000,45347.35955,219000,155,16
825,,47.2439447,-122.4501908,1,6,Pacific Grill Events Center,47.2483674,-122.4377775,0.6583,"47.2439446975452,-122.4501908",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,,47.2469349,-122.4356094,0.7153,I5,50,80,114,238,500,COMMUNITY HOUSE COMMUNITY #3,47.248898,-122.453094,0.3687,53053061400,Pierce,4442,505806000,0,0.357994547,30.4646898,Relatively High,47.2502437,-122.4483265,98402,0.000110035,2,41428.42451,219000,45347.35955,219000,155,16
827,,47.0538895,-122.706299,0,0,,,,,"47.0538894975452,-122.706299",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,114,47.0693763,-122.7105816,1.0901,I5,0,9,47,151,500,"Walgreens - Lacey, WA #6917",47.056479,-122.762767,2.6671,53067012320,Thurston,2839,200912000,3274918.489,11.51703887,31.8457354,Relatively High,47.0275683,-122.6839154,98513,0.003626234,1,38886.12903,146000,39617.70833,128000,18,7
828,,47.053828,-122.7776185,0,0,,,,,"47.0538279975452,-122.7776185",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,111,47.0597314,-122.7878727,0.6326,I5,6,21,56,103,500,"Walmart 3531 - Lacey, WA",47.059659,-122.77201,0.4822,53067011500,Thurston,5759,522436000,5464.989117,1.72019638,23.90205434,Relatively Moderate,47.0528069,-122.7795308,98503,0.000525698,2,34225.72254,133000,42748.07692,132000,40,27
829,,47.0346149,-122.8184193,0,0,,,,,"47.0346148975452,-122.8184193",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,109,47.046987,-122.8221884,0.874,I5,11,42,57,73,500,Lacey,47.042017,-122.825899,0.6217,53067011200,Thurston,4960,707363000,46543.00098,2.615936803,31.41347133,Relatively High,47.0464928,-122.816103,98503,0.000806903,2,33909.53488,133000,38332.94118,133000,73,29
830,,47.0436272,-122.8341293,0,0,,,,,"47.0436271975452,-122.8341293",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,108 B,47.0456194,-122.8345641,0.1393,I5,12,50,56,72,500,TARGET CORP LACEY 2,47.042275,-122.83436,0.0942,53067011200,Thurston,4960,707363000,46543.00098,2.615936803,31.41347133,Relatively High,47.0464928,-122.816103,98503,0.000806903,2,33647.29412,133000,36592.30769,133000,85,35
831,,47.0374553,-122.8466109,0,0,,,,,"47.0374552975452,-122.8466109",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,107,47.0434328,-122.8467917,0.4136,I5,12,51,55,68,500,FAST FUEL 2 STATION 2,47.044497,-122.845142,0.492,53067011200,Thurston,4960,707363000,46543.00098,2.615936803,31.41347133,Relatively High,47.0464928,-122.816103,98503,0.000806903,2,33263.65854,133000,36913.26531,133000,87,35
832,,47.0445273,-122.8450987,0,0,,,,,"47.0445272975452,-122.8450987",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,108,47.0445824,-122.8432981,0.085,I5,13,51,55,69,500,FAST FUEL 2 STATION 1,47.04451,-122.8451,0.0012,53067010300,Thurston,5064,689203000,6792.921554,1.532849651,25.03815966,Relatively High,47.0447883,-122.8734533,98506,0.000469539,2,33441.55689,133000,36255.20833,133000,87,35
833,,47.0477589,-122.8331307,0,0,,,,,"47.0477588975452,-122.8331307",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,108,47.046106,-122.8322178,0.1222,I5,12,48,56,73,500,Safeway,47.0495836,-122.8293703,0.2176,53067012224,,,,,,,,,,,0.00067951,2,34187.36842,133000,36854.44444,133000,82,34
834,,47.0476336,-122.8339994,0,0,,,,,"47.0476335975452,-122.8339994",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,108,47.046106,-122.8322178,0.135,I5,12,49,56,73,500,Safeway,47.0495836,-122.8293703,0.2565,53067012224,,,,,,,,,,,0.00067951,2,33647.29412,133000,36854.44444,133000,84,34
835,,47.0470091,-122.8447731,0,0,,,,,"47.0470090975452,-122.8447731",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,108,47.0445824,-122.8432981,0.1817,I5,13,51,56,69,500,FAST FUEL 2 STATION 1,47.04451,-122.8451,0.1735,53067010300,Thurston,5064,689203000,6792.921554,1.532849651,25.03815966,Relatively High,47.0447883,-122.8734533,98506,0.000469539,2,33267.5,133000,36255.20833,133000,87,35
836,,47.0240617,-122.9224283,0,0,,,,,"47.0240616975452,-122.9224283",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,103,47.0218225,-122.90597,0.7914,I5,27,45,54,62,500,Thurston County Juvenile Court,47.022994,-122.920898,0.1033,53067010910,Thurston,6567,786949000,38398.85706,2.428149532,23.07255156,Relatively Moderate,47.0150857,-122.928073,98501,0.000744412,2,30937.26708,133000,32011.12069,133000,76,32
845,,47.2830867,-122.3224345,2,2,Downhill Tubin',47.2760226,-122.3092236,0.7894,"47.2830866975452,-122.3224345",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,142 A,47.2842548,-122.3081914,0.6732,I5,1,19,132,263,500,"Walmart 3794 - Federal Way, WA",47.291494,-122.308894,0.8613,53033030304,King,2987,350926000,28206.93852,2.846074831,28.82410706,Relatively High,47.276685,-122.3301341,98003,0.000892129,2,38839.5,219000,36870.31579,200000,31,32
847,,47.4974895,-122.248629,0,1,SyKart Indoor Racing Center,47.4470029,-122.2425564,3.5037,"47.4974894975452,-122.248629",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,157,47.499529,-122.2737858,1.1841,I5,10,79,498,500,500,Tukwila,47.485346,-122.27222,1.3861,53033026102,,,,,,,,,,,0.000189199,2,45084.06,240000,42124.47273,220000,168,44
857,,47.9220901,-122.2076098,0,0,,,,,"47.9220900975452,-122.2076098",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,,47.9242083,-122.2047401,0.1979,I5,5,22,66,247,500,"Walmart 3053 - Everett, WA",47.913486,-122.213314,0.6513,53061041202,Snohomish,5791,506829000,0,1.023412772,27.03263743,Relatively High,47.9282413,-122.2252643,98203,0.000328087,2,34902.30137,187000,34845.54945,182000,30,19
858,,47.9677294,-122.1965963,0,2,Lake Stevens Monster,47.9969252,-122.1157727,4.2523,"47.9677293975452,-122.1965963",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,192,47.9684224,-122.1978473,0.0752,I5,5,17,44,172,500,HOPEWORKS STATION 1,47.97331,-122.201162,0.4401,53061040700,Snohomish,4726,814930000,13430.75559,1.083692561,28.31159542,Relatively High,47.9726652,-122.196742,98201,0.000345909,2,33921.31579,182000,29913.35526,182000,32,21
