gas_key,gas_name_x,gas_lat,gas_long,attr_cnt_1mile_x,attr_cnt_5mile_x,attr_name_x,attr_lat_x,attr_long_x,distance_to_nearest_attr_x,crime_coord_x,crime_county_x,crime_population_x,violent_crime_x,murder_nonnegligent_manslaughter_x,Rape1_x,Robbery_x,aggravated_assault_x,property_crime_x,Burglary_x,larceny_theft_x,motor_vehicle_theft_x,Arson_x,total_crime_x,exit_name_x,exit_lat_x,exit_long_x,distance_to_nearest_exit_x,exit_x,num_EV_in_2_miles_of_gas_x,num_EV_in_5_miles_of_gas_x,num_EV_in_10_miles_of_gas_x,num_EV_in_20_miles_of_gas_x,num_EV_in_50_miles_of_gas_x,Closest_EV_Station_name_x,Closest_EV_Station_lat_x,Closest_EV_Station_long_x,distance_to_closest_ev_station_x,nri_geoid_x,nri_county_x,nri_population_x,nri_build_value_x,nri_agri_value_x,nri_area_x,nri_risk_score_x,nri_risk_rating_x,nri_intpt_lat_x,nri_intpt_long_x,nri_zipcode_x,census_tract_area_x,census_tract_category_x,traff_cnt_10m_avg_x,traff_cnt_10m_max_x,traff_cnt_5m_avg_x,traff_cnt_5m_max_x,num_ev_2_charger_cnt_5mile,num_ev_fast_charger_cnt_5mile
1193,Safeway,47.5402413,-122.0197067,0,1,Fantastic Erratic,47.5302635,-122.0803656,2.9156,"47.540241300576,-122.019706660226",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,18,47.534314,-122.0172215,0.4261,I90,17,28,225,500,500,Discovery West Apartments,47.5365604,-122.0205442,0.2576,53033032220,,,,,,,,,,,0.00073047,2,39828.46442,185000,33563.09091,111000,55,11
1194,Safeway 0497 Fuel Station,47.75544927,-122.3128295,0,0,,,,,"47.7554492699141,-122.312829470614",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,176,47.7590893,-122.3270736,0.7086,I5,5,51,338,500,500,Safeway,47.754733,-122.312823,0.0495,53033020500,King,6327,702109000,0,1.050986246,32.4868311,Relatively High,47.7562524,-122.3138057,98155,0.000326406,2,43176.92149,201000,41365.94595,199000,88,37
1196,Safeway 1472 Fuel Station,48.4362121,-122.3373061,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,1.9457,"48.4362120998619,-122.337306125062",Skagit,75160,105,2,24,28,51,2343,278,1892,173,7,4903,227,48.4400618,-122.3411683,0.3199,I5,13,14,16,34,236,Safeway,48.4371714,-122.3369547,0.0683,53057952200,Skagit,4144,506757000,1567991.922,2.72763534,30.97596444,Relatively High,48.43986,-122.3421913,98273,0.000931019,2,20189.17241,72000,23057.77778,72000,24,5
1197,Safeway 1494 Fuel Station,47.70037795,-117.4471924,0,0,,,,,"47.7003779500197,-117.447192398029",Spokane,354635,1905,7,292,405,1201,18291,2362,14228,1701,51,40443,280 A,47.6527298,-117.4239379,3.4692,I90,4,31,54,69,75,Washington State Department of Ecology - Public Parking Lot,47.700624,-117.425573,1.0066,53063001100,Spokane,3278,320040000,773.5557995,0.889014527,12.79103928,Relatively Low,47.6930083,-117.4451693,99205,0.000275113,2,24365.20661,122000,29725.88785,122000,66,2
1199,Safeway 1528 Fuel Station,47.48755772,-121.7936056,0,2,Northern Pacific Railway Steam Rotary Snowplow 10,47.5365073,-121.8315207,3.8213,"47.4875577216784,-121.793605570906",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,31,47.4847084,-121.7925846,0.2028,I90,3,9,9,146,500,Sno Falls - Credit Union,47.48957,-121.79172,0.1647,53033032704,King,6014,732963000,915658.7303,6.596004019,30.40122299,Relatively High,47.4933201,-121.772091,98065,0.002072116,2,20653.92857,67000,19673.40426,67000,26,14
1204,Safeway Gas,47.31476195,-122.3180377,0,2,Downhill Tubin',47.2760226,-122.3092236,2.7113,"47.3147619496781,-122.318037725031",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,143,47.3116111,-122.2986827,0.9335,I5,5,17,142,310,500,Celebration Center - Tesla Supercharger,47.314888,-122.31487,0.1488,53033030314,King,3795,506196000,14587.34195,0.962197844,38.24996062,Very High,47.3080966,-122.3237353,98003,0.000296457,2,40120.24,219000,38538.74214,196000,27,31
1205,Shell,47.51770355,-122.315391,0,1,Seattle Escape Games,47.5570432,-122.338531,2.9278,"47.5177035499549,-122.315390953918",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,158,47.510988,-122.2842042,1.5292,I90,8,43,500,500,500,Ram Mounts - Tesla Destination,47.528324,-122.316751,0.7374,53033026400,King,5745,565603000,7962.772763,1.843736664,37.49101206,Very High,47.5090918,-122.3112029,98108,0.000602462,2,47677.68,240000,41211.48148,240000,59,38
1207,Shell,47.68169014,-122.3442194,1,8,Historic Carousel,47.6701584,-122.3521552,0.8791,"47.6816901401702,-122.344219382593",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,172,47.6855752,-122.3244676,0.9582,I5,24,230,500,500,500,THE MORROW APTS STATION 2,47.69158,-122.356266,0.8847,53033002700,King,5289,754424000,0,0.616720725,25.49509757,Relatively High,47.6868572,-122.3310895,98103,0.000188994,2,50124.80851,240000,48736.39053,201000,476,96
1209,Shell,47.61893444,-122.3563495,2,19,Roll Call,47.6099405,-122.342844,0.8852,"47.6189344362562,-122.356349469131",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,165 B,47.6127312,-122.3306233,1.274,I90,213,268,497,500,500,101 Elliott,47.619075,-122.359573,0.1506,53033007101,,,,,,,,,,,5.90E-05,2,49604.23503,240000,60761.59091,240000,610,74
1210,Shell,48.99366765,-122.7321414,0,0,,,,,"48.99366765,-122.7321414",Whatcom,112979,267,4,33,63,167,3000,356,2525,119,8,6542,275,48.9841696,-122.7328424,0.6578,I5,3,4,5,16,73,BLAINE STATION 1,48.995255,-122.75184,0.9007,53073010410,,,,,,,,,,,0.0031016,1,6176.981132,31000,4195.806452,11000,4,14
1211,Shell,47.6918006,-122.30657,0,5,Harry Partch Instrumentarium,47.657533,-122.305622,2.3707,"47.6918005998404,-122.306570000728",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,171,47.6836175,-122.3226278,0.9378,I5,23,108,500,500,500,Safeway Roosevelt Wa yNE,47.682585,-122.317187,0.8067,53033002000,King,3406,420264000,799.2311195,0.425994059,27.49992543,Relatively High,47.6954718,-122.3118714,98125,0.000135268,2,49156.12,240000,46538.13559,201000,218,59
1212,Shell,47.7083168,-122.3344069,0,5,Historic Carousel,47.6701584,-122.3521552,2.7658,"47.7083168000039,-122.334406899713",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.7084293,-122.3303797,0.1876,I5,21,68,500,500,500,Northgate Mall - Tesla Supercharger,47.706729,-122.327754,0.3286,53033000602,,,,,,,,,,,0.00028921,2,47138.39679,240000,42061.59794,199000,128,53
1215,Shell,47.66104025,-122.3169288,2,19,Three Brick Monoliths,47.6562225,-122.309832,0.4694,"47.6610402544973,-122.31692877551",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.6583538,-122.3219783,0.2998,I5,33,286,500,500,500,University of Washington - Parking Area W46,47.660696,-122.315595,0.0665,53033005305,,,,,,,,,,,2.54E-05,2,49040.1,240000,49718.875,201000,644,102
1217,Shell,47.67605444,-122.3190192,0,15,Harry Partch Instrumentarium,47.657533,-122.305622,1.4251,"47.6760544416769,-122.319019201768",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.6769065,-122.320662,0.0966,I5,30,261,500,500,500,VIDA APARTMENTS VIDA 1,47.678055,-122.314119,0.2669,53033003602,,,,,,,,,,,6.32E-05,2,50741.92,240000,48655.20468,201000,579,100
1221,Shell,47.59565025,-122.3268603,5,17,Comedy Underground,47.6005858,-122.333578,0.4634,"47.5956502499414,-122.326860308339",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,2:00 AM,47.5922816,-122.3261897,0.2351,I5,180,273,500,500,500,Union Station Parking Garage (#USPG),47.5975078,-122.328595,0.1518,53033009300,King,2354,2665611000,4027.060781,3.640583943,43.43900467,Very High,47.5771253,-122.330936,98134,0.001179659,2,47159.16,240000,60729.42857,240000,604,77
1222,Shell,47.4676484,-121.7168122,0,17,Twin Falls (Upper),47.4449569,-121.6967917,1.8277,"47.4676484000727,-121.716812217631",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,34,47.4670798,-121.722899,0.2873,I90,1,4,9,50,500,TA Petro - Tesla Supercharger,47.468033,-121.716442,0.0317,53033032704,King,6014,732963000,915658.7303,6.596004019,30.40122299,Relatively High,47.4933201,-121.772091,98065,0.002072116,2,19882.92308,67000,17974.70588,52000,5,14
1224,Shell,47.6497451,-122.3580442,0,18,Historic Carousel,47.6701584,-122.3521552,1.4384,"47.6497451,-122.3580442",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,168 B,47.6466548,-122.3229034,1.6514,I90,55,282,495,500,500,"FRED MEYER 608 (Ballard, WA)",47.659401,-122.369469,0.8541,53033006000,King,5150,812144000,1687.546451,0.521960483,37.52992058,Very High,47.6432313,-122.3527936,98109,0.000179864,2,48308.54214,240000,51204.17808,240000,631,94
1225,Shell,47.6622844,-122.3504671,1,18,Historic Carousel,47.6701584,-122.3521552,0.5503,"47.6622844,-122.35046705",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.6583538,-122.3219783,1.3548,I90,22,279,500,500,500,DC CORRIDOR WOODLAND ZOO DC,47.66547,-122.350292,0.2205,53033004901,,,,,,,,,,,5.95E-05,2,49357.87185,240000,50915.92105,201000,624,98
1226,Shell,47.6623769,-122.3502307,1,18,Historic Carousel,47.6701584,-122.3521552,0.5457,"47.6623769007104,-122.350230674288",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.6583538,-122.3219783,1.3453,I90,22,280,500,500,500,DC CORRIDOR WOODLAND ZOO DC,47.66547,-122.350292,0.214,53033004901,,,,,,,,,,,5.95E-05,2,49357.87185,240000,50915.92105,201000,624,102
1227,Shell,47.617005,-122.1797395,0,2,Microsoft Visitor Center,47.6426765,-122.1367218,2.6785,"47.6170050036651,-122.179739533222",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,13 A,47.6167683,-122.1889474,0.4296,I90,139,207,500,500,500,LNI Bellevue 120th NE,47.61541,-122.179484,0.111,53033023601,King,3812,660110000,8081.178831,1.776971134,30.88967294,Relatively High,47.6104071,-122.1717598,98005,0.000551471,2,48563.74,240000,45869.82955,185000,414,33
1229,Shell,46.1444177,-122.8959687,0,11,Nutty Narrows Bridge,46.1414132,-122.9403767,2.1384,"46.1444176994478,-122.895968681988",Cowlitz,62162,149,2,48,25,74,1772,259,1373,140,14,3856,39,46.140454,-122.8976073,0.2852,I5,2,3,4,6,83,Panera Bread - Tesla Supercharger,46.143261,-122.898533,0.1466,53015001200,Cowlitz,4386,396480000,79658.64296,7.747323503,26.13983691,Relatively High,46.1286383,-122.8728877,98626,0.002286976,2,17870.4,72000,17469.5,72000,1,16
1233,Shell,47.03930545,-122.8907466,0,0,,,,,"47.039305449935,-122.890746590125",Thurston,140883,467,2,70,110,285,4356,563,3373,420,17,9663,105 A,47.0359221,-122.8832424,0.4242,I5,24,48,54,67,500,CAPITAL GATEWAY STATION 1,47.035867,-122.894632,0.3002,53067010300,Thurston,5064,689203000,6792.921554,1.532849651,25.03815966,Relatively High,47.0447883,-122.8734533,98506,0.000469539,2,32170.82278,133000,35324.1,133000,82,28
1235,Shell,47.58596575,-122.143087,0,2,Microsoft Visitor Center,47.6426765,-122.1367218,3.9339,"47.5859657498319,-122.143087025265",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.5793637,-122.1417467,0.4609,I90,24,196,500,500,500,Bellevue College - Garage,47.585655,-122.147284,0.197,53033023401,King,3546,679266000,856.3999837,1.444492911,31.00460496,Relatively High,47.5868216,-122.1468183,98008,0.00044218,2,48941.48,240000,46140.50955,185000,403,31
1236,Shell,47.58131174,-122.3137314,0,15,Comedy Underground,47.6005858,-122.333578,1.6231,"47.5813117419591,-122.313731402137",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,163 B,47.5793559,-122.3193023,0.293,I5,49,253,500,500,500,North Beacon Hill,47.58002,-122.312203,0.1143,53033009400,King,5700,550847000,0,0.665281931,36.72253414,Very High,47.5880988,-122.3099702,98144,0.000201345,2,46514.14,240000,57786.71533,240000,567,67
1239,Shell,48.42144475,-122.345898,1,1,Skagit County Fairgrounds,48.4081452,-122.3401183,0.9574,"48.4214447499173,-122.345898040643",Skagit,75160,105,2,24,28,51,2343,278,1892,173,7,4903,226,48.4208727,-122.3349356,0.5048,I5,8,14,16,35,266,SKAGIT STATION SS2,48.417923,-122.334809,0.5643,53057952600,Skagit,3821,440632000,4995570.341,6.549787996,25.81569494,Relatively High,48.4048148,-122.3405544,98273,0.002190669,2,20585.72414,72000,23378.31325,72000,24,5
1240,Shell,47.62610665,-122.3460565,0,20,Roll Call,47.6099405,-122.342844,1.1282,"47.6261066500111,-122.346056500386",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,166,47.623249,-122.3287142,0.8323,I5,203,270,500,500,500,Four Points by Sheraton Downtown Seattle Center - Tesla Destination,47.625122,-122.344482,0.1001,53033006702,,,,,,,,,,,3.65E-05,2,50354.44924,240000,58985.2381,240000,615,73
1245,Shell,47.57620995,-122.1398741,0,2,Fantastic Erratic,47.5302635,-122.0803656,4.2212,"47.5762099499992,-122.139874149957",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.5785468,-122.1398773,0.1616,I90,24,194,500,500,500,Bellevue Nissan,47.580655,-122.143364,0.3479,53033024800,King,5668,769447000,5613.193302,1.45777868,32.00766992,Relatively High,47.5743868,-122.1520699,98006,0.00044728,2,48409.08,240000,46371.53374,185000,399,34
1247,Shell,47.6083476,-122.3165185,6,18,Sky View Observatory,47.6045393,-122.3308714,0.7193,"47.6083476007277,-122.316518524672",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.6034185,-122.3263149,0.5701,I5,219,277,500,500,500,First Hill Medical Building,47.60636,-122.321639,0.2755,53033008600,King,5055,599632000,0,0.274736284,32.69251902,Relatively High,47.6071013,-122.3166895,98104,8.51E-05,2,48058.48,240000,64342.35714,240000,612,81
1248,Shell,47.6143358,-122.3205159,2,19,Mystery Coke Machine,47.6200011,-122.3199008,0.3929,"47.6143357996673,-122.320515874983",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,166,47.613159,-122.3300795,0.4533,I5,224,276,500,500,500,Harvard Market,47.613498,-122.320931,0.0611,53033007503,,,,,,,,,,,2.24E-05,2,48476.82,240000,61085.91837,240000,618,80
1251,Shell,48.15218863,-122.1850802,0,1,Giant Arborvitae (Big Cedar Stump),48.1686403,-122.1891789,1.1536,"48.1521886289818,-122.1850802",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,206,48.1574791,-122.1898732,0.4276,I5,1,9,12,48,500,Safeway,48.1517906,-122.1817994,0.1539,53061052803,Snohomish,5103,557143000,4158496.829,5.46682594,24.1716142,Relatively Moderate,48.1335519,-122.1637626,98271,0.001705116,2,30446.16,138000,29913.55932,113000,13,21
1255,Shell,48.4363355,-122.3426268,0,1,Skagit County Fairgrounds,48.4081452,-122.3401183,1.9533,"48.4363355,-122.34262675",Skagit,75160,105,2,24,28,51,2343,278,1892,173,7,4903,227,48.4400618,-122.3411683,0.2663,I5,13,14,16,34,236,Burgermaster,48.439781,-122.341794,0.2414,53057952200,Skagit,4144,506757000,1567991.922,2.72763534,30.97596444,Relatively High,48.43986,-122.3421913,98273,0.000931019,2,20189.17241,72000,23403.44828,72000,24,5
1259,Shell,47.5453089,-122.1911841,0,0,,,,,"47.5453088997452,-122.191184052434",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,9,47.5532945,-122.1926629,0.5567,I90,2,129,500,500,500,Seattle Seahawks Practice Facility - Tesla Destination,47.53371,-122.19795,0.8623,53033024704,,,,,,,,,,,0.000415046,2,46646.14,240000,51749.14634,197000,308,30
1261,Shell,45.71801645,-122.657898,0,0,,,,,"45.71801645,-122.657898",Clark,259381,953,5,230,198,520,7013,1032,5117,864,43,15975,7 B,45.7173002,-122.6545494,0.1691,I5,4,9,61,69,79,Fred Meyer Salmon Creek - Tesla Supercharger,45.721613,-122.663762,0.3769,53011040909,Clark,5088,540178000,22569.94457,1.628717619,21.04679596,Relatively Moderate,45.7167412,-122.674888,98685,0.000488042,2,30674.18301,145000,35279.26829,126000,10,18
1262,Shell,47.54724915,-122.3213008,0,13,Seattle Escape Games,47.5570432,-122.338531,1.0517,"47.54724915,-122.3213008",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,161,47.5516486,-122.3170888,0.3623,I5,13,175,500,500,500,"BoA Georgetown WA3-129 (Seattle, WA)",47.547948,-122.318371,0.1451,53033010900,King,1287,895881000,8905.793107,1.845467946,38.43464169,Very High,47.5408335,-122.3175563,98108,0.000693402,2,46794.08,240000,52304.25373,240000,392,64
1263,Shell,45.6422728,-122.6467142,0,2,Vancouver Barracks,45.6258142,-122.6645573,1.4286,"45.6422727999602,-122.646714201598",Clark,259381,953,5,230,198,520,7013,1032,5117,864,43,15975,1 D,45.6421459,-122.6620037,0.7394,I5,14,31,51,68,77,CSG EV VANCOUVER DC1,45.639139,-122.62349,1.1439,53011041700,Clark,3919,269819000,0,0.437578663,19.76102897,Relatively Moderate,45.6411435,-122.6397927,98661,0.000129886,2,30397.49153,145000,31117.64706,134000,51,24
1265,Shell,47.882229,-122.2307859,0,0,,,,,"47.8822289997102,-122.230785874695",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,186,47.8847509,-122.2304597,0.1751,I5,5,29,104,500,500,"Walgreens - Everett, WA #4730",47.8789325,-122.2071316,1.1208,53061041701,Snohomish,4359,450290000,1273.597576,1.144105555,28.13338768,Relatively High,47.8899399,-122.2149774,98204,0.000405579,2,33896.78414,187000,37867.63975,182000,39,34
1266,Shell,47.88217315,-122.2366106,0,0,,,,,"47.8821731497055,-122.236610625399",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,186,47.8790697,-122.2369578,0.2153,I5,5,29,105,500,500,"Walmart 5195 - Everett, WA",47.893501,-122.256001,1.1929,53061041808,Snohomish,4114,281909000,1296.121697,0.652565662,25.26739836,Relatively High,47.8907824,-122.230897,98204,0.0002033,2,33713.89497,187000,37783.37423,182000,39,34
1271,Shell,45.67879227,-122.6671606,0,2,Vancouver Barracks,45.6258142,-122.6645573,3.6667,"45.6787922671878,-122.667160590135",Clark,259381,953,5,230,198,520,7013,1032,5117,864,43,15975,4,45.6844439,-122.6647131,0.4084,I5,2,32,50,69,77,Walmart 2947 Vancouver,45.687387,-122.660913,0.6668,53011041009,Clark,3578,380465000,0,0.940754511,23.12385633,Relatively Moderate,45.6860854,-122.6697017,98665,0.000282289,2,30719.86885,145000,31791.01796,134000,46,36
1273,Shell,45.69697215,-122.6541423,0,1,Vancouver Barracks,45.6258142,-122.6645573,4.9477,"45.6969721501207,-122.654142288311",Clark,259381,953,5,230,198,520,7013,1032,5117,864,43,15975,5,45.6983198,-122.6586364,0.2363,I5,5,33,50,69,79,"Walgreens - Vancouver, Wa #5816",45.692621,-122.657682,0.3462,53011040803,Clark,5035,507166000,729.9304336,1.456220373,21.76133374,Relatively Moderate,45.7000383,-122.6384194,98686,0.000436823,2,30777.48344,145000,32464.66667,134000,46,36
1275,Shell,47.52865485,-121.8760944,0,2,Snoqualmie Falls,47.5417386,-121.8381033,1.9917,"47.528654849637,-121.876094377609",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,25,47.5099852,-121.8758426,1.2914,I90,2,8,43,358,500,Snoqualmie Casino,47.519113,-121.841787,1.7331,53033032605,,,,,,,,,,,0.000559231,2,24212.97297,107000,21234.70588,67000,26,6
1277,Shell,47.15018385,-122.5023028,0,8,,47.1317239,-122.4824911,1.5809,"47.15018385,-122.50230275",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,126,47.1498355,-122.4998494,0.1179,I5,4,17,94,166,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,0.2237,53053071806,Pierce,4213,304375000,0,0.659715885,34.00073499,Relatively High,47.1444505,-122.5052549,98499,0.00019496,2,43886.92308,219000,47872.0339,190000,30,4
1283,Shell,47.47180305,-122.2851348,0,1,SyKart Indoor Racing Center,47.4470029,-122.2425564,2.6283,"47.4718030496433,-122.28513476328",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,154 B,47.4715907,-122.2689543,0.7567,I5,14,82,211,500,500,Walgreens #10995,47.474597,-122.285655,0.1948,53033028200,King,4718,358136000,804.3163861,1.041372693,31.93073111,Relatively High,47.4656308,-122.2755633,98131,0.000317044,2,47233.1893,240000,40455.65693,220000,175,39
1284,Shell,47.4849093,-122.2715897,0,1,SyKart Indoor Racing Center,47.4470029,-122.2425564,2.9526,"47.4849092997751,-122.271589671965",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,156,47.4861061,-122.2677827,0.1963,I5,10,89,407,500,500,Tukwila,47.485346,-122.27222,0.0422,53033027200,King,2558,438025000,3280.488981,1.283301889,34.22260056,Relatively High,47.4867948,-122.2813197,98168,0.000396122,2,46074.66,240000,41473.85965,220000,186,44
1285,Shell,47.6153444,-122.0373726,0,0,,,,,"47.6153443979,-122.037372566687",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,13,47.5597172,-122.0888533,4.5358,I90,7,47,268,500,500,Sammamish Highlands,47.614102,-122.034147,0.1732,53033032216,,,,,,,,,,,0.000518898,2,41332.57353,185000,39944.73684,111000,93,8
1286,Shell,47.58162545,-122.1676951,0,2,Microsoft Visitor Center,47.6426765,-122.1367218,4.4631,"47.58162545,-122.16769505",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.5807649,-122.170383,0.1388,I90,25,187,500,500,500,531631 - HQ Building 2 - P2,47.5786558,-122.1665252,0.2125,53033023401,King,3546,679266000,856.3999837,1.444492911,31.00460496,Relatively High,47.5868216,-122.1468183,98008,0.00044218,2,49281.54,240000,47394.75,185000,386,31
1287,Shell,47.5959408,-122.1495373,0,2,Microsoft Visitor Center,47.6426765,-122.1367218,3.2875,"47.5959408,-122.14953725",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,11 B,47.5792608,-122.1500318,1.154,I90,36,192,500,500,500,Spirit Wood Manor,47.5976,-122.142,0.3698,53033023401,King,3546,679266000,856.3999837,1.444492911,31.00460496,Relatively High,47.5868216,-122.1468183,98008,0.00044218,2,48380.08,240000,47140.26144,185000,393,31
1288,Shell,47.6173726,-122.153088,0,2,Microsoft Visitor Center,47.6426765,-122.1367218,1.9093,"47.6173725996526,-122.153087975087",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,14,47.6208515,-122.1885663,1.6716,I90,85,218,500,500,500,"Walgreens - Bellevue, WA #3662",47.6165569,-122.1537017,0.0633,53033023603,King,5963,597416000,806.4414542,0.783088601,29.51035251,Relatively High,47.6173889,-122.1507628,98005,0.00024018,2,50654.40605,240000,43116.79348,185000,440,36
1292,Shell,47.8176655,-122.2926942,0,0,,,,,"47.8176655,-122.29269415",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,,47.8162173,-122.2884729,0.2202,I5,22,47,137,500,500,Lynnwood Apartments,47.816836,-122.290084,0.1341,53061051402,,,,,,,,,,,0.000304438,2,38639.44568,199000,40306.88525,187000,91,21
1293,Shell,47.8174755,-122.2929999,0,0,,,,,"47.8174755,-122.2929999",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,,47.8162173,-122.2884729,0.2276,I5,22,47,137,500,500,Lynnwood Apartments,47.816836,-122.290084,0.1425,53061051402,,,,,,,,,,,0.000304438,2,38639.44568,199000,40306.88525,187000,91,21
1298,Spirit,47.82085425,-122.2625851,0,0,,,,,"47.82085425,-122.26258505",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,182,47.8255503,-122.2701076,0.477,I5,21,42,140,500,500,Whole Foods Lynnwood,47.820256,-122.271361,0.4097,53061051930,,,,,,,,,,,0.000369703,2,39607.54505,199000,42769.72222,187000,84,31
1299,Standard,47.57630395,-122.1405709,0,2,Fantastic Erratic,47.5302635,-122.0803656,4.2475,"47.57630395,-122.14057085",King,1868675,6725,53,729,2217,3726,68000,11346,48272,8382,193,149643,,47.5785468,-122.1398773,0.1585,I90,24,194,500,500,500,Bellevue Nissan,47.580655,-122.143364,0.328,53033024800,King,5668,769447000,5613.193302,1.45777868,32.00766992,Relatively High,47.5743868,-122.1520699,98006,0.00044728,2,48409.08,240000,46371.53374,185000,399,34
1300,Sunset Food Mart,47.6489754,-117.4509931,0,0,,,,,"47.6489754,-117.45099305",Spokane,354635,1905,7,292,405,1201,18291,2362,14228,1701,51,40443,279,47.6482749,-117.4478267,0.1553,I90,13,44,53,69,75,4DEGREES STATION 1,47.65593,-117.43163,1.0225,53063003800,Spokane,1746,213511000,2610.46534,1.28022929,12.29994747,Very Low,47.6481654,-117.465186,99204,0.000394946,2,24475.2766,122000,29329.82456,122000,92,2
1301,Tahoma,47.24289585,-122.3825947,0,7,Pacific Grill Events Center,47.2483674,-122.4377775,2.6187,"47.2428958499995,-122.382594650035",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,136,47.2409478,-122.3796371,0.1935,I5,4,63,126,241,500,BJ's Bingo & Gaming,47.2439401,-122.3698252,0.604,53053940002,Pierce,3945,942609000,230639.911,5.154739307,35.36071362,Relatively High,47.2491493,-122.3641906,98424,0.001613809,2,39688.58,219000,43475.3012,219000,124,19
1306,Texaco,47.8816977,-122.2295281,0,0,,,,,"47.8816977,-122.2295281",Snohomish,427282,940,9,141,219,571,11159,1446,8125,1588,35,24233,186,47.8847509,-122.2304597,0.2156,I5,5,29,104,500,500,"Walgreens - Everett, WA #4730",47.8789325,-122.2071316,1.0565,53061041704,Snohomish,5024,690089000,2556.097589,1.559037791,26.33121605,Relatively High,47.8673757,-122.2251849,98204,0.000486738,2,33896.78414,187000,37867.63975,182000,39,34
1308,Texaco,46.5467868,-122.8710202,0,1,World's Largest Egg,46.4933269,-122.9378909,4.879,"46.5467868,-122.87102015",Lewis,27442,83,1,17,20,45,1072,150,856,66,1,2311,68,46.5427855,-122.876513,0.3806,I5,0,0,0,7,109,TWIN TRANSIT MELLEN ST. 2,46.711291,-122.976524,12.4335,53041971300,Lewis,5571,452621000,8166526.581,41.19736062,34.53151275,Relatively High,46.5334802,-122.8783035,98596,0.012507247,0,18145.9375,75000,17349.47368,61000,0,0
1309,Texaco,47.14165299,-122.5039368,0,7,Canadian Vickers SA-10A Catalina,47.1309154,-122.4838118,1.2035,"47.1416529897996,-122.503936823795",Pierce,471475,2836,19,285,654,1878,19355,3106,13641,2608,149,44531,126,47.1447738,-122.5087172,0.3117,I5,3,14,92,177,500,LAKEVIEW L&P 1 LLP 1,47.153199,-122.504023,0.7987,53053071806,Pierce,4213,304375000,0,0.659715885,34.00073499,Relatively High,47.1444505,-122.5052549,98499,0.00019496,2,43703.27273,219000,42485.48387,190000,26,0
