,Longitude,Latitude,name,Coord,County
69,-122.449191,48.9442170975452,76 Gas Station,"48.9442170975452,-122.449191",Whatcom County
70,-122.2926599,47.1626200975452,7-Eleven,"47.1626200975452,-122.2926599",Pierce County
71,-122.2804117,47.8827630975452,7-Eleven,"47.8827630975452,-122.2804117",Snohomish County
72,-122.3007033,47.9218347975452,7-Eleven,"47.9218347975452,-122.3007033",Snohomish County
73,-122.800855,47.0374532975452,7-Eleven,"47.0374532975452,-122.800855",Thurston County
74,-122.4775168,47.2554532975452,7-Eleven,"47.2554532975452,-122.4775168",Pierce County
75,-122.075005,47.5799156975452,7-Eleven,"47.5799156975452,-122.075005",King County
76,-122.1540725,47.6312503975452,7-Eleven,"47.6312503975452,-122.1540725",King County
77,-122.3280501,47.6648265975452,7-Eleven,"47.6648265975452,-122.3280501",King County
78,-122.2274112,47.9221907975452,7-Eleven,"47.9221907975452,-122.2274112",Snohomish County
79,-119.2793752,46.2940790975452,7-Eleven,"46.2940790975452,-119.2793752",Benton County
80,-119.2733006,46.3186836975452,7-Eleven,"46.3186836975452,-119.2733006",Benton County
81,-120.5485852,46.9993060975452,7-Eleven,"46.9993060975452,-120.5485852",Kittitas County
82,-123.8413082,46.9749480975452,7-Eleven,"46.9749480975452,-123.8413082",Aberdeen
83,-120.5332538,47.0022181975452,7-Eleven,"47.0022181975452,-120.5332538",Kittitas County
84,-122.4724303,47.2144543975452,7-Eleven,"47.2144543975452,-122.4724303",Pierce County
85,-122.4659711,47.2423775975452,7-Eleven,"47.2423775975452,-122.4659711",Pierce County
86,-122.6091848,47.5189860975452,7-Eleven,"47.5189860975452,-122.6091848",Kitsap County
87,-122.6145022,48.5127994975452,7-Eleven,"48.5127994975452,-122.6145022",Skagit County
88,-122.2037452,48.7157781975452,Acme General Store,"48.7157781975452,-122.2037452",Whatcom County
89,-122.9177646,46.9688920975452,Airport Fuel Farm,"46.9688920975452,-122.9177646",Thurston County
90,-122.4332768,47.1187781975452,Albertsons Gas,"47.1187781975452,-122.4332768",Pierce County
91,-119.979314,46.3089197975452,Ameristar,"46.3089197975452,-119.979314",Yakima County
92,-122.6996591,47.1650774975452,Anderson Island Gas Station,"47.1650774975452,-122.6996591",Pierce County
93,-122.3362076,47.4599067975452,Andy's,"47.4599067975452,-122.3362076",King County
94,-122.2982662,47.8206265975452,Arco,"47.8206265975452,-122.2982662",Snohomish County
95,-122.9745094,46.7262007975452,Arco,"46.7262007975452,-122.9745094",Lewis County
96,-122.2934345,47.1508715975452,Arco,"47.1508715975452,-122.2934345",Pierce County
97,-123.8245127,46.9693500975452,Arco,"46.9693500975452,-123.8245127",Aberdeen
98,-120.5213968,46.6647384975452,Arco,"46.6647384975452,-120.5213968",Yakima County
99,-122.3559758,47.0960426975452,Arco,"47.0960426975452,-122.3559758",Pierce County
100,-122.285691,47.8900744975452,Arco,"47.8900744975452,-122.285691",Snohomish County
101,-122.1434772,47.6823549975452,Arco,"47.6823549975452,-122.1434772",King County
102,-122.7222738,47.0656862975452,Arco,"47.0656862975452,-122.7222738",Thurston County
103,-122.5531658,45.7091239975452,Arco,"45.7091239975452,-122.5531658",Clark County
104,-120.5098608,46.5709654975452,Arco,"46.5709654975452,-120.5098608",Yakima County
105,-122.2113097,47.9635064975452,Arco,"47.9635064975452,-122.2113097",Snohomish County
106,-122.1754757,47.7043385975452,ARCO,"47.7043385975452,-122.1754757",King County
107,-122.3104218,47.7341621975452,ARCO,"47.7341621975452,-122.3104218",King County
108,-121.776283,47.8685492975452,ARCO,"47.8685492975452,-121.776283",Snohomish County
109,-119.9780366,46.3092032975452,ARCO,"46.3092032975452,-119.9780366",Yakima County
110,-122.2942348,47.0526876975452,ARCO,"47.0526876975452,-122.2942348",Pierce County
111,-120.7074431,46.7300653975452,ARCO,"46.7300653975452,-120.7074431",Yakima County
112,-121.8883743,47.5671349975452,ARCO,"47.5671349975452,-121.8883743",King County
113,-122.1537127,47.4485215975452,ARCO,"47.4485215975452,-122.1537127",King County
114,-122.3487698,47.4813655975452,ARCO,"47.4813655975452,-122.3487698",King County
115,-122.2928594,47.1117490975452,ARCO,"47.1117490975452,-122.2928594",Pierce County
116,-122.9568898,46.6471458975452,ARCO,"46.6471458975452,-122.9568898",Lewis County
117,-122.4777528,48.7142780975452,ARCO,"48.7142780975452,-122.4777528",Whatcom County
118,-122.4855668,48.7948362975452,ARCO,"48.7948362975452,-122.4855668",Whatcom County
119,-122.4859331,48.9406947975452,ARCO,"48.9406947975452,-122.4859331",Whatcom County
120,-122.210435,47.7659670975452,ARCO,"47.7659670975452,-122.210435",King County
121,-122.4337542,47.1813362975452,ARCO,"47.1813362975452,-122.4337542",Pierce County
122,-122.1658442,47.3583163975452,ARCO,"47.3583163975452,-122.1658442",King County
123,-123.0126769,46.8019079975452,ARCO,"46.8019079975452,-123.0126769",Thurston County
124,-122.152847,47.1677094975452,ARCO,"47.1677094975452,-122.152847",Pierce County
125,-122.1872514,47.1777592975452,ARCO,"47.1777592975452,-122.1872514",Pierce County
126,-122.2437794,47.2034920975452,ARCO,"47.2034920975452,-122.2437794",Pierce County
127,-122.4841115,47.1662399975452,ARCO,"47.1662399975452,-122.4841115",Pierce County
128,-122.1929283,47.2886904975452,ARCO,"47.2886904975452,-122.1929283",King County
129,-122.0359822,47.5384558975452,ARCO,"47.5384558975452,-122.0359822",King County
130,-122.0596399,47.5515933975452,ARCO,"47.5515933975452,-122.0596399",King County
131,-122.1675135,47.6277945975452,ARCO,"47.6277945975452,-122.1675135",King County
132,-122.1661679,47.7539873975452,ARCO,"47.7539873975452,-122.1661679",King County
133,-122.2064099,47.8784911975452,ARCO,"47.8784911975452,-122.2064099",Snohomish County
134,-120.6619848,47.0537515975452,ARCO,"47.0537515975452,-120.6619848",Kittitas County
135,-120.1798671,46.3447958975452,ARCO,"46.3447958975452,-120.1798671",Yakima County
136,-120.4756524,46.5627193975452,ARCO,"46.5627193975452,-120.4756524",Union Gap
137,-122.5891944,46.9328874975452,ARCO,"46.9328874975452,-122.5891944",Thurston County
138,-122.4627113,47.2505376975452,ARCO,"47.2505376975452,-122.4627113",Pierce County
139,-122.1864208,47.3866326975452,ARCO,"47.3866326975452,-122.1864208",King County
140,-122.6767302,47.6539171975452,ARCO,"47.6539171975452,-122.6767302",Kitsap County
141,-122.2242794,47.9255185975452,ARCO,"47.9255185975452,-122.2242794",Snohomish County
142,-122.2015591,47.9934160975452,ARCO,"47.9934160975452,-122.2015591",Snohomish County
143,-119.0393259,46.9708002975452,Astro,"46.9708002975452,-119.0393259",Grant County
144,-120.5428921,46.9765548975452,Astro,"46.9765548975452,-120.5428921",Kittitas County
145,-122.9367196,46.1373038975452,Astro,"46.1373038975452,-122.9367196",Cowlitz County
146,-122.9367947,46.1372165975452,Astro,"46.1372165975452,-122.9367947",Cowlitz County
147,-122.1833792,48.1347618975452,Astro,"48.1347618975452,-122.1833792",Snohomish County
148,-122.389441,47.9317332975452,Bailey's Corner Store,"47.9317332975452,-122.389441",Island County
149,-122.398725,48.8034720975452,Baker Bear Grocery,"48.8034720975452,-122.398725",Whatcom County
150,-122.4430444,48.7891033975452,Bakerview Shell,"48.7891033975452,-122.4430444",Whatcom County
151,-122.4495015,47.2647642975452,Ball Auto,"47.2647642975452,-122.4495015",Pierce County
152,-122.4592936,48.0008468975452,Bayview Mobil,"48.0008468975452,-122.4592936",Island County
153,-122.6898814,45.7074263975452,B&B Gas & Groceries,"45.7074263975452,-122.6898814",Clark County
154,-118.7368121,48.6419129975452,Beaver Trap Junction,"48.6419129975452,-118.7368121",Ferry County
155,-118.388315,46.0382253975452,Beeline Automotive,"46.0382253975452,-118.388315",Walla Walla County
156,-120.004349,47.8398120975452,Bills Gas,"47.8398120975452,-120.004349",Chelan County
157,-122.6793859,48.4924590975452,Boat Fueling Station,"48.4924590975452,-122.6793859",Skagit County
158,-122.131077,47.7618112975452,BP,"47.7618112975452,-122.131077",King County
159,-122.897503,47.6937719975452,Brinnon Fuels,"47.6937719975452,-122.897503",Jefferson County
160,-122.3344006,47.4701892975452,B TOWN 76,"47.4701892975452,-122.3344006",King County
161,-117.3653794,46.8901877975452,Bush,"46.8901877975452,-117.3653794",Whitman County
162,-119.8803882,46.2531614975452,Cenex,"46.2531614975452,-119.8803882",Yakima County
163,-117.3638373,46.8883472975452,Cenex,"46.8883472975452,-117.3638373",Whitman County
164,-119.8594695,47.0832883975452,CENEX,"47.0832883975452,-119.8594695",Grant County
165,-117.3717069,47.6633056975452,Cenex TRENT CARDTROL,"47.6633056975452,-117.3717069",Spokane County
166,-120.4730299,46.5810841975452,CFN,"46.5810841975452,-120.4730299",Yakima County
167,-122.9056643,46.6071279975452,CFN,"46.6071279975452,-122.9056643",Lewis County
168,-121.9852008,47.2009477975452,CFN,"47.2009477975452,-121.9852008",King County
169,-122.3371813,47.2338613975452,CFN,"47.2338613975452,-122.3371813",Pierce County
170,-119.0514345,48.9452061975452,Chesaw Highland Store,"48.9452061975452,-119.0514345",Okanogan County
171,-121.8861402,45.6928745975452,Cheveron,"45.6928745975452,-121.8861402",Skamania County
172,-122.7050677,45.8504322975452,Cheveron,"45.8504322975452,-122.7050677",Northwest 31st Avenue
173,-122.4754357,47.2222451975452,Chevron,"47.2222451975452,-122.4754357",Pierce County
174,-122.7491203,48.9977979975452,Chevron,"48.9977979975452,-122.7491203",Whatcom County
175,-122.2146149,48.8242410975452,Chevron,"48.8242410975452,-122.2146149",Whatcom County
176,-122.3578584,47.2392200975452,Chevron,"47.2392200975452,-122.3578584",Pierce County
177,-122.4630397,48.7561324975452,Chevron,"48.7561324975452,-122.4630397",Whatcom County
178,-122.4205524,47.1920392975452,Chevron,"47.1920392975452,-122.4205524",Pierce County
179,-123.3684381,46.1980084975452,Chevron,"46.1980084975452,-123.3684381",Wahkiakum County
180,-117.3640119,46.8907301975452,Chevron,"46.8907301975452,-117.3640119",Whitman County
181,-118.6687693,46.0404941975452,Chevron,"46.0404941975452,-118.6687693",Walla Walla County
182,-120.0206434,46.3089844975452,Chevron,"46.3089844975452,-120.0206434",Yakima County
183,-119.8536569,47.2330617975452,Chevron,"47.2330617975452,-119.8536569",Quincy
184,-122.9060941,46.1848835975452,Chevron,"46.1848835975452,-122.9060941",Cowlitz County
185,-122.2200035,47.4795601975452,Chevron,"47.4795601975452,-122.2200035",King County
186,-122.1594972,47.7546598975452,Chevron,"47.7546598975452,-122.1594972",King County
187,-122.2799451,47.8833478975452,Chevron,"47.8833478975452,-122.2799451",Snohomish County
188,-121.8133377,47.8621322975452,Chevron,"47.8621322975452,-121.8133377",Snohomish County
189,-122.8914419,47.0399304975452,Chevron,"47.0399304975452,-122.8914419",Thurston County
190,-119.999631,46.3278759975452,Chevron,"46.3278759975452,-119.999631",Yakima County
191,-120.3275735,46.3751781975452,Chevron,"46.3751781975452,-120.3275735",Yakima County
192,-120.6951666,46.7269699975452,Chevron,"46.7269699975452,-120.6951666",Yakima County
193,-122.27573,46.5538927975452,Chevron,"46.5538927975452,-122.27573",Morton
194,-122.9552459,46.6463652975452,Chevron,"46.6463652975452,-122.9552459",Lewis County
195,-120.9407675,47.1949619975452,Chevron,"47.1949619975452,-120.9407675",Kittitas County
196,-121.9893426,47.2141050975452,Chevron,"47.2141050975452,-121.9893426",King County
197,-120.4537074,47.5196788975452,Chevron,"47.5196788975452,-120.4537074",Chelan County
198,-121.7770348,47.8675865975452,Chevron,"47.8675865975452,-121.7770348",Snohomish County
199,-122.7412698,47.0609871975452,Chevron,"47.0609871975452,-122.7412698",Thurston County
200,-122.7216569,47.0657884975452,Chevron,"47.0657884975452,-122.7216569",Thurston County
201,-122.3345438,47.5495204975452,Chevron,"47.5495204975452,-122.3345438",King County
202,-122.2332735,47.7560094975452,Chevron,"47.7560094975452,-122.2332735",King County
203,-122.5014136,48.3904864975452,Chevron,"48.3904864975452,-122.5014136",Skagit County
204,-123.0039779,48.0201382975452,Chevron,"48.0201382975452,-123.0039779",Clallam County
205,-123.1721234,48.0790118975452,Chevron,"48.0790118975452,-123.1721234",Clallam County
206,-122.2932722,47.1495814975452,Chevron,"47.1495814975452,-122.2932722",Pierce County
207,-122.4582975,48.7723261975452,Chevron,"48.7723261975452,-122.4582975",Whatcom County
208,-122.4125822,47.2421218975452,Chevron,"47.2421218975452,-122.4125822",Pierce County
209,-122.291978,47.2053531975452,Chevron,"47.2053531975452,-122.291978",Pierce County
210,-122.471262,48.7447840975452,Chevron,"48.7447840975452,-122.471262",Whatcom County
211,-122.4750012,48.7297252975452,Chevron,"48.7297252975452,-122.4750012",Whatcom County
212,-122.2940514,47.1876782975452,Chevron,"47.1876782975452,-122.2940514",Pierce County
213,-122.1059361,48.0040983975452,Chevron,"48.0040983975452,-122.1059361",Snohomish County
214,-122.4859352,48.9388226975452,Chevron,"48.9388226975452,-122.4859352",Whatcom County
215,-121.8306133,47.8585254975452,Chevron,"47.8585254975452,-121.8306133",Snohomish County
216,-122.2525839,47.2497193975452,Chevron,"47.2497193975452,-122.2525839",Pierce County
217,-122.0367257,47.5377058975452,Chevron,"47.5377058975452,-122.0367257",King County
218,-121.9755167,45.6398841975452,Chevron,"45.6398841975452,-121.9755167",Skamania County
219,-121.8813558,45.6949392975452,Chevron,"45.6949392975452,-121.8813558",Skamania County
220,-122.9783507,46.7283603975452,Chevron,"46.7283603975452,-122.9783507",Lewis County
221,-119.2818444,46.3007044975452,Chevron,"46.3007044975452,-119.2818444",Benton County
222,-119.9217089,46.2675056975452,Chevron,"46.2675056975452,-119.9217089",Yakima County
223,-120.2778035,46.4060911975452,Chevron,"46.4060911975452,-120.2778035",Yakima County
224,-122.3151932,47.5241334975452,Chevron,"47.5241334975452,-122.3151932",King County
225,-122.0107703,48.0715126975452,Chevron,"48.0715126975452,-122.0107703",Lochsloy
226,-122.2276006,47.6208689975452,Chevron,"47.6208689975452,-122.2276006",King County
227,-119.2463028,47.1020658975452,Chevron,"47.1020658975452,-119.2463028",Grant County
228,-120.5416555,46.9757505975452,Chevron,"46.9757505975452,-120.5416555",Kittitas County
229,-121.9570107,46.5355248975452,Chevron,"46.5355248975452,-121.9570107",Lewis County
230,-123.0193702,46.9020262975452,Chevron,"46.9020262975452,-123.0193702",Thurston County
231,-120.5858983,47.0059763975452,Chevron,"47.0059763975452,-120.5858983",Ellensburg
232,-122.0496079,47.1287647975452,Chevron,"47.1287647975452,-122.0496079",Pierce County
233,-122.0380399,47.1581762975452,Chevron,"47.1581762975452,-122.0380399",Buckley
234,-122.1433802,47.1671591975452,Chevron,"47.1671591975452,-122.1433802",Pierce County
235,-122.1847311,47.1747439975452,Chevron,"47.1747439975452,-122.1847311",Pierce County
236,-122.5842581,47.2751083975452,Chevron,"47.2751083975452,-122.5842581",Pierce County
237,-123.0918771,47.1999371975452,Chevron,"47.1999371975452,-123.0918771",Shelton
238,-123.0096406,47.2660383975452,Chevron,"47.2660383975452,-123.0096406",East State Route 3
239,-123.849218,47.4661071975452,Chevron,"47.4661071975452,-123.849218",Grays Harbor County
240,-122.2976155,47.5781143975452,Chevron,"47.5781143975452,-122.2976155",King County
241,-122.3448137,47.7417968975452,Chevron,"47.7417968975452,-122.3448137",King County
242,-122.669343,47.6874587975452,Chevron,"47.6874587975452,-122.669343",Kitsap County
243,-122.109756,47.8015080975452,Chevron,"47.8015080975452,-122.109756",Snohomish County
244,-122.1167502,47.8486839975452,Chevron,"47.8486839975452,-122.1167502",Snohomish County
245,-122.3135036,47.7768974975452,Chevron,"47.7768974975452,-122.3135036",King County
246,-122.2289414,47.9216345975452,Chevron,"47.9216345975452,-122.2289414",Snohomish County
247,-122.201882,47.9821519975452,Chevron,"47.9821519975452,-122.201882",Snohomish County
248,-122.5695273,47.8044417975452,Chevron,"47.8044417975452,-122.5695273",Kitsap County
249,-122.2573619,48.5017133975452,Chevron,"48.5017133975452,-122.2573619",Skagit County
250,-122.2652836,48.9965024975452,Chevron,"48.9965024975452,-122.2652836",Whatcom County
251,-122.7259052,48.9355185975452,Chevron,"48.9355185975452,-122.7259052",Whatcom County
252,-122.8069464,46.9969877975452,Chevron Gas Station,"46.9969877975452,-122.8069464",Thurston County
253,-121.9751074,48.0830372975452,Chevron Station,"48.0830372975452,-121.9751074",Snohomish County
254,-120.7005055,46.7285784975452,Circle K,"46.7285784975452,-120.7005055",Yakima County
255,-122.4733892,47.2146711975452,Circle K,"47.2146711975452,-122.4733892",Pierce County
256,-119.4415227,48.7049048975452,Coleman Oil,"48.7049048975452,-119.4415227",Okanogan County
257,-117.8767617,47.6696737975452,Colville's Too,"47.6696737975452,-117.8767617",Lincoln County
258,-120.6612486,47.0535539975452,Comdata CFN,"47.0535539975452,-120.6612486",Kittitas County
259,-120.0206192,46.3082340975452,Conoco,"46.3082340975452,-120.0206192",Yakima County
260,-120.5381169,46.9706967975452,Conoco,"46.9706967975452,-120.5381169",Kittitas County
261,-119.7599022,46.2110838975452,Conoco,"46.2110838975452,-119.7599022",Benton County
262,-119.9098226,46.2575773975452,Conoco,"46.2575773975452,-119.9098226",Yakima County
263,-119.9100801,46.2577219975452,Conoco,"46.2577219975452,-119.9100801",Yakima County
264,-120.3247196,46.3748820975452,Conoco,"46.3748820975452,-120.3247196",Yakima County
265,-120.3178209,46.3751946975452,Conoco,"46.3751946975452,-120.3178209",Yakima County
266,-120.5869983,47.0070638975452,Conoco,"47.0070638975452,-120.5869983",Ellensburg
267,-119.4744757,46.2517888975452,Conoco,"46.2517888975452,-119.4744757",Benton County
268,-118.7088659,47.7591865975452,Conoco,"47.7591865975452,-118.7088659",Wilbur
269,-118.7537818,46.7940530975452,Conoco,"46.7940530975452,-118.7537818",Pence Road
270,-117.1962615,47.6899266975452,Conoco,"47.6899266975452,-117.1962615",Spokane County
271,-120.1803222,46.3463267975452,Conoco,"46.3463267975452,-120.1803222",Yakima County
272,-117.3640078,46.8887041975452,Conoco,"46.8887041975452,-117.3640078",Whitman County
273,-119.2851282,46.3115286975452,Conoco,"46.3115286975452,-119.2851282",Benton County
274,-119.8977689,46.2562216975452,Conoco,"46.2562216975452,-119.8977689",Yakima County
275,-119.248285,47.1013410975452,Conoco,"47.1013410975452,-119.248285",Grant County
276,-120.5076614,46.6063441975452,Conoco,"46.6063441975452,-120.5076614",Yakima County
277,-117.3041697,48.3373396975452,Conoco,"48.3373396975452,-117.3041697",Cusick
278,-122.8688457,47.0452087975452,Conoco/Phillips,"47.0452087975452,-122.8688457",Thurston County
279,-123.0987656,48.0799600975452,Co-Op Farm & Garden,"48.0799600975452,-123.0987656",Sequim
280,-122.2077097,47.9047217975452,Costco Gasoline,"47.9047217975452,-122.2077097",Snohomish County
281,-122.5135634,48.7900867975452,Costco Gasoline,"48.7900867975452,-122.5135634",Whatcom County
282,-122.4681592,47.2235669975452,Costco Gasoline,"47.2235669975452,-122.4681592",Pierce County
283,-122.0507789,47.5503195975452,Costco Gasoline,"47.5503195975452,-122.0507789",King County
284,-122.918618,46.9963293975452,Costco Gasoline,"46.9963293975452,-122.918618",Thurston County
285,-120.2811181,47.4032736975452,Costco Gasoline,"47.4032736975452,-120.2811181",Douglas County
286,-122.3084655,47.1572912975452,Costco Gasoline,"47.1572912975452,-122.3084655",Pierce County
287,-122.7604415,47.0580377975452,Costco Gasoline,"47.0580377975452,-122.7604415",Thurston County
288,-122.8849055,48.6960268975452,Country Corner,"48.6960268975452,-122.8849055",San Juan County
289,-123.4498251,48.1187742975452,DEF Fuel,"48.1187742975452,-123.4498251",Clallam County
290,-122.5524432,48.9355402975452,Delta Gas & Grocery,"48.9355402975452,-122.5524432",Whatcom County
291,-122.1885531,48.0998082975452,Donna's Truck Stop,"48.0998082975452,-122.1885531",Snohomish County
292,-122.3692805,47.6652557975452,Dr. Dan's Biodiesel,"47.6652557975452,-122.3692805",King County
293,-117.4565291,47.6966090975452,Driscoll One Stop,"47.6966090975452,-117.4565291",Spokane County
294,-122.7495127,48.9978201975452,Exxon,"48.9978201975452,-122.7495127",Whatcom County
295,-119.2259223,46.2123363975452,Exxon,"46.2123363975452,-119.2259223",Benton County
296,-120.5426587,46.9775238975452,Exxon,"46.9775238975452,-120.5426587",Kittitas County
297,-122.2883146,48.8432982975452,Exxon,"48.8432982975452,-122.2883146",Whatcom County
298,-119.2649331,46.1965883975452,Exxon,"46.1965883975452,-119.2649331",Benton County
299,-119.2745795,46.2901152975452,Exxon,"46.2901152975452,-119.2745795",Benton County
300,-119.1777292,46.1845413975452,Exxon,"46.1845413975452,-119.1777292",Benton County
301,-119.2014733,46.2127194975452,Exxon,"46.2127194975452,-119.2014733",Benton County
302,-119.3392798,46.2968801975452,Exxon,"46.2968801975452,-119.3392798",Benton County
303,-119.0038414,47.9416920975452,Exxon,"47.9416920975452,-119.0038414",Grant County
304,-122.8986562,47.0474615975452,Fast Fuel,"47.0474615975452,-122.8986562",Thurston County
305,-122.6693541,48.7312493975452,Fisherman's Cove Marina,"48.7312493975452,-122.6693541",Whatcom County
306,-122.8457712,46.4392174975452,Flying K,"46.4392174975452,-122.8457712",Lewis County
307,-122.0399035,46.7596406975452,Flying K,"46.7596406975452,-122.0399035",Pierce County
308,-122.2074213,47.8796730975452,Fred Mayer Fuel Center,"47.8796730975452,-122.2074213",Snohomish County
309,-122.2318729,47.9185882975452,Fred Meyer,"47.9185882975452,-122.2318729",Snohomish County
310,-119.1627252,46.1984174975452,Fred Meyer,"46.1984174975452,-119.1627252",Benton County
311,-122.293126,47.8216647975452,Fred Meyer,"47.8216647975452,-122.293126",Snohomish County
312,-122.1502982,47.1674710975452,Fred Meyer Fuel,"47.1674710975452,-122.1502982",Pierce County
313,-122.4344382,47.1898966975452,Fred Meyer Fuel,"47.1898966975452,-122.4344382",Pierce County
314,-122.8323701,47.0395974975452,Fred Meyer Fuel,"47.0395974975452,-122.8323701",Thurston County
315,-122.1092111,47.9444287975452,Fred Meyer Fuel,"47.9444287975452,-122.1092111",Snohomish County
316,-122.5798439,47.3078120975452,Fred Meyer Fuel Center,"47.3078120975452,-122.5798439",Pierce County
317,-120.5628486,46.6194119975452,Fred Meyer Fuel Center,"46.6194119975452,-120.5628486",Yakima County
