,Longitude,Latitude,GEOID,COUNTY,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_SCORE,RISK_RATNG,INTPTLAT,INTPTLONG,zipcode
39,-122.3578345,48.2407901975452,53061053301.0,Snohomish,6273.0,740438000.0,8267697.286107792,9.524663365049992,54.7342310960166,Very High,48.2560314,-122.3660164,98292.0
40,-122.3738284,48.2408768975452,53061053301.0,Snohomish,6273.0,740438000.0,8267697.286107792,9.524663365049992,54.7342310960166,Very High,48.2560314,-122.3660164,98292.0
41,-122.3308338,48.2389125975452,53061053301.0,Snohomish,6273.0,740438000.0,8267697.286107792,9.524663365049992,54.7342310960166,Very High,48.2560314,-122.3660164,98292.0
42,-122.374696767961,48.2412713778787,53061053301.0,Snohomish,6273.0,740438000.0,8267697.286107792,9.524663365049992,54.7342310960166,Very High,48.2560314,-122.3660164,98292.0
43,-122.3318182,48.3405951975452,53057952700.0,Skagit,3674.0,421560000.0,38788953.62662663,63.02695186854607,39.94470503143092,Very High,48.3366692,-122.3101376,98273.0
44,-122.3410856,48.3408742975452,53057952700.0,Skagit,3674.0,421560000.0,38788953.62662663,63.02695186854607,39.94470503143092,Very High,48.3366692,-122.3101376,98273.0
45,-122.34131165,48.34149395,53057952700.0,Skagit,3674.0,421560000.0,38788953.62662663,63.02695186854607,39.94470503143092,Very High,48.3366692,-122.3101376,98273.0
46,-119.3490955,46.2875508975452,53005010708.0,Benton,2440.0,189564000.0,528711.9837563175,3.295461265317999,12.770705651428909,Relatively Low,46.2931585,-119.3527554,99353.0
47,-119.3392798,46.2968801975452,53005010708.0,Benton,2440.0,189564000.0,528711.9837563175,3.295461265317999,12.770705651428909,Relatively Low,46.2931585,-119.3527554,99353.0
48,-119.8600033,47.0829085975452,53025010700.0,Grant,2755.0,240849000.0,255675913.05264765,329.5852093206482,27.159839541139,Relatively High,47.0474885,-119.6084876,99357.0
49,-119.8594695,47.0832883975452,53025010700.0,Grant,2755.0,240849000.0,255675913.05264765,329.5852093206482,27.159839541139,Relatively High,47.0474885,-119.6084876,99357.0
50,-119.832914,47.1038590975452,53025010700.0,Grant,2755.0,240849000.0,255675913.05264765,329.5852093206482,27.159839541139,Relatively High,47.0474885,-119.6084876,99357.0
51,-122.957653,46.7012351975452,53041970700.0,Lewis,4184.0,393549000.0,509829.7260092134,4.957542730163995,35.433334771943365,Relatively High,46.7044996,-122.9284675,98531.0
52,-122.9560933,46.7114906975452,53041970700.0,Lewis,4184.0,393549000.0,509829.7260092134,4.957542730163995,35.433334771943365,Relatively High,46.7044996,-122.9284675,98531.0
53,-122.9569005,46.7109222975452,53041970700.0,Lewis,4184.0,393549000.0,509829.7260092134,4.957542730163995,35.433334771943365,Relatively High,46.7044996,-122.9284675,98531.0
54,-123.0998193,47.2130806975452,53045960800.0,Mason,4014.0,421405000.0,655839.161073003,5.236561657076001,28.425531508612732,Relatively High,47.2328952,-123.0912417,98584.0
55,-123.09982105,47.2130885,53045960800.0,Mason,4014.0,421405000.0,655839.161073003,5.236561657076001,28.425531508612732,Relatively High,47.2328952,-123.0912417,98584.0
56,-122.3223483,48.9203725975452,53073010201.0,,,,,,,,,,
57,-122.2883146,48.8432982975452,53073010201.0,,,,,,,,,,
58,-122.3215516,48.9203558975452,53073010201.0,,,,,,,,,,
59,-122.4602115,48.7567705975452,53073000700.0,Whatcom,6489.0,583892000.0,1338.3895309169463,1.219622086415999,28.064628182006775,Relatively High,48.7639099,-122.449936,98226.0
60,-122.4582975,48.7723261975452,53073000700.0,Whatcom,6489.0,583892000.0,1338.3895309169463,1.219622086415999,28.064628182006775,Relatively High,48.7639099,-122.449936,98226.0
61,-122.4595743,48.7567054975452,53073000700.0,Whatcom,6489.0,583892000.0,1338.3895309169463,1.219622086415999,28.064628182006775,Relatively High,48.7639099,-122.449936,98226.0
62,-122.4570005,48.7732270975452,53073000803.0,Whatcom,6275.0,652578000.0,21188.30705841451,1.771882309912,25.446908127281656,Relatively High,48.7710274,-122.4330105,98226.0
63,-122.4416254,48.7628112975452,53073000803.0,Whatcom,6275.0,652578000.0,21188.30705841451,1.771882309912,25.446908127281656,Relatively High,48.7710274,-122.4330105,98226.0
64,-122.502472,48.7173990975452,53073001101.0,,,,,,,,,,
65,-122.4858024,48.7646144975452,53073000401.0,,,,,,,,,,
66,-122.4858844,48.7666756975452,53073000401.0,,,,,,,,,,
67,-122.3203029,47.6251788975452,53033006500.0,King,4157.0,578037000.0,0.0,0.443097605036,22.029892704879344,Relatively Moderate,47.6309633,-122.3177579,98102.0
68,-122.2142107,47.3155676975452,53033030504.0,King,4484.0,309280000.0,0.0,0.588506707052,34.738392540460865,Relatively High,47.3211155,-122.2135048,98002.0
69,-122.2286604,47.2938204975452,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
70,-122.213883051426,47.2942496499559,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
71,-122.2259947,47.30173525,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
72,-122.22546395,47.30027205,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
73,-122.228232800915,47.3022231500079,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
74,-122.217800850952,47.2975999999534,53033030700.0,King,3796.0,334201000.0,0.0,0.60369557363,33.94618705974395,Relatively High,47.2971234,-122.2215759,98002.0
75,-122.1077834,48.0029776975452,53061052706.0,Snohomish,5311.0,535855000.0,74108.19125919683,1.924567118016,19.961667783598216,Relatively Moderate,48.0086872,-122.1211573,98205.0
76,-122.3041808,47.6436760975452,53033006200.0,King,3848.0,640383000.0,787.033111508427,1.053340696382,29.72308575082276,Relatively High,47.6391316,-122.3012264,98112.0
77,-122.1256246,47.8341683975452,53061052108.0,Snohomish,5814.0,730915000.0,475650.81740695966,9.034694907724004,20.2284658088344,Relatively Moderate,47.8311543,-122.1027753,98296.0
78,-122.1167502,47.8486839975452,53061052108.0,Snohomish,5814.0,730915000.0,475650.81740695966,9.034694907724004,20.2284658088344,Relatively Moderate,47.8311543,-122.1027753,98296.0
79,-122.3629663,47.7910271975452,53061050800.0,Snohomish,6090.0,660304000.0,0.0,1.232902064706,26.59374721254743,Relatively High,47.793236,-122.3490897,98020.0
80,-120.303316,47.4111952975452,53007961101.0,,,,,,,,,,
81,-120.3030964,47.4105212975452,53007961101.0,,,,,,,,,,
82,-120.304011165336,47.4111536442205,53007961101.0,,,,,,,,,,
83,-120.8052204,45.8260948975452,53039950103.0,,,,,,,,,,
84,-122.8791994,46.5475775975452,53041971300.0,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0
85,-122.8734565,46.54695405,53041971300.0,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0
86,-122.87102015,46.5467868,53041971300.0,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0
87,-122.822759497752,46.5438134499248,53041971300.0,Lewis,5571.0,452621000.0,8166526.5812218785,41.19736062123601,34.5315127499353,Relatively High,46.5334802,-122.8783035,98596.0
88,-122.8853267,46.5844371975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
89,-122.9056643,46.6071279975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
90,-122.9079167,46.6041109975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
91,-122.9090421,46.6060099975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
92,-122.9090045,46.6055937975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
93,-122.9055421,46.6067139975452,53041971400.0,Lewis,2608.0,350762000.0,6591452.903332699,21.154603097686003,32.94459937374739,Relatively High,46.6131369,-122.9633237,98532.0
94,-122.3009198,46.8879567975452,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0
95,-122.0399035,46.7596406975452,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0
96,-122.194694,46.7663492,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0
97,-122.262511210498,46.8660634492721,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0
98,-122.262691060942,46.8662418997815,53053073200.0,Pierce,6220.0,643695000.0,6180867.216952138,211.5049466352442,31.772267068990704,Relatively High,46.8389981,-122.1303032,98330.0
99,-120.2888516,47.4055262975452,53017950500.0,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0
100,-120.2880128,47.4063109975452,53017950500.0,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0
101,-120.286658957853,47.4057479997827,53017950500.0,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0
102,-120.29395808265,47.4157613786203,53017950500.0,Douglas,3264.0,303467000.0,622.3102675276646,0.906383711448,16.61036918618472,Relatively Low,47.4186507,-120.2908202,98801.0
103,-120.2276378,47.6255786975452,53017950101.0,,,,,,,,,,
104,-120.2827528,47.5328436975452,53017950101.0,,,,,,,,,,
105,-121.9776053,47.8615956975452,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
106,-122.00700765,47.8727933,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
107,-121.974081192869,47.859799663068,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
108,-121.977003615739,47.8634326464909,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
109,-121.96607695,47.85860065,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
110,-121.971167285156,47.8590924582467,53061052203.0,Snohomish,5213.0,584458000.0,902510.0742949388,6.267868670624,19.253764756187,Relatively Moderate,47.8782193,-121.9822044,98290.0
111,-122.2938197,47.1180105975452,53053073120.0,Pierce,3412.0,301664000.0,1753.089453949428,1.275464404778,28.32422967103552,Relatively High,47.1162168,-122.300881,98375.0
112,-122.039416,47.1585153975452,53053070207.0,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0
113,-122.0380399,47.1581762975452,53053070207.0,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0
114,-122.0574093,47.1601873975452,53053070207.0,Pierce,4948.0,480705000.0,1089789.4600879657,12.643540108464006,28.289271761755906,Relatively High,47.1508101,-122.0114366,98321.0
115,-122.1848508,47.1774151975452,53053070308.0,Pierce,3782.0,390542000.0,509.93774624653446,1.243500178504,22.14060145535579,Relatively Moderate,47.1825206,-122.1769497,98391.0
116,-122.1872514,47.1777592975452,53053070308.0,Pierce,3782.0,390542000.0,509.93774624653446,1.243500178504,22.14060145535579,Relatively Moderate,47.1825206,-122.1769497,98391.0
117,-122.258855,47.1453002975452,53053071211.0,,,,,,,,,,
118,-122.4841219,47.1638282975452,53053071807.0,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0
119,-122.4841115,47.1662399975452,53053071807.0,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0
120,-122.4883414,47.1591735975452,53053071807.0,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0
121,-122.4838952,47.1614527975452,53053071807.0,Pierce,3480.0,581020000.0,989.4513842773612,1.599631782958,34.03839901657691,Relatively High,47.1696254,-122.4954777,98499.0
122,-122.4153676,47.2419124975452,53053060200.0,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0
123,-122.4125822,47.2421218975452,53053060200.0,Pierce,1928.0,979018000.0,64252.7702812351,6.070989469293994,36.027614824231854,Very High,47.2668489,-122.4078355,98421.0
124,-122.6257477,47.0938385975452,53053072802.0,,,,,,,,,,
125,-122.645066013215,47.0933124000583,53053072802.0,,,,,,,,,,
126,-122.5255984,47.1385048975452,53053071901.0,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0
127,-122.505004712011,47.1596647501293,53053071901.0,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0
128,-122.525730700058,47.1393593275841,53053071901.0,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0
129,-122.520087023746,47.1646962218972,53053071901.0,Pierce,4713.0,600856000.0,0.0,1.605214045673999,36.177649603618285,Very High,47.1580824,-122.5177253,98499.0
130,-122.1555212,47.2752862975452,53033031202.0,King,6401.0,711287000.0,21602144.13964964,25.65564353357801,35.159897094455516,Relatively High,47.2520052,-122.0674874,98092.0
131,-122.1658606,47.3872546975452,53033029406.0,King,5004.0,449558000.0,18510.38623423885,1.010338972234,29.290286305693087,Relatively High,47.3974254,-122.1786815,98031.0
132,-122.1017014,47.4624242975452,53033031906.0,King,3594.0,482389000.0,170518.57960965668,4.173834048870001,25.154546092672053,Relatively High,47.4368923,-122.0929679,98058.0
133,-122.2043609,47.4624782975452,53033025806.0,King,4954.0,685583000.0,8834.691369471668,1.133861110176,31.202084335410408,Relatively High,47.4550034,-122.2107374,98055.0
134,-122.2535219,47.4693727975452,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
135,-122.243610355284,47.4580802521229,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
136,-122.233459184962,47.4416486973765,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
137,-122.247676807008,47.4443858314151,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
138,-122.233229332317,47.4682731806706,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
139,-122.260092719559,47.464055899799,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
140,-122.260884325,47.4556678496897,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
141,-122.218318749685,47.4719050500033,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
142,-122.26922059459,47.4824617934106,53033026200.0,King,4998.0,2037715000.0,53395.6136140449,5.892584476459996,49.616457752679075,Very High,47.4591441,-122.2435898,98057.0
143,-122.5164306,47.2714384975452,53053060903.0,Pierce,3043.0,335231000.0,1002.8972973587884,0.893065895162,29.628727198005713,Relatively High,47.2860173,-122.5263961,98407.0
144,-122.5780979,47.3087103975452,53053072407.0,Pierce,4790.0,569533000.0,7261.878194744587,2.124972975014,32.90841211578712,Relatively High,47.2984283,-122.5635099,98335.0
145,-122.5880995,47.3227836975452,53053072507.0,Pierce,2643.0,485804000.0,4019.948650708189,1.599253402998,33.98624178995981,Relatively High,47.3287892,-122.5856632,98332.0
146,-122.589904243786,47.3226118476456,53053072507.0,Pierce,2643.0,485804000.0,4019.948650708189,1.599253402998,33.98624178995981,Relatively High,47.3287892,-122.5856632,98332.0
147,-123.0207959,47.0794798975452,53067011902.0,,,,,,,,,,
148,-123.0212736,47.0801901975452,53067011902.0,,,,,,,,,,
149,-123.0940068,47.1425696975452,53045961300.0,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0
150,-123.0976387,47.1295194975452,53045961300.0,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0
151,-123.1013666,47.1300857975452,53045961300.0,Mason,3276.0,267584000.0,5358038.467951887,68.48115845081804,20.259445082924135,Relatively Moderate,47.1180472,-123.1806206,98502.0
152,-122.1370505,47.5776842975452,53033024800.0,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0
153,-122.169720724954,47.5765612504591,53033024800.0,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0
154,-122.139874149957,47.5762099499992,53033024800.0,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0
155,-122.14057085,47.57630395,53033024800.0,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0
156,-122.169135048323,47.5768334935021,53033024800.0,King,5668.0,769447000.0,5613.193302121576,1.457778680362,32.00766992208682,Relatively High,47.5743868,-122.1520699,98006.0
157,-122.2758751,47.5462426975452,53033010200.0,King,4835.0,615004000.0,7406.574817564388,1.074633835580001,29.17518988849903,Relatively High,47.5564564,-122.2517138,98118.0
158,-122.3322502,47.7084322975452,53033001201.0,,,,,,,,,,
159,-122.331795199602,47.7088482499924,53033001201.0,,,,,,,,,,
160,-122.3451868,47.7490672975452,53033020700.0,King,3569.0,418352000.0,0.0,0.660694653584,33.992173343771256,Relatively High,47.7561637,-122.3473227,98133.0
161,-122.3461021,47.7556809975452,53033020700.0,King,3569.0,418352000.0,0.0,0.660694653584,33.992173343771256,Relatively High,47.7561637,-122.3473227,98133.0
162,-122.346133,47.7562447975452,53033020700.0,King,3569.0,418352000.0,0.0,0.660694653584,33.992173343771256,Relatively High,47.7561637,-122.3473227,98133.0
163,-122.6265391,47.5416129975452,53035092500.0,Kitsap,5609.0,543912000.0,29457.867210460183,4.692477143430001,23.430601742947367,Relatively Moderate,47.5538839,-122.5930481,98366.0
164,-122.6182043,47.5343657975452,53035092500.0,Kitsap,5609.0,543912000.0,29457.867210460183,4.692477143430001,23.430601742947367,Relatively Moderate,47.5538839,-122.5930481,98366.0
165,-122.0116555,47.8490120975452,53061052204.0,Snohomish,5345.0,610928000.0,2638063.4186016065,3.781877584244002,22.690137021515422,Relatively Moderate,47.8652822,-122.0178334,98296.0
166,-122.00822212108,47.8713796021776,53061052204.0,Snohomish,5345.0,610928000.0,2638063.4186016065,3.781877584244002,22.690137021515422,Relatively Moderate,47.8652822,-122.0178334,98296.0
167,-122.118836,47.8472637975452,53061052122.0,,,,,,,,,,
168,-122.3646583,47.7648821975452,53033020800.0,King,4309.0,561843000.0,11244.658570466352,1.202371049056,31.887512802355744,Relatively High,47.756977,-122.3716178,98177.0
169,-122.03764,47.9859769975452,53061052607.0,Snohomish,5851.0,622573000.0,408979.55061302753,3.921328360196001,19.020531369462393,Relatively Moderate,47.9688262,-122.0745008,98205.0
170,-122.186268,48.0525207975452,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
171,-122.1885531,48.0998082975452,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
172,-122.1862485,48.1114943975452,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
173,-122.1924823,48.1000127975452,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
174,-122.18833555,48.0538162,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
175,-122.187029816708,48.0776645356912,53061940001.0,Snohomish,6462.0,610316000.0,1834429.5153764652,19.481184905916027,34.202231581467856,Relatively High,48.0752244,-122.2219406,98271.0
176,-122.2218235,47.3230588975452,53033030501.0,King,1686.0,738295000.0,562821.1286403534,4.381162714728003,43.434561833949715,Very High,47.3273852,-122.2353377,98002.0
177,-122.23275135,47.30738695,53033030501.0,King,1686.0,738295000.0,562821.1286403534,4.381162714728003,43.434561833949715,Very High,47.3273852,-122.2353377,98002.0
178,-122.2292388,47.32114805,53033030501.0,King,1686.0,738295000.0,562821.1286403534,4.381162714728003,43.434561833949715,Very High,47.3273852,-122.2353377,98002.0
