GEOID,geometry
53033010102,0.00045438485600011384
53053062901,0.00011423588600001341
53053072305,0.000483111952500133
53067990100,8.506022915119154e-06
53077001504,6.852521200001125e-05
53053062400,0.00026855256550005317
53063000700,0.000258380892500127
53033005803,9.987077399998497e-05
53053062802,0.00035480465400004256
53063012701,0.0003175052609999534
53015001000,9.105821400001047e-05
53033004901,5.950655800004344e-05
53033008402,1.7387520999979827e-05
53033010001,0.0002769152795000299
53011040714,0.00014192357100005073
53053061200,0.00022489083050005701
53033023805,3.9459680500025005e-05
53033027000,0.0002387977994999037
53063011103,0.0001574108040000673
53033029306,0.0003046547730000344
53063011701,0.00031176090300007506
53061052708,0.0003833190154999317
53033031400,0.0007584959464999635
53009000900,0.00027761136275121967
53011040409,0.0009540249634999408
53061053606,0.060645168329000285
53061052010,0.00019273498649998504
53033012000,0.0001707839430000234
53017950500,0.0003244828685000537
53017950200,0.2810011380025007
53033025803,0.0001626025075000586
53033005000,9.098843900002934e-05
53061051916,0.0003553866574999541
53035990100,0.00017712843060223402
53007960301,0.04068115793100045
53063012200,0.0012564742325001054
53053062902,0.00024077967049995243
53033020600,0.0002377875499999828
53053071705,0.0002829365039999825
53031950702,0.4832965472703945
53061990100,0.00013100016064158154
53033032800,0.16975153578850083
53011042300,0.0001401640615000333
53033005202,3.440048450003174e-05
53033029901,0.0004852538999999493
53053071415,0.0006158162995000407
53061051401,0.00018805211649995115
53015001501,0.04884857619499994
53027000401,0.07494850777600086
53033002900,0.00011854969949999804
53033030407,0.0005547840285000735
53063002503,0.00011513203600004205
53041971800,0.13234538517550035
53053070311,0.0005913781955000136
53053062300,0.0002916749430000453
53033032006,0.0009188411270001069
53009002400,0.2451934613026197
53053061002,0.0003612700984999768
53057952301,0.0003138532809998821
53033032005,0.00075940561300007
53073000700,0.0003855653980000577
53047970800,0.06621287781650018
53065951100,0.07411505709700006
53033029305,0.00034394679800006715
53033022606,0.0003332501259999514
53053060904,0.00023140919949995168
53047971000,0.19140776977500076
53053073200,0.06595188482449998
53033022901,0.0001782933964999939
53015000400,0.00027677345100010165
53033032324,0.00024471726249999676
53033021000,0.00031553589200008147
53011041104,0.00021703527599997241
53045960202,0.06087233570299988
53061040300,0.00012645151849996895
53053061501,6.37278574999557e-05
53061041809,0.0001299798615000003
53033007203,6.907776199999522e-05
53035081400,0.0004177385624999746
53033028802,0.00033654896799991773
53077001201,0.00014902937999996152
53033011901,0.00020103744400002034
53041971900,0.06674440175600013
53033010602,0.00018451128553220261
53063010507,0.0010900817000000518
53005010500,0.00030247120150004805
53033029504,0.00022439881600008814
53033007502,3.780395449999233e-05
53053072507,0.0005579948508900129
53053071206,0.0009325037509999039
53077000904,0.00036327916650008107
53063004602,0.0001963319660000018
53033020302,0.00015643028699994182
53047970900,0.4672836492109174
