"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002EA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C01_005E","S1901_C01_005EA","S1901_C01_005M","S1901_C01_005MA","S1901_C01_006E","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006EA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C01_008E","S1901_C01_008M","S1901_C01_008MA","S1901_C01_008EA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010MA","S1901_C01_010EA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011MA","S1901_C01_011EA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012MA","S1901_C01_012EA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013MA","S1901_C01_013EA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014MA","S1901_C01_014EA","S1901_C01_015E","S1901_C01_015M","S1901_C01_015MA","S1901_C01_015EA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_001E","S1901_C02_001EA","S1901_C02_001M","S1901_C02_001MA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C02_004E","S1901_C02_004EA","S1901_C02_004M","S1901_C02_004MA","S1901_C02_005E","S1901_C02_005EA","S1901_C02_005M","S1901_C02_005MA","S1901_C02_006E","S1901_C02_006EA","S1901_C02_006M","S1901_C02_006MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C02_008E","S1901_C02_008M","S1901_C02_008MA","S1901_C02_008EA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009MA","S1901_C02_009EA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010MA","S1901_C02_010EA","S1901_C02_011E","S1901_C02_011M","S1901_C02_011MA","S1901_C02_011EA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013EA","S1901_C02_014E","S1901_C02_014EA","S1901_C02_014M","S1901_C02_014MA","S1901_C02_015E","S1901_C02_015M","S1901_C02_015MA","S1901_C02_015EA","S1901_C02_016E","S1901_C02_016M","S1901_C02_016MA","S1901_C02_016EA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001MA","S1901_C03_001EA","S1901_C03_002E","S1901_C03_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C03_003E","S1901_C03_003M","S1901_C03_003MA","S1901_C03_003EA","S1901_C03_004E","S1901_C03_004M","S1901_C03_004MA","S1901_C03_004EA","S1901_C03_005E","S1901_C03_005EA","S1901_C03_005M","S1901_C03_005MA","S1901_C03_006E","S1901_C03_006EA","S1901_C03_006M","S1901_C03_006MA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C03_008E","S1901_C03_008M","S1901_C03_008MA","S1901_C03_008EA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009MA","S1901_C03_009EA","S1901_C03_010E","S1901_C03_010M","S1901_C03_010MA","S1901_C03_010EA","S1901_C03_011E","S1901_C03_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C03_012E","S1901_C03_012EA","S1901_C03_012M","S1901_C03_012MA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013MA","S1901_C03_013EA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C03_015E","S1901_C03_015M","S1901_C03_015MA","S1901_C03_015EA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_001E","S1901_C04_001EA","S1901_C04_001M","S1901_C04_001MA","S1901_C04_002E","S1901_C04_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C04_003E","S1901_C04_003EA","S1901_C04_003M","S1901_C04_003MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C04_006E","S1901_C04_006EA","S1901_C04_006M","S1901_C04_006MA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C04_008E","S1901_C04_008EA","S1901_C04_008M","S1901_C04_008MA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009MA","S1901_C04_009EA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012MA","S1901_C04_012EA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014MA","S1901_C04_014EA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015MA","S1901_C04_015EA","S1901_C04_016E","S1901_C04_016EA","S1901_C04_016M","S1901_C04_016MA",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Annotation of Estimate!!Households!!Total","Margin of Error!!Households!!Total","Annotation of Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Annotation of Margin of Error!!Households!!Total!!Less than $10,000","Annotation of Estimate!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Annotation of Margin of Error!!Households!!Total!!$200,000 or more","Annotation of Estimate!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Annotation of Margin of Error!!Households!!Median income (dollars)","Annotation of Estimate!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Annotation of Margin of Error!!Households!!Mean income (dollars)","Annotation of Estimate!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Annotation of Estimate!!Families!!Total","Margin of Error!!Families!!Total","Annotation of Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Annotation of Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Annotation of Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Margin of Error!!Families!!Total!!$200,000 or more","Annotation of Estimate!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Annotation of Margin of Error!!Families!!Median income (dollars)","Annotation of Estimate!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Annotation of Margin of Error!!Families!!Mean income (dollars)","Annotation of Estimate!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Annotation of Margin of Error!!Married-couple families!!Total","Annotation of Estimate!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Annotation of Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Annotation of Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Annotation of Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Annotation of Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Annotation of Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Annotation of Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Annotation of Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Annotation of Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Annotation of Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Annotation of Margin of Error!!Married-couple families!!Mean income (dollars)","Annotation of Estimate!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Annotation of Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Annotation of Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Annotation of Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Annotation of Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Annotation of Estimate!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Annotation of Margin of Error!!Nonfamily households!!Median income (dollars)","Annotation of Estimate!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Annotation of Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Annotation of Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"8600000US98001","ZCTA5 98001","11648","null","558","null","2.9","1.1","null","null","1.5","null","0.6","null","5.7","null","1.6","null","4.1","null","1.4","null","8.7","2.7","null","null","17.9","null","2.8","null","15.6","2.8","null","null","24.5","null","3.4","null","10.1","1.9","null","null","8.9","2.2","null","null","88962","6371","null","null","102586","5286","null","null","27.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","8543","null","449","null","1.2","null","0.9","null","0.5","null","0.4","null","5.0","null","1.7","null","3.7","null","1.7","null","6.8","null","1.9","null","16.4","null","3.1","null","18.9","3.4","null","null","25.3","3.8","null","null","10.9","2.4","null","null","11.4","2.9","null","null","96106","5142","null","null","111781","6269","null","null","(X)","(X)","(X)","(X)","26.3","(X)","(X)","null","(X)","(X)","(X)","(X)","6887","509","null","null","0.5","null","0.6","null","0.2","0.2","null","null","2.8","1.2","null","null","2.9","null","1.6","null","3.4","null","1.3","null","15.7","3.6","null","null","20.0","3.8","null","null","28.4","4.5","null","null","13.1","2.9","null","null","13.0","null","3.4","null","103674","null","4440","null","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","3105","null","524","null","8.0","null","3.7","null","4.5","null","2.1","null","11.1","null","4.2","null","7.8","null","3.8","null","16.8","null","8.2","null","16.5","null","5.8","null","7.4","null","2.9","null","19.8","8.8","null","null","6.4","null","2.8","null","1.6","1.7","null","null","56438","19119","null","null","70380","null","7133","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","null","(X)","(X)",
"8600000US98002","ZCTA5 98002","13162","null","583","null","4.3","1.5","null","null","4.0","null","1.3","null","11.1","null","2.7","null","10.5","null","2.3","null","12.4","2.2","null","null","22.6","null","3.0","null","14.5","2.8","null","null","13.5","null","2.6","null","3.9","1.2","null","null","3.2","1.3","null","null","59097","2197","null","null","70945","4596","null","null","28.3","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","8042","null","438","null","4.1","null","1.5","null","2.6","null","1.4","null","5.3","null","2.4","null","7.2","null","2.4","null","12.9","null","2.6","null","23.6","null","3.9","null","17.6","4.3","null","null","17.8","4.0","null","null","5.7","1.9","null","null","3.2","1.6","null","null","68949","4909","null","null","79445","4432","null","null","(X)","(X)","(X)","(X)","28.7","(X)","(X)","null","(X)","(X)","(X)","(X)","4914","362","null","null","0.8","null","0.7","null","1.3","0.9","null","null","2.6","1.8","null","null","4.2","null","2.4","null","10.2","null","2.6","null","22.4","4.3","null","null","19.1","4.1","null","null","25.2","6.0","null","null","9.3","3.1","null","null","4.8","null","2.6","null","85465","null","4560","null","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","5120","null","473","null","7.4","null","3.1","null","6.5","null","2.2","null","21.2","null","5.4","null","16.5","null","4.4","null","11.9","null","3.0","null","19.8","null","4.3","null","7.3","null","2.6","null","6.1","2.3","null","null","0.7","null","0.6","null","2.6","1.6","null","null","34375","3090","null","null","48448","null","3838","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9","null","(X)","(X)",
"8600000US98003","ZCTA5 98003","18515","null","823","null","6.0","1.5","null","null","5.0","null","1.4","null","9.1","null","2.7","null","9.1","null","2.0","null","12.9","1.9","null","null","20.0","null","2.3","null","13.8","2.7","null","null","13.8","null","1.7","null","5.9","1.3","null","null","4.4","1.1","null","null","59560","3647","null","null","76753","4763","null","null","32.3","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","10942","null","622","null","4.2","null","1.4","null","2.2","null","1.3","null","7.9","null","3.4","null","7.3","null","2.1","null","12.0","null","2.3","null","21.5","null","3.0","null","13.6","3.0","null","null","16.8","2.6","null","null","8.0","1.9","null","null","6.5","1.7","null","null","67822","4797","null","null","89003","5901","null","null","(X)","(X)","(X)","(X)","32.0","(X)","(X)","null","(X)","(X)","(X)","(X)","7329","639","null","null","2.4","null","1.2","null","1.2","1.3","null","null","5.8","4.5","null","null","5.9","null","2.0","null","10.2","null","2.6","null","19.4","3.9","null","null","14.2","3.3","null","null","20.9","3.7","null","null","11.0","2.9","null","null","9.0","null","2.5","null","84897","null","9015","null","104750","8832","null","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","7573","null","785","null","8.7","null","2.9","null","9.8","null","3.0","null","13.0","null","4.5","null","12.4","null","4.1","null","15.1","null","3.0","null","17.8","null","3.8","null","13.4","null","4.8","null","7.1","2.9","null","null","1.8","null","1.2","null","0.9","0.8","null","null","40363","4345","null","null","53131","null","7754","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.0","null","(X)","(X)",
"8600000US98004","ZCTA5 98004","17460","null","660","null","2.7","0.9","null","null","2.0","null","0.9","null","2.3","null","0.8","null","2.4","null","0.7","null","5.8","1.8","null","null","7.9","null","1.6","null","11.0","2.1","null","null","17.9","null","2.5","null","12.7","2.2","null","null","35.2","2.9","null","null","142173","11438","null","null","210129","13026","null","null","26.2","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","9660","null","553","null","1.1","null","0.8","null","0.5","null","0.4","null","1.5","null","0.8","null","1.7","null","0.9","null","3.9","null","2.2","null","5.6","null","1.4","null","7.9","2.3","null","null","14.7","3.1","null","null","15.7","2.7","null","null","47.4","3.7","null","null","191151","9787","null","null","261415","18150","null","null","(X)","(X)","(X)","(X)","29.4","(X)","(X)","null","(X)","(X)","(X)","(X)","8669","524","null","null","0.4","null","0.4","null","0.4","0.4","null","null","1.5","0.9","null","null","1.0","null","0.7","null","3.4","null","2.5","null","3.4","1.1","null","null","7.2","2.5","null","null","15.1","3.5","null","null","16.0","3.0","null","null","51.5","null","4.0","null","204989","null","15051","null","N","N","N","N","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","7800","null","586","null","4.8","null","1.9","null","3.8","null","1.9","null","3.3","null","1.4","null","3.2","null","1.2","null","8.1","null","2.7","null","11.1","null","3.1","null","15.1","null","3.4","null","22.0","4.4","null","null","9.4","null","3.0","null","19.2","4.0","null","null","101029","6691","null","null","143679","null","13429","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.3","null","(X)","(X)",
