,attr_cnt_1mile,attr_cnt_5mile,distance_to_nearest_attr,crime_population,violent_crime,murder_nonnegligent_manslaughter,Rape1,Robbery,aggravated_assault,property_crime,Burglary,larceny_theft,motor_vehicle_theft,Arson,total_crime,num_EV_in_2_miles_of_gas,num_EV_in_5_miles_of_gas,num_EV_in_10_miles_of_gas,num_EV_in_20_miles_of_gas,num_EV_in_50_miles_of_gas,distance_to_closest_ev_station,nri_population,nri_risk_score,census_tract_area,census_tract_category,traff_cnt_10m_avg,traff_cnt_10m_max,traff_cnt_5m_avg,traff_cnt_5m_max,GEOID,ev_cnt,attr_cnt,traffic_cnt,traffic_max,traffic_avg,geometry,category
280,0.0,18.0,1.1615,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,176.0,336.0,500.0,500.0,500.0,0.6437,3843.0,31.8801760511594,8.772651649998943e-05,2.0,49397.4,240000.0,65459.17910447761,240000.0,53033008700.0,0.0,0.0,0.0,57319.30333817126,30561.59010692707,8.772651649998943e-05,2
281,1.0,14.5,1.0372333333333332,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,63.0,256.0,500.0,500.0,500.0,0.3089,2354.0,43.439004669240454,0.0011796585275878,2.0,46531.81333333333,240000.0,56901.95258206323,240000.0,53033009300.0,23.0,10.0,24.0,240000.0,82675.83333333333,0.0011796585275878,2
282,0.0,15.666666666666666,1.4560333333333333,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,68.0,259.3333333333333,500.0,500.0,500.0,0.11436666666666667,5700.0,36.722534139378766,0.00020134537949990003,2.0,46951.47333333333,240000.0,58798.13429305217,240000.0,53033009400.0,1.0,0.0,2.0,98000.0,98000.0,0.0002013453794999,2
283,0.0,15.0,2.3070500000000003,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,13.5,257.0,500.0,500.0,500.0,0.71955,5906.0,30.780471451208093,0.0006575206810001,2.0,47353.74,240000.0,57847.74647887324,240000.0,53033009500.0,0.0,0.0,2.0,119000.0,119000.0,0.0006575206810001,2
284,0.0,14.0,2.638,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,1.0,246.0,437.5,500.0,500.0,1.341,5252.0,32.9277279513706,0.000225481475929,2.0,46585.41537201505,240000.0,70527.9588414634,240000.0,53033009600.0,0.0,1.0,0.0,57319.30333817126,30561.59010692707,0.000225481475929,2
285,0.0,14.0,2.6303,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,1.0,246.0,439.0,500.0,500.0,1.3045,4279.773504273504,27.48601048021865,0.0001223694559999,2.0,46547.2072072072,240000.0,71182.625,240000.0,53033009801.0,0.0,0.0,0.0,57319.30333817126,30561.59010692707,0.0001223694559999,2
286,0.0,14.0,2.41275,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,2.0,237.5,425.0,500.0,500.0,0.53565,4279.773504273504,27.48601048021865,0.0001098291274999,2.0,46541.2113256341,240000.0,53178.539546716,240000.0,53033009802.0,0.0,1.0,0.0,57319.30333817126,30561.59010692707,0.0001098291274999,2
287,0.0,14.0,1.808,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,5.0,239.0,457.0,500.0,500.0,0.3121,4787.0,35.36780981309253,0.0009000281823064,2.0,46390.86519114688,240000.0,51590.51020408164,240000.0,53033009900.0,0.0,0.0,0.0,57319.30333817126,30561.59010692707,0.0009000281823064,2
288,0.0,14.0,1.6208,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,11.0,240.0,500.0,500.0,500.0,0.8154,3769.0,35.96541556573184,0.0002769152795,2.0,46765.28,240000.0,54732.07692307692,240000.0,53033010001.0,0.0,0.0,0.0,57319.30333817126,30561.59010692707,0.0002769152795,2
289,0.0,15.0,2.4786,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0,4.0,224.0,500.0,500.0,500.0,0.0587,4279.773504273504,27.48601048021865,0.0001041489704999,2.0,46891.88,240000.0,58345.60810810811,240000.0,53033010101.0,1.0,0.0,0.0,57319.30333817126,30561.59010692707,0.0001041489704999,2
